,Abstract
446,"The low phytic acid trait in soybeans can be conferred by loss-of-function mutations in genes encoding myo-inositol phosphate synthase and two epistatically interacting genes encoding multidrug-resistance protein ABC transporters. However, perturbations in phytic acid biosynthesis are associated with poor seed vigor. Since the benefits of the low phytic acid trait, in terms of end-use quality and sustainability, far outweigh the negatives associated with poor seed performance, a fuller understanding of the molecular basis behind the negatives will assist crop breeders and engineers in producing variates with low phytic acid and better germination rate. The gene regulatory network for developing low and normal phytic acid soybean seeds was previously constructed, with genes modulating a variety of processes pertinent to phytic acid metabolism and seed viability being identified. In this study, a comparative time series analysis of low and normal phytic acid soybeans was carried out to investigate the transcriptional regulatory elements governing the transitional dynamics from dry seed to germinated seed. Gene regulatory networks were reverse engineered from time series transcriptomic data of three distinct genotypic subsets composed of low phytic acid soybean lines and their normal phytic acid sibling lines. Using a robust unsupervised network inference scheme, putative regulatory interactions were inferred for each subset of genotypes. These interactions were further validated by published regulatory interactions found in Arabidopsis thaliana and motif sequence analysis. Results indicate that low phytic acid seeds have increased sensitivity to stress, which could be due to changes in phytic acid levels, disrupted inositol phosphate signaling, disrupted phosphate ion homeostasis, and altered myo-inositol metabolism. Putative regulatory interactions were identified for the latter two processes. Changes in abscisic acid signaling candidate transcription factors putatively regulating genes in this process were identified as well. Analysis of the gene regulatory networks reveal altered regulation in processes that may be affecting the germination of low phytic acid soybean seeds. Therefore, this work contributes to the ongoing effort to elucidate molecular mechanisms underlying altered seed viability, germination and field emergence of low phytic acid crops, understanding of which is necessary in order to mitigate these problems. Overall design: The four genotypic lines used in this study are designated as “MRP,” contains four near isogenic lines, the lpa line “2mlpa” (mrp-l and mrp-n mutations) and three normal phytic acid lines, “2MWT” (no mutation), “2MWT-L” (mrp-n mutation only), and “2MWT-N” (mrp-l mutation only). These lines were developed from a cross between the lpa lines “CX-1834” (mrp-1 and mrp-n mutations) and the normal phytic acid line V99-5089. The mutations conferring the lpa trait in 2mlpa and CX-1834 are the result of point mutations in the epistatically interacting loci, MRP-L and MRP-N, on chromosomes 19 and 3, respectively (Wilcox et al., 2000; Walker et al., 2006; Maroof et al., 2009). In the associated manuscript, eight experimental lines were used – 1mlpa, 1MWT, 2mlpa, 2MWT, 2MWT-L, 2MWT-N, 3mlpa, and 3MWT.  The eight experimental lines represent three distinct subsets of genotypes and data from four lines are included in this dataset. Other four lines have been released from our previous publication (data in GSE101692). Line mips1/mrp-l/mrp-n is also called 3mlpa which contains mips1, mrp-1, and mrp-n mutations and has low phytic acid content. The normal phytic acid line MIPS1/MRP-L/MRP-N (no mutation) is also called 3MWT. These lines were developed from a cross between CX-1834 and V99-5089. These files also include the lpa line 1mlpa (mips1 mutation) and the normal phytic acid line 1MWT (no mutation). These lines are isogenic and were developed from a cross between the normal phytic acid line Essex (no MIPS1 mutation) and the lpa line V99-5089 (mips1 mutation)."
447,"To further identify the downstream targets and signaling pathway of Rsc7-1 in the immune response, a RNA-seq was performed between WT and Rsc7-1 knock out mutant plants."
448,"The fully expanded first trifoliolate leaves of the soybean line L29 carrying Rsv3 were mechanically inoculated with either mock, SMV-G5H (avirulent stran), or SMV-G7H (virulent strain). For time-course analysis, mRNAs were extracted from the inoculated leaves and untreated healthy leaves at 8, 24, and 54 hours postinoculation (hpi) and subjected to RNA-Seq"
449,"Chilling stress is one of the most important factors limiting soybean yield in the temperate climate. To determine the involvement of microRNAs (miRNAs) and their target genes in the chilling resistance of four soybean cultivars (Augusta, Fiskeby V, Toyomusume, and Glycine soja) small RNA and degradome libraries were prepared."
450,"To investigate the regulatory mechanisms of GmNFYA in salt stress, leaves and roots of transgenic plants and JACK plants were collected for RNA extraction and sequencing. Clean reads of RNA-sequencing were mapped to soybean genome and genes that had a 2 fold increase or 50% decrease, compared to JACK, were defined as differential expressed genes (DEGs). Overall design: mRNA profiles of soybean leaf and roots. Wild type (Jack) and GmNFYA overexpressing soybean."
451,"Cadmium (Cd) is a toxic heavy metal for organisms. It can accumulate in plants and transmit to human bodies via food chain. Soybean supplies us with protein and oil, and is of great economic value worldwide. Cd poses a serious threat to soybean develop-ment, especially for root growth. Some soybean cultivars represent resistant symptoms to Cd-induced root inhibition under Cd stress, however, the genes and potential mechanisms are not fully understood. We optimized RNA-seq to identify the differentially expressed genes (DEGs) in Cd sensitive (KUAI) and tolerant (KAIYU) soybean roots, and compared the DEGs involved in root resistance to Cd stress."
452,"Vegetable soybean is one of the most important vegetables in China and has shown a remarkable increase in worldwide demand over the past two decades. In this study, we present a de novo assembly of the vegetable soybean cultivar Zhenong 6 (ZN6), which is one of the most popular cultivars in China."
453,"Viruses negatively impact soybean production by causing disease that affect yield and seed quality. Newly emerging or re-emerging viruses can also threaten soybean production, because current control measures may not be effective against them. Furthermore, detection and characterization of new plant viruses requires major efforts when no sequence or antibody-based resources are available. In this study, soybean fields were scouted for virus-like disease symptoms during 2016 growing season. Total RNA was extracted from symptomatic soybean tissues collected individually. cDNA libraries were prepared and RNA sequencing was performed using next-generation sequencing (NGS) Illumina HiSeq3000 (Illumina, https://www.illumina.com/) to generate paired-end reads (HiSeq: 2 * 150 bp, 2 lanes). After removal of soybean reads, the short-reads were de novo assembled using the Trinity assembler. Through metagenomics approaches, several viruses were detected and identified as single or mixed infections in soybean. De novo assemblies generated full- or nearly full-length genomes in soybean. Taken together, the results of this study showed that NGS-based technology is a valuable diagnostic tool for the identification of several viruses in field-grown soybean, and can provide rapid information about plant viruses that were previously not detected in soybean fields."
454,"Viruses negatively impact soybean production by causing disease that affect yield and seed quality. Newly emerging or re-emerging viruses can also threaten soybean production, because current control measures may not be effective against them. Furthermore, detection and characterization of new plant viruses requires major efforts when no sequence or antibody-based resources are available. In this study, soybean fields were scouted for virus-like disease symptoms during 2017 growing season. Total RNA was extracted from symptomatic soybean tissues collected individually. cDNA libraries were prepared and RNA sequencing was performed using next-generation sequencing (NGS) Illumina HiSeq3000 (Illumina, https://www.illumina.com/) to generate paired-end reads (HiSeq: 2 * 150 bp, 2 lanes). After removal of soybean reads, the short-reads were de novo assembled using the Trinity assembler. Through metagenomics approaches, several viruses were detected and identified as single or mixed infections in soybean. De novo assemblies generated full- or nearly full-length genomes in soybean. Taken together, the results of this study showed that NGS-based technology is a valuable diagnostic tool for the identification of several viruses in field-grown soybean, and can provide rapid information about plant viruses that were previously not detected in soybean fields."
455,"Viruses negatively impact soybean production by causing disease that affect yield and seed quality. Newly emerging or re-emerging viruses can also threaten soybean production, because current control measures may not be effective against them. Furthermore, detection and characterization of new plant viruses requires major efforts when no sequence or antibody-based resources are available. In this study, soybean fields were scouted for virus-like disease symptoms during 2018 and 2019 growing seasons. Total RNA was extracted from symptomatic soybean tissues collected individually. cDNA libraries were prepared and RNA sequencing was performed using next-generation sequencing (NGS) Illumina HiSeq3000 (Illumina, https://www.illumina.com/) to generate paired-end reads (HiSeq: 2 * 150 bp, 2 lanes). After removal of soybean reads, the short-reads were de novo assembled using the Trinity assembler. Through metagenomics approaches, several viruses were detected and identified as single or mixed infections in soybean. De novo assemblies generated full- or nearly full-length genomes in soybean. Taken together, the results of this study showed that NGS-based technology is a valuable diagnostic tool for the identification of several viruses in field-grown soybean, and can provide rapid information about plant viruses that were previously not detected in soybean fields."
456,"The goal of the work was to analyze the transcriptional changes, specially defense-related, induced by a Saccharomyces cerevisiae-based fermentation product in Glycine max Williams 82 inoculated or not with Phakopsora pachyrhizi, the causal agent of Asian soybean rust (ASR). Given that P. pachyrhizi populations are becoming increasingly resistant to traditional chemical fungicides, the study of potential resistance inducers may provide alternatives to ASR control."
457,"Brassinosteroids (BRs) are a series of sterol hormones in plants, which play important physiological roles in many aspects of plant growth and development processes. Exogenous application of BR and its inhibitors PPZ to investigated the roles of BR in soybean root growth and development. Transcriptome sequencing analysis was performed to identified lots number of differential expression genes(DEGs) by eBL (2,4-epicastasterone, 24-epiCS) and PPZ (propiconazole) treatment of soybean root tips(1 cm). Overall design: Soybean seeds were germinated in vermiculite for 3 days. 3-day-old soybean seedlings were transferred to hydroponics medium for 5 days, then with 0.1 µM PPZ  and mock treatment separately for another 2.5 days. 3-day-old soybean seedlings were transferred to hydroponics medium for 7 days, then treated with 0.01 nM eBL and mock for another half a day. PPZ_BR treatment is that 5-day-old hydroponic cultured soybean seedlings treat with 0.1 µM PPZ for 2 days and then with 0.01 nM BL for half a day."
458,"Number of four-seed pod, as an important agronomic trait, is a potential factor influencing yield, and it is also one of the critical goals for the selection and breeding of high-yield soybean accessions. Here, we performed bulked segregant RNA sequencing of four-seed pod at flower bud stage and young pod stage in soybean."
459,"In order to explore the molecular mechanism of soybean shoots in response to salt stress, the shoot (including stems and leaves) of cultivated soybean seedlings under normal or NaCl treatment was used for the transcriptome sequencing (RNA sequencing, RNA-seq)."
460,Identification of soybean phosphorous efficiency QTLs and genes using chlorophyll fluorescence parameters through GWAS and RNA-seq
461,The data of E1 overexpression transcriptome
462,Transcriptome of soybean cultivars inoculated with the root-knot nematode (Meloidogyne incognita) after different times of inoculation.
463,The landscape of accessible chromatin regions in the soybean genome architecture
464,"Flowering time and maturity are key agronomic traits directly affecting regional adaptability and yield of soybean. SUPPRESSOR OF OVEREXPRESSION OF CO 1 (SOC1) has been proved to be an essential flowering regulator. In this study, RNA sequencing using the shoot apices and leaves of soc1a soc1b double mutant and the wild-type (W82) plants under SD conditions at 20DAE (days after emergence) was performed to explore the regulatory network of the SOC1s in soybean."
465,
466,Glycine max RNA-seq reads
467,"Fiskeby III has a high level of resistance to a multitude of abiotic stresses, including iron deficiency. In addition, Fiskeby III incurs only mild yield loss during stress conditions, in comparison to other soybean lines. These characteristics have made it a valuable addition to the northern soybean breeding programs in the US and Canada. Conversely, Mandarin(Ottawa) is highly susceptible to disease and suffers severe phenotypic damage and yield loss when exposed to abiotic stresses such as iron deficiency, a major challenge to soybean production in the northern Midwestern United States. Using RNA-seq, we characterize the transcriptional response to iron deficiency in both Fiskeby III and Mandarin(Ottawa) to better understand abiotic stress tolerance. Previous work by our group identified a quantitative trait loci (QTL) region on chromosome 5 associated with Fiskeby III iron efficiency (Merry et al. 2019). This indicates that Fiskeby III may utilize iron deficiency stress mechanisms not previously characterized in soybean. Coupling virus induced gene silencing with RNA-seq, we identified a single high priority candidate gene that has a significant impact on iron deficiency response pathways. Characterization of the Fiskeby III responses to iron stress and the genes underlying the chromosome 5 QTL provides novel targets for improved abiotic stress tolerance in soybean."
468,"Soybean [Glycine max (L.) Merr.] is one of the most strategical oilseed crops that provides sustainable source of protein and oil worldwide. Here, we conducted the RNA-seq focusing on GmLMM1 , which encodes a homolog of FERONIA-like receptor kinase in soybean, promoting the studies of FERONIA or FERONIA homolog in host-pathogen interaction."
469,"The expression of soybean and Bradyrhizobium diazoefficiens 113-2 genes in the nodule samples from five developmental stages of soybean (Branching stage, flowering stage, fruiting stage, pod stage and harvest stage)"
470,"Soil salinity is one of the primary causes hampering the productivity of soybean. Breeding soybean for high tolerance to high slat conditions is important for increasing its production. To compensate for the lack of information about the molecular mechanism involved in soybean response to salt stress, comparative analysis of time-series root transcriptomic data between two soybean cultivars with distinct salt sensitivity were performed."
471,"Soybean (Glycine max [L.] Merr.) is the largest feedstock for protein and second largest source of vegetable oil in the world. In order to evaluate whether the expression of ATWRI1 and AtDGAT1 could direct carbon flow towards lipid accumulation, we generated three independent transformation events  (WD-1, -2, and -3). The transgenic events were evaluated in three field trials (2018, 2019, and 2020) as well as greenhouse conditions. RNAseq analysis was performed in immature embryos of both transgenic events grown under greenhouse conditions.  We discovered that Glycolysis and FA metabolism enzymes are enriched in WD differentially expressed genes during seed development. Overall design: To check the response of the expression of Arabidopsis WRI1 and DGAT1 during soybean embryo development to alter oil and carbohydrate composition in seeds"
472,Gene expression differences between soybean ethylene related gene editing plants and receptor materials
473,We report total mRNA library using Illumina Nova Seq high-throughput sequencing platform platform for analysis of transcriptome between the two relatives of the soybean ie weedy and cultivar growth types in F7 generation derived from the crossing of wild and cultivated soybean. Overall design: Key genes responsible for weedy and cultivar growth types in the soybean plants.
474,Root-specific infection of Calonectria ilicicola and the resistance mechanisms in soybean stems
475,normal RNA-seq of soybean
476,gene expression analysis
477,gene expression analysis
478,"The TRAP-seq process is dependent on the expression of a cell layer-specific His-FLAG-tagged ribosomal protein L18 (HF-GmRPL 18), which allows for the immunoprecipitation of ribosomes with their corresponding mRNA to produce tissue-specific translatomes (Zanetti et al., 2005; Castro-Guerrero et al., 2016).To capture events occurring in the cortex during the early stages of infection and initial cortical cell divisions, we inoculated plants and performed a time-course collection of root samples at 72- and 96-hour post inoculation (hpi) followed by TRAP-seq. Immunoblot analysis indicated that an adequate amount of protein was present for immunoprecipitation. To study rhizobial-induced transcriptional changes in the cortex during early nodule development, we identified a soybean promoter (Glyma.18g53890, Figure 1B) expressed exclusively in the cortex cells using LCM (Kerk et al., 2003; Casson et al., 2008) followed by transcriptional analysis. The cortex-specific promoter was used to drive the expression of GmRPL18 in soybean hairy roots. To capture events occurring in the cortex during the early stages of infection and initial cortical cell divisions, we inoculated plants and performed a time-course collection of root samples at 72- and 96-hour post inoculation (hpi) followed by TRAP-seq. Immunoblot analysis indicated that an adequate amount of protein was present for immunoprecipitation (Figure 1C). Taken together, time-course cortex-specific TRAP-seq was established for studying of early nodule development in soybean. Overall design: Examination of 2 different time point (72hpi and 96hpi) samples with or without B.Japonicum treatment using translating ribosome affinity purification (TRAP) followed by RNA sequencing technology"
479,Molecular design breeding of early maturity and salt stress tolerance in soybean
480,"To explore the molecular mechanisms of resistance in the soybean to anthracnosea, a transcriptomic analysis of pods from two soybean lines, Zhechun No. 3 and ZC-2, in response to Colletotrichum truncatum infection was conducted."
481,normal RNA-Seq of soybean seeds
482,"Low-phytate (LP) crops may improve the mineral bioavailability in monogastric animals, which will serve to decrease phosphate pollution. Recently, we reported a newly developed LP soybean line with normal emergence, growth, and yield when compared to the Natto-kotsubu (Natto) cultivar as well as lower phytic acid content than the CX1834 line. However, the mechanism underlying the reduced levels of phytic acid (InsP6) in this LP line requires further elucidation. In this study, an intron retention (IR) event was detected in inositol-1,3,4 trisphosphate 5/6-kinase 3 (GmITPK3) in Natto, normal-phytate (NP) and LP leaves. The abundance of each IR transcripts (IRTs) was changed during seeds development may maintain the phytic acid level in Natto cultivar, however, the abundant of IRTs produced in LP line may perturb the phosphorylation of InsP4 to InsP5 and/or create a negative feedback effect on InsP4 and InsP3 synthesis, leading to reduced phytic acid levels in the LP line during seed development. Hence, the GmITPK3 mutant might involve the decrease the level of phytic acid in seeds without harming the plants, thus representing a new strategy for LP crop development."
483,"In this study, high resolution mapping reduced the QDRL interval to 3.1 cM, and RNA-seq analysis of near-isogenic lines (NILs) varying at QDRL-18 pinpointed a single gene of interest which was downregulated in inoculated NILs carrying the resistant allele compared to inoculated NILs with the susceptible allele at all time points. This gene of interest putatively encodes a serine threonine kinase (STK) related to the AtCR4 family, and may be acting as a susceptibility factor, based on the specific increase of jasmonic acid concentration in inoculated NILs. This work facilitates further functional analyses and marker-assisted breeding efforts by prioritizing candidate genes and narrowing the targeted region for introgression."
484,Transcriptome analysis of root tip tissue of wild-type and overexpressed soybean under different aluminum treatments.
485,Transcriptome analysis reveals complex regulatory mechanism of soybean nodules in response to iron deficiency
486,normal RNA-Seq of Glycine max (Linn.) Merr.
487,Transcriptome data of two soybean varieties under Mepiquat Chloride stress
488,Dual RNA sequencing analysis of Bacillus amyloliquefacie and Sclerotinia sclerotiorum during Sclerotinia sclerotiorum Infecting soybean seedlings unveils Antagonistic Interactions
489,Glycine max treate with water or GZM to test the change of transcriptome
490,"Application and/or natural Silicates (Si) is considered valuable fact for plant growth and development in both mono- and di-cotyledons, however its effect and interaction with diverse of genes on root development and nodule formation in soybean is poorly understood. Moreover, as nodulation in legumes, requires the temporal and spatial regulation of genes and gene networks as well. A total mRNA profiling approach using RNA-seq to target the specific soybean (Glycine max) from root tissues could reveal a large number of novel genes involved in root development and nodule formation in soybean."
491,Transgenic GmFT3a soybean
492,soybean aluminum stress
493,15% PEG-6000 simulated drought treatment
