biosample,acc,assay_type,center_name,consent,experiment,sample_name,instrument,librarylayout,libraryselection,librarysource,platform,sample_acc,organism,sra_study,releasedate,bioproject,mbytes,loaddate,avgspotlen,mbases,insertsize,library_name,biosamplemodel_sam,collection_date_sam,geo_loc_name_country_calc,geo_loc_name_country_continent_calc,geo_loc_name_sam,ena_first_public_run,ena_last_update_run,sample_name_sam,datastore_filetype,datastore_provider,datastore_region,run_file_version,random,bases,bytes,run_file_create_date,age_sam,treatment_sam_ss_dpl55,primary_search,cultivar_sam,dev_stage_sam,ecotype_sam,isolate_sam_ss_dpl100,tissue_sam_ss_dpl145,disease_sam,population_sam_s_dpl40,geo_accession_exp,source_name_sam,developmental_stage_sam,assemblyname,accession_sam,biological_replicate_sam,collected_by_sam,collection_location_sam,graft_combination_sam,growth_protocol_sam_s_dpl216,genotype_sam_ss_dpl92,id_column_sam,biomaterial_provider_sam,photoperiod_sam,sample_time_sam,treatment_time_point_sam_s_dpl419,replicate_sam_ss_dpl121,nominal_length_run,run_id_run,biome_sam,env_package_sam,estimated_size_sam,feature_sam,investigation_type_sam,isol_growth_condt_sam,lat_lon_sam_s_dpl34,material_sam,num_replicons_sam,ploidy_sam,project_name_sam,propagation_sam,ref_biomaterial_sam,strain_sam_ss_dpl139,dangling_references_run,hours_after_treatment_sam,development_stage_sam,fasta_file_run,phenotype_sam,seed_harvest_year_sam,specimen_voucher_sam,host_sam,isolation_source_sam,compartment_sam,sex_calc,breed_sam,sample_type_sam_ss_dpl131,condition_sam_ss_dpl69,transgenic_line_sam_s_dpl414,genetic_background_sam,cell_type_sam_ss_dpl37,line_sam_s_dpl22,sample_group_sam_s_dpl128,time_point_sam,culture_collection_sam_ss_dpl468,sample_sam,location_sam,develomental_stage_sam,cell_line_sam,tmp_sam,seed_length_sam,read_name_barcode_proc_directive_run,growth_condition_sam,file_name_sam,library_id_sam,label_sam,stage_sam,disease_stage_sam_s_dpl172,seed_compartments_tissue_sam,temp_sam,generation_sam_s_dpl91,transgenic_status_sam,preservation_sam,seed_region_sam,seed_weight_sam,trait_sam,treatment_stage_sam,time_after_imbibition_sam,tissue_type_sam_s_dpl410,infection_time_sam,plant_phenotype_sam,time_sam,hours_post_inoculation_sam_s_dpl245,identity_sam,bioproject_id_sam,sample_title_sam,sampling_time_point_sam_s_dpl522,transgene_sam,height_or_length_sam,id_sam,growth_stage_sam,treatment_time_sam,distinctive_attribute_sam,phosphorus_conccentration_sam,age_at_rna_extraction_sam,timepoint_sam_ss_dpl17,genotype_variation_sam,sample_id_sam,tissue_source_sam,experimental_factor__7_1_exp,broker_name_sam,common_name_sam,ena_first_public_sam_dt_dpl178,ena_last_update_sam_ss_dpl537,external_id_sam,insdc_center_alias_sam,insdc_center_name_sam,insdc_first_public_sam,insdc_last_update_sam,insdc_status_sam,metabolic_process_sam,organism_part_sam,submitter_id_sam,agent_sam,block_sam,sample_summary_sam,purification_sam,gene_insert_sam,strain_ecotype_sam,tissue_and_developemental_stage_sam,technique_sam,day_moved_sam,ion_stress_sam,vigs_sam,infection_sam,fungal_isolate_sam,_48_h_inoculation_sam,sampling_time__h__sam,reference_annotation_used_for_mapping_sam,root_zone_sam,days_after_treatment_sam,dehydration_sam,glyceollins_elicitation_sam,medium_ph_sam,replication_sam_s_dpl43,cummulative_precipitation_at_sampling_sam,sampling_date_sam,temperature_at_sampling_sam,seed_field_emergence_sam,time_of_seed_harvest_sam,pi_email_run,pi_name_run,pi_orcid_run,pi_organization_run,subregion_sam,total_rna_input_amount_sam,identifier_seq_id_sam,truseq_index_500_sam,truseq_index_700_sam,well_position_sam,inoculation_sam,cultivar_line_sam,tissue_1_sam,tissue_2_sam,cultivar_genotype_sam,library_type_sam_s_dpl277,mutant_sam,tissue_developmental_stage_sam,experimental_factor__cultivar_exp,experimental_factor__growth_condition_exp,experimental_factor__time_exp,ena_first_public_sam,ena_last_update_sam,scientific_name_sam,dawei_sam,md5sum_sam,ozone_level_sam,replicates_sam_s_dpl124,experimental_factor__phenotype_exp,infect_sam,body_site_sam,specific_host_sam,cultivars_sam,pigmentation_sam,design_description_sam,filetype_sam,instrument_model_sam,library_layout_sam,library_selection_sam,library_source_sam,library_strategy_sam,platform_sam,title_sam,graft_scion_sam,graft_stock_sam,manganese_concentration_sam,tem_sam,fusarium_virguliforme_strain_sam,soybean_cultivar_sam,tissue_age_sam_s_dpl615,experimental_factor__6_0_exp,tag_sam,filename2_sam,filename_sam,reference_annotation_sam,inoculation_treatment_sam,mg_concentration_sam,cultivar_id_sam,cultivar_type_sam,innoculation_sam,experimental_factor__1_8_exp,tissue_3_sam,tissue_4_sam,description_sam,individual_sam,env_broad_scale_sam,env_local_scale_sam,env_medium_sam,quality_book_char_run,quality_scoring_system_run,accession_ecotype_sam,tissue_and_developmental_stage_sam,experimental_factor__1_4_exp,concentration_sam,cultivation_pattren_sam,er_gfp_sam,subsrc_note_sam_s_dpl392,authors_sam,env_biome_sam
SAMN07202260,SRR5655629,RNA-Seq,GEO,public,SRX2892218,GSM2651572,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS2259978,Glycine max,SRP108748,2017-06-09,PRJNA389558,1778.0,,126.0,5370.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.595440478852995,5370356250.0,1864733324.0,2017-06-08T10:51:00.000Z,,,"['389558', '7202260', 'GSE99758', 'GSM2651572', 'GSM2651572_r1', 'PRJNA389558', 'SAMN07202260', 'SRP108748', 'SRR5655629', 'SRS2259978', 'SRX2892218']",Blackhawk,,,,leaves,,,GSM2651572,leaves,V2 (18 days old),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN07202261,SRR5655628,RNA-Seq,GEO,public,SRX2892217,GSM2651571,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS2259977,Glycine max,SRP108748,2017-06-09,PRJNA389558,1322.0,,126.0,3977.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.0489973052179048,3977958726.0,1386355964.0,2017-06-08T10:43:00.000Z,,,"['389558', '7202261', 'GSE99758', 'GSM2651571', 'GSM2651571_r1', 'PRJNA389558', 'SAMN07202261', 'SRP108748', 'SRR5655628', 'SRS2259977', 'SRX2892217']",century,,,,leaves,,,GSM2651571,leaves,V2 (18 days old),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN07202262,SRR5655627,RNA-Seq,GEO,public,SRX2892216,GSM2651570,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS2259976,Glycine max,SRP108748,2017-06-09,PRJNA389558,1198.0,,126.0,3590.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.770928279224029,3590316324.0,1257237513.0,2017-06-08T10:45:00.000Z,,,"['389558', '7202262', 'GSE99758', 'GSM2651570', 'GSM2651570_r1', 'PRJNA389558', 'SAMN07202262', 'SRP108748', 'SRR5655627', 'SRS2259976', 'SRX2892216']",Beeson,,,,leaves,,,GSM2651570,leaves,V2 (18 days old),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN07202263,SRR5655595,RNA-Seq,GEO,public,SRX2892184,GSM2651538,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS2259944,Glycine max,SRP108748,2017-06-09,PRJNA389558,3169.0,,252.0,9411.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.754074726346754,9411854004.0,3323537141.0,2017-06-08T10:57:00.000Z,,,"['389558', '7202263', 'GSE99758', 'GSM2651538', 'GSM2651538_r1', 'PRJNA389558', 'SAMN07202263', 'SRP108748', 'SRR5655595', 'SRS2259944', 'SRX2892184']",LG98-1605,,,,leaves,,,GSM2651538,leaves,V2 (18 days old),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN07202264,SRR5655591,RNA-Seq,GEO,public,SRX2892180,GSM2651534,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS2259940,Glycine max,SRP108748,2017-06-09,PRJNA389558,4726.0,,252.0,14254.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.0003116809837968,14254680132.0,4955958778.0,2017-06-08T11:29:00.000Z,,,"['389558', '7202264', 'GSE99758', 'GSM2651534', 'GSM2651534_r1', 'PRJNA389558', 'SAMN07202264', 'SRP108748', 'SRR5655591', 'SRS2259940', 'SRX2892180']",LG92-1255,,,,leaves,,,GSM2651534,leaves,V2 (18 days old),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN07202265,SRR5655590,RNA-Seq,GEO,public,SRX2892179,GSM2651533,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS2259939,Glycine max,SRP108748,2017-06-09,PRJNA389558,4645.0,,252.0,13729.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.991565222721498,13729755060.0,4871345964.0,2017-06-08T11:06:00.000Z,,,"['389558', '7202265', 'GSE99758', 'GSM2651533', 'GSM2651533_r1', 'PRJNA389558', 'SAMN07202265', 'SRP108748', 'SRR5655590', 'SRS2259939', 'SRX2892179']",LG90-2550,,,,leaves,,,GSM2651533,leaves,V2 (18 days old),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN07202266,SRR5655589,RNA-Seq,GEO,public,SRX2892178,GSM2651532,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS2259938,Glycine max,SRP108748,2017-06-09,PRJNA389558,4075.0,,252.0,12346.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.0045418344696481,12346109748.0,4273321357.0,2017-06-08T11:08:00.000Z,,,"['389558', '7202266', 'GSE99758', 'GSM2651532', 'GSM2651532_r1', 'PRJNA389558', 'SAMN07202266', 'SRP108748', 'SRR5655589', 'SRS2259938', 'SRX2892178']",LG05-4832,,,,leaves,,,GSM2651532,leaves,V2 (18 days old),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN07202267,SRR5655588,RNA-Seq,GEO,public,SRX2892177,GSM2651531,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS2259937,Glycine max,SRP108748,2017-06-09,PRJNA389558,4430.0,,252.0,13260.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.910770121731255,13260794904.0,4645386530.0,2017-06-08T11:26:00.000Z,,,"['389558', '7202267', 'GSE99758', 'GSM2651531', 'GSM2651531_r1', 'PRJNA389558', 'SAMN07202267', 'SRP108748', 'SRR5655588', 'SRS2259937', 'SRX2892177']",LG05-4464,,,,leaves,,,GSM2651531,leaves,V2 (18 days old),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN07202268,SRR5655587,RNA-Seq,GEO,public,SRX2892176,GSM2651530,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS2259936,Glycine max,SRP108748,2017-06-09,PRJNA389558,3470.0,,252.0,10374.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.941255785770897,10374790860.0,3638675660.0,2017-06-08T11:04:00.000Z,,,"['389558', '7202268', 'GSE99758', 'GSM2651530', 'GSM2651530_r1', 'PRJNA389558', 'SAMN07202268', 'SRP108748', 'SRR5655587', 'SRS2259936', 'SRX2892176']",LG05-4317,,,,leaves,,,GSM2651530,leaves,V2 (18 days old),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN07202269,SRR5655586,RNA-Seq,GEO,public,SRX2892175,GSM2651529,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS2259935,Glycine max,SRP108748,2017-06-09,PRJNA389558,4409.0,,252.0,13141.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.811572906769746,13141691388.0,4623515898.0,2017-06-08T11:19:00.000Z,,,"['389558', '7202269', 'GSE99758', 'GSM2651529', 'GSM2651529_r1', 'PRJNA389558', 'SAMN07202269', 'SRP108748', 'SRR5655586', 'SRS2259935', 'SRX2892175']",LG05-4292,,,,leaves,,,GSM2651529,leaves,V2 (18 days old),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN07202270,SRR5655585,RNA-Seq,GEO,public,SRX2892174,GSM2651528,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS2259934,Glycine max,SRP108748,2017-06-09,PRJNA389558,4832.0,,252.0,14266.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.744153810577055,14266795284.0,5067201026.0,2017-06-08T11:48:00.000Z,,,"['389558', '7202270', 'GSE99758', 'GSM2651528', 'GSM2651528_r1', 'PRJNA389558', 'SAMN07202270', 'SRP108748', 'SRR5655585', 'SRS2259934', 'SRX2892174']",LG04-4717,,,,leaves,,,GSM2651528,leaves,V2 (18 days old),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN07202271,SRR5655584,RNA-Seq,GEO,public,SRX2892173,GSM2651527,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS2259933,Glycine max,SRP108748,2017-06-09,PRJNA389558,4281.0,,252.0,12826.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.562788700931885,12826181844.0,4489667223.0,2017-06-08T11:13:00.000Z,,,"['389558', '7202271', 'GSE99758', 'GSM2651527', 'GSM2651527_r1', 'PRJNA389558', 'SAMN07202271', 'SRP108748', 'SRR5655584', 'SRS2259933', 'SRX2892173']",LG03-3191,,,,leaves,,,GSM2651527,leaves,V2 (18 days old),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN07202272,SRR5655583,RNA-Seq,GEO,public,SRX2892172,GSM2651526,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS2259932,Glycine max,SRP108748,2017-06-09,PRJNA389558,3716.0,,252.0,11168.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.905311376376138,11168527608.0,3897501735.0,2017-06-08T11:01:00.000Z,,,"['389558', '7202272', 'GSE99758', 'GSM2651526', 'GSM2651526_r1', 'PRJNA389558', 'SAMN07202272', 'SRP108748', 'SRR5655583', 'SRS2259932', 'SRX2892172']",LG03-2979,,,,leaves,,,GSM2651526,leaves,V2 (18 days old),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN07202273,SRR5655582,RNA-Seq,GEO,public,SRX2892171,GSM2651525,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS2259931,Glycine max,SRP108748,2017-06-09,PRJNA389558,4495.0,,252.0,13544.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.292627786120888,13544853336.0,4713870736.0,2017-06-08T11:29:00.000Z,,,"['389558', '7202273', 'GSE99758', 'GSM2651525', 'GSM2651525_r1', 'PRJNA389558', 'SAMN07202273', 'SRP108748', 'SRR5655582', 'SRS2259931', 'SRX2892171']",U03-100612,,,,leaves,,,GSM2651525,leaves,V2 (18 days old),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN07202274,SRR5655581,RNA-Seq,GEO,public,SRX2892170,GSM2651524,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS2259930,Glycine max,SRP108748,2017-06-09,PRJNA389558,4465.0,,252.0,13315.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.0806411285154435,13315382640.0,4682246245.0,2017-06-08T11:37:00.000Z,,,"['389558', '7202274', 'GSE99758', 'GSM2651524', 'GSM2651524_r1', 'PRJNA389558', 'SAMN07202274', 'SRP108748', 'SRR5655581', 'SRS2259930', 'SRX2892170']",Skylla,,,,leaves,,,GSM2651524,leaves,V2 (18 days old),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN07202275,SRR5655580,RNA-Seq,GEO,public,SRX2892169,GSM2651523,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS2259929,Glycine max,SRP108748,2017-06-09,PRJNA389558,4740.0,,252.0,13678.0,,,,,,,,,,,"[fastq, run.zq]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",,0.246072428325114,13678662564.0,4971207730.0,,,,"['389558', '7202275', 'GSE99758', 'GSM2651523', 'GSM2651523_r1', 'PRJNA389558', 'SAMN07202275', 'SRP108748', 'SRR5655580', 'SRS2259929', 'SRX2892169']",NE3001,,,,leaves,,,GSM2651523,leaves,V2 (18 days old),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN07202276,SRR5655579,RNA-Seq,GEO,public,SRX2892168,GSM2651522,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS2259928,Glycine max,SRP108748,2017-06-09,PRJNA389558,4541.0,,252.0,13603.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.71979909542083,13603182264.0,4762206794.0,2017-06-08T12:25:00.000Z,,,"['389558', '7202276', 'GSE99758', 'GSM2651522', 'GSM2651522_r1', 'PRJNA389558', 'SAMN07202276', 'SRP108748', 'SRR5655579', 'SRS2259928', 'SRX2892168']",S06-13640,,,,leaves,,,GSM2651522,leaves,V2 (18 days old),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN07202277,SRR5655578,RNA-Seq,GEO,public,SRX2892167,GSM2651521,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS2259927,Glycine max,SRP108748,2017-06-09,PRJNA389558,3892.0,,252.0,11612.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.677656477981664,11612794032.0,4081218783.0,2017-06-08T12:25:00.000Z,,,"['389558', '7202277', 'GSE99758', 'GSM2651521', 'GSM2651521_r1', 'PRJNA389558', 'SAMN07202277', 'SRP108748', 'SRR5655578', 'SRS2259927', 'SRX2892167']",Maverick,,,,leaves,,,GSM2651521,leaves,V2 (18 days old),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMN07202278,SRR5655577,RNA-Seq,GEO,public,SRX2892166,GSM2651520,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS2259926,Glycine max,SRP108748,2017-06-09,PRJNA389558,4414.0,,252.0,13200.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.654260944150982,13200688116.0,4628492907.0,2017-06-08T11:31:00.000Z,,,"['389558', '7202278', 'GSE99758', 'GSM2651520', 'GSM2651520_r1', 'PRJNA389558', 'SAMN07202278', 'SRP108748', 'SRR5655577', 'SRS2259926', 'SRX2892166']",Magellan,,,,leaves,,,GSM2651520,leaves,V2 (18 days old),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
