biosample,attr
SAMN32153907,"{'title': 'Varieties of 498', 'Identifiers': {'BioSample': 'SAMN32153907', 'Sample name': 'JL293', 'SRA': 'SRS16279881'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not determined', 'cultivar': 'soybean', 'ecotype': 'not determined', 'age': 'not determined', 'tissue': 'seed'}, 'Accession': 'SAMN32153907', 'ID': '32153907'}"
SAMN09716093,"{'title': 'YH14_6F3', 'Identifiers': {'BioSample': 'SAMN09716093', 'SRA': 'SRS3595673', 'GEO': 'GSM3306344'}, 'Organism': 'Glycine max', 'Attributes': {'tissue': 'The whole shoot above cotelydon', 'photoperiod': 'SD', 'genotype': '4'}, 'Accession': 'SAMN09716093', 'ID': '9716093'}"
SAMN06830782,"{'title': 'seeds harvested at stage 7.1', 'Identifiers': {'BioSample': 'SAMN06830782', 'SRA': 'SRS2149098', 'GEO': 'GSM2589116'}, 'Organism': 'Glycine max', 'Attributes': {'treatment': 'fresh'}, 'Accession': 'SAMN06830782', 'ID': '6830782'}"
SAMN23131657,"{'title': 'Clark Leaf tissue; BPMV-VIGS with empty vector; Rep2-Bucket1', 'Identifiers': {'BioSample': 'SAMN23131657', 'Sample name': 'AGgroup_2D5C_Leaf_Rep2_Bucket1', 'SRA': 'SRS11064736'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Clark', 'accession': 'PI 548533', 'age': '12 days after BPMV-VIGS inoculation', 'tissue': '1st trifoliolate leaflets', 'collection_location': 'Ames, IA', 'treatment': 'AG gene group; empty vector', 'biological_replicate': 'Rep 2 of 4'}, 'Accession': 'SAMN23131657', 'ID': '23131657'}"
SAMN04932637,"{'title': 'FN0175501', 'Identifiers': {'BioSample': 'SAMN04932637', 'Sample name': 'G_Leaf', 'SRA': 'SRS1421978'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Soybean nap1 mutant (FN0175501)', 'tissue': 'Leaf'}, 'Accession': 'SAMN04932637', 'ID': '4932637'}"
SAMN09716196,"{'title': 'YH12_2G7', 'Identifiers': {'BioSample': 'SAMN09716196', 'SRA': 'SRS3595623', 'GEO': 'GSM3306294'}, 'Organism': 'Glycine max', 'Attributes': {'tissue': 'The whole shoot above cotelydon', 'photoperiod': 'SD', 'genotype': '2'}, 'Accession': 'SAMN09716196', 'ID': '9716196'}"
SAMN03003437,"{'title': 'Glycine max Williams 82', 'Identifiers': {'BioSample': 'SAMN03003437', 'Sample name': '1031106', 'SRA': 'SRS710993'}, 'Organism': 'Glycine max', 'Attributes': {'strain': 'Williams 82', 'ploidy': 'missing', 'propagation': 'missing'}, 'Accession': 'SAMN03003437', 'ID': '3003437'}"
SAMN09513437,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN09513437', 'Sample name': 'SL209483', 'SRA': 'SRS3480819'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'P. sojae 1.S.1.1', 'cultivar': '12056', 'ecotype': 'Conrad x Sloan', 'age': '24 hai', 'tissue': 'inoculation site: ~2 cm below the crown', 'population': 'F9:11 Recombinant inbred line', 'treatment': 'Mock'}, 'Accession': 'SAMN09513437', 'ID': '9513437'}"
SAMN29132399,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN29132399', 'Sample name': 'F7D-3', 'SRA': 'SRS13500574'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Zhonghuang 13', 'age': 'trefoil period', 'tissue': 'rot', 'replicate': 'replicate = biological replicate 18'}, 'Accession': 'SAMN29132399', 'ID': '29132399'}"
SAMN06314797,"{'title': 'Gene expression profiling of Glycine max William 82 - GmLowT-f', 'Identifiers': {'BioSample': 'SAMN06314797', 'SRA': 'SRS2158309', 'DOE Joint Genome Institute': 'Gp0176953'}, 'Organism': 'Glycine max', 'Attributes': {'ploidy': 'missing', 'propagation': 'missing', 'cultivar': 'Williams 82', 'host': 'not applicable'}, 'Accession': 'SAMN06314797', 'ID': '6314797'}"
SAMN15648503,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN15648503', 'Sample name': 'd5-9', 'SRA': 'SRS7092726'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not applicable', 'cultivar': 'P503', 'ecotype': 'YHSBLP', 'age': 'not applicable', 'tissue': 'seed'}, 'Accession': 'SAMN15648503', 'ID': '15648503'}"
SAMN12600379,"{'title': 'W82_Root_12dpi_Rep1_RNAseq', 'Identifiers': {'BioSample': 'SAMN12600379', 'SRA': 'SRS5285814', 'GEO': 'GSM4038723'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Williams 82', 'tissue': 'Root', 'age': '15 days'}, 'Accession': 'SAMN12600379', 'ID': '12600379'}"
SAMN32989763,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN32989763', 'Sample name': 'RD-3', 'SRA': 'SRS16650725'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'Soybean roots under 20% (W/V) PEG 6000 treatment for repeat again.', 'cultivar': 'Heike68', 'ecotype': 'soybean', 'age': 'One year.', 'tissue': 'Roots'}, 'Accession': 'SAMN32989763', 'ID': '32989763'}"
SAMN11849880,"{'title': 'Clark -Fe Stress T1 Leaf', 'Identifiers': {'BioSample': 'SAMN11849880', 'Sample name': 'Clark_FeT1_Leaf', 'SRA': 'SRS4815017'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'PI548533', 'tissue': 'Leaf', 'treatment': '24 hours -Fe'}, 'Accession': 'SAMN11849880', 'ID': '11849880'}"
SAMN09987958,"{'title': 'HP_L1', 'Identifiers': {'BioSample': 'SAMN09987958', 'Sample name': 'Gly_HP_leave1', 'SRA': 'SRS3750048'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'leaves', 'cultivar': 'Williams 82', 'ecotype': 'Williams 82', 'age': '22-day-old', 'tissue': 'leaves', 'treatment': 'control', 'replicate': 'Biological replicate 1'}, 'Accession': 'SAMN09987958', 'ID': '9987958'}"
SAMN15648491,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN15648491', 'Sample name': 'd7-2', 'SRA': 'SRS7092993'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not applicable', 'cultivar': 'P490', 'ecotype': 'YHSBLP', 'age': 'not applicable', 'tissue': 'seed'}, 'Accession': 'SAMN15648491', 'ID': '15648491'}"
SAMD00276072,"{'title': 'Leaf sample of soybean cultivated in Plot-9, collected on 2018-07-04', 'Identifiers': {'BioSample': 'SAMD00276072', 'SRA': 'DRS277221'}, 'Organism': 'Glycine max', 'Attributes': {'biological_replicate': 'no hairy vetch application, biological replicate 5'}, 'Accession': 'SAMD00276072', 'ID': '32887187'}"
SAMN23131684,"{'title': 'Clark Root tissue; BPMV-VIGS with bHLH38+GLU1 target; Rep3-Bucket2', 'Identifiers': {'BioSample': 'SAMN23131684', 'Sample name': 'HGgroup_HG_Root_Rep3_Bucket2', 'SRA': 'SRS11064711'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Clark', 'accession': 'PI 548533', 'age': '12 days after BPMV-VIGS inoculation', 'tissue': 'whole root', 'collection_location': 'Ames, IA', 'treatment': 'HG gene group; bHLH38+GLU1 target', 'biological_replicate': 'Rep 3 of 4'}, 'Accession': 'SAMN23131684', 'ID': '23131684'}"
SAMN05580232,"{'title': 'Depodding_Control3.1', 'Identifiers': {'BioSample': 'SAMN05580232', 'SRA': 'SRS1621582', 'GEO': 'GSM2282126'}, 'Organism': 'Glycine max', 'Attributes': {'line': 'Line Williams 82', 'timepoint': '54 days after planting', 'tissue': 'Leaf'}, 'Accession': 'SAMN05580232', 'ID': '5580232'}"
SAMN13746675,"{'title': 'E-Fi-3', 'Identifiers': {'BioSample': 'SAMN13746675', 'SRA': 'SRS5952770', 'GEO': 'GSM4254019'}, 'Organism': 'Glycine max', 'Attributes': {'tissue': 'filament', 'cultivar': 'Williams 82'}, 'Accession': 'SAMN13746675', 'ID': '13746675'}"
SAMN21216013,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN21216013', 'Sample name': 'Mandarin+FeL', 'SRA': 'SRS10014462'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'Not applicable', 'cultivar': 'PI 548379', 'ecotype': 'Not applicable', 'age': '23 days', 'tissue': '4th Trifoliate', 'treatment': 'Soybean cultivar PI 548379 grown in non-stress conditions'}, 'Accession': 'SAMN21216013', 'ID': '21216013'}"
SAMN30839554,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN30839554', 'Sample name': '19', 'SRA': 'SRS15105618'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'CMES1080', 'cultivar': 'IPRO8372', 'age': '120 hpi', 'tissue': 'Hypocotyl'}, 'Accession': 'SAMN30839554', 'ID': '30839554'}"
SAMN39615962,"{'title': 'Williams82-1SC', 'Identifiers': {'BioSample': 'SAMN39615962', 'Sample name': 'TY7-C1', 'SRA': 'SRS20438193'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'missing', 'cultivar': 'Williams82-1SC', 'ecotype': 'cultviar', 'age': 'missing', 'tissue': 'seed coat'}, 'Accession': 'SAMN39615962', 'ID': '39615962'}"
SAMN09240720,"{'title': 'RNA-seq of soybean seedlings inoculated with Gluconacetobacter diazotrophicus _biological replicate 1', 'Identifiers': {'BioSample': 'SAMN09240720', 'Sample name': 'MBNF 9', 'SRA': 'SRS3368642'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'Gluconacetobacter diazotrophicus', 'cultivar': 'SL-1028', 'age': 'Seedling stage', 'tissue': 'ROOT', 'genotype': 'SL-1028', 'treatment': 'Gluconacetobacter diazotrophicus inoculation', 'Replicate': '1'}, 'Accession': 'SAMN09240720', 'ID': '9240720'}"
SAMN37422330,"{'title': 'Mock_HighCO2', 'Identifiers': {'BioSample': 'SAMN37422330', 'Sample name': 'Mock_HighCO2', 'SRA': 'SRS18898289'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'Missing', 'cultivar': 'Williams 82', 'ecotype': 'Missing', 'age': '14 days', 'tissue': 'Leaf'}, 'Accession': 'SAMN37422330', 'ID': '37422330'}"
SAMN31170769,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN31170769', 'Sample name': 'BAI1B1B-1', 'SRA': 'SRS15333551'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not collected', 'cultivar': 'not collected', 'ecotype': 'not collected', 'age': 'not collected', 'tissue': 'Flower bud', 'treatment': '1'}, 'Accession': 'SAMN31170769', 'ID': '31170769'}"
SAMN38636162,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN38636162', 'Sample name': 'R5_Z_AS+MT_10 d_2', 'SRA': 'SRS19792402'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not collected', 'cultivar': 'Zhonghuang 26', 'ecotype': 'not collected', 'tissue': 'leaves', 'replicate': 'replicate = biological replicate 67'}, 'Accession': 'SAMN38636162', 'ID': '38636162'}"
SAMN40001329,"{'title': 'L1C_3', 'Identifiers': {'BioSample': 'SAMN40001329', 'Sample name': 'L1C_3', 'SRA': 'SRS20640462'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'missing', 'cultivar': 'Glycine max', 'ecotype': 'missing', 'age': 'missing', 'tissue': 'seed', 'treatment': 'no', 'replicate': 'replicate = biological replication 3'}, 'Accession': 'SAMN40001329', 'ID': '40001329'}"
SAMN30727779,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN30727779', 'Sample name': 'W_Dc_8h_3', 'SRA': 'SRS15044073'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not applicable', 'cultivar': 'Williams', 'ecotype': 'not applicable', 'age': 'not applicable', 'tissue': 'stem', 'sample': '12'}, 'Accession': 'SAMN30727779', 'ID': '30727779'}"
SAMN09715778,"{'title': 'YH30_1H5', 'Identifiers': {'BioSample': 'SAMN09715778', 'SRA': 'SRS3596028', 'GEO': 'GSM3306700'}, 'Organism': 'Glycine max', 'Attributes': {'tissue': 'The whole shoot above cotelydon', 'photoperiod': 'LD', 'genotype': '2'}, 'Accession': 'SAMN09715778', 'ID': '9715778'}"
SAMN05755961,"{'title': 'NMS4-44-329 rep 4 Clayton', 'Identifiers': {'BioSample': 'SAMN05755961', 'SRA': 'SRS1683485', 'GEO': 'GSM2306790'}, 'Organism': 'Glycine max', 'Attributes': {'genotype': 'Parent with G soja in pedigree', 'tissue': 'leaf', 'location': 'Clayton'}, 'Accession': 'SAMN05755961', 'ID': '5755961'}"
SAMN09716133,"{'title': 'YH12_8E5', 'Identifiers': {'BioSample': 'SAMN09716133', 'SRA': 'SRS3595635', 'GEO': 'GSM3306306'}, 'Organism': 'Glycine max', 'Attributes': {'tissue': 'The whole shoot above cotelydon', 'photoperiod': 'Sh', 'genotype': '4'}, 'Accession': 'SAMN09716133', 'ID': '9716133'}"
SAMN09715768,"{'title': 'YH30_5F7', 'Identifiers': {'BioSample': 'SAMN09715768', 'SRA': 'SRS3596040', 'GEO': 'GSM3306710'}, 'Organism': 'Glycine max', 'Attributes': {'tissue': 'The whole shoot above cotelydon', 'photoperiod': 'SD', 'genotype': '1'}, 'Accession': 'SAMN09715768', 'ID': '9715768'}"
SAMN31018535,"{'title': 'Overexpress miR408 bio-repeat 3', 'Identifiers': {'BioSample': 'SAMN31018535', 'Sample name': 'OE4-3', 'SRA': 'SRS15237639'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'William87', 'tissue': 'root'}, 'Accession': 'SAMN31018535', 'ID': '31018535'}"
SAMN41430323,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN41430323', 'Sample name': 'R80.120h.1', 'SRA': 'SRS21357191'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'R80_120h_1', 'ecotype': 'missing', 'tissue': 'seed'}, 'Accession': 'SAMN41430323', 'ID': '41430323'}"
SAMN09716229,"{'title': 'YH11_3F9', 'Identifiers': {'BioSample': 'SAMN09716229', 'SRA': 'SRS3595599', 'GEO': 'GSM3306271'}, 'Organism': 'Glycine max', 'Attributes': {'tissue': 'The whole shoot above cotelydon', 'photoperiod': 'LD', 'genotype': '2'}, 'Accession': 'SAMN09716229', 'ID': '9716229'}"
SAMN36630247,"{'title': 'Combined acidity+water deficit+low phosphate+salinity leaves replicate 3', 'Identifiers': {'BioSample': 'SAMN36630247', 'SRA': 'SRS18369464', 'GEO': 'GSM7653576'}, 'Organism': 'Glycine max', 'Attributes': {'tissue': 'leaves', 'genotype': 'Magellan', 'treatment': 'Acidity+water deficit+low phosphate+salinity'}, 'Accession': 'SAMN36630247', 'ID': '36630247'}"
SAMN32153709,"{'title': 'Varieties of 300', 'Identifiers': {'BioSample': 'SAMN32153709', 'Sample name': 'JL063', 'SRA': 'SRS16125993'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not determined', 'cultivar': 'soybean', 'ecotype': 'not determined', 'age': 'not determined', 'tissue': 'seed'}, 'Accession': 'SAMN32153709', 'ID': '32153709'}"
SAMN03083698,"{'title': 'Leaf_Stage8_rep1', 'Identifiers': {'BioSample': 'SAMN03083698', 'SRA': 'SRS712439', 'GEO': 'GSM1515834'}, 'Organism': 'Glycine max', 'Attributes': {'tissue': 'Leaf'}, 'Accession': 'SAMN03083698', 'ID': '3083698'}"
SAMN37703820,"{'title': 'Kefeng 1_mock_3 dpi_2', 'Identifiers': {'BioSample': 'SAMN37703820', 'Sample name': 'KFP_3d_2', 'SRA': 'SRS19083879'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not applicable', 'cultivar': 'Kefeng 1', 'ecotype': 'not applicable', 'age': 'Day 11 after sowing', 'tissue': 'leaf'}, 'Accession': 'SAMN37703820', 'ID': '37703820'}"
SAMN35548440,"{'title': 'Nik_pGWB2+H2O-4', 'Identifiers': {'BioSample': 'SAMN35548440', 'SRA': 'SRS17864664', 'GEO': 'GSM7438002'}, 'Organism': 'Glycine max', 'Attributes': {'tissue': 'Hairy roots', 'genotype': 'Overexpressed empty vetor', 'treatment': 'H2O'}, 'Accession': 'SAMN35548440', 'ID': '35548440'}"
SAMN29132388,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN29132388', 'Sample name': 'CK3D-1', 'SRA': 'SRS13500579'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Zhonghuang 13', 'age': 'trefoil period', 'tissue': 'rot', 'replicate': 'replicate = biological replicate 7'}, 'Accession': 'SAMN29132388', 'ID': '29132388'}"
SAMN32153848,"{'title': 'Varieties of 439', 'Identifiers': {'BioSample': 'SAMN32153848', 'Sample name': 'JL224', 'SRA': 'SRS16267360'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not determined', 'cultivar': 'soybean', 'ecotype': 'not determined', 'age': 'not determined', 'tissue': 'seed'}, 'Accession': 'SAMN32153848', 'ID': '32153848'}"
SAMN23766581,"{'title': 'OX17 Root3', 'Identifiers': {'BioSample': 'SAMN23766581', 'Sample name': 'HP-OX17-R3', 'SRA': 'SRS11254529'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'overexpression plant-3', 'cultivar': 'HN66', 'ecotype': 'China', 'age': '5 day', 'tissue': 'Root'}, 'Accession': 'SAMN23766581', 'ID': '23766581'}"
SAMN09715693,"{'title': 'YH31_5A1', 'Identifiers': {'BioSample': 'SAMN09715693', 'SRA': 'SRS3596055', 'GEO': 'GSM3306727'}, 'Organism': 'Glycine max', 'Attributes': {'tissue': 'The whole shoot above cotelydon', 'photoperiod': 'SD', 'genotype': '1'}, 'Accession': 'SAMN09715693', 'ID': '9715693'}"
SAMN08707415,"{'title': 'Zn sufficient root-rep2', 'Identifiers': {'BioSample': 'SAMN08707415', 'SRA': 'SRS3039944', 'GEO': 'GSM3039925'}, 'Organism': 'Glycine max', 'Attributes': {'strain': 'Williams 82', 'tissue': 'the whole root system', 'treatment': 'with zinc element in the nutrient solution'}, 'Accession': 'SAMN08707415', 'ID': '8707415'}"
SAMN07202265,"{'title': 'LG90-2550_RNA-seq', 'Identifiers': {'BioSample': 'SAMN07202265', 'SRA': 'SRS2259939', 'GEO': 'GSM2651533'}, 'Organism': 'Glycine max', 'Attributes': {'tissue': 'leaves', 'cultivar': 'LG90-2550'}, 'Accession': 'SAMN07202265', 'ID': '7202265'}"
SAMN09513495,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN09513495', 'Sample name': 'SL209548', 'SRA': 'SRS3480816'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'P. sojae 1.S.1.1', 'cultivar': '12259', 'ecotype': 'Conrad x Sloan', 'age': '24 hai', 'tissue': 'inoculation site: ~2 cm below the crown', 'population': 'F9:11 Recombinant inbred line', 'treatment': 'Mock'}, 'Accession': 'SAMN09513495', 'ID': '9513495'}"
SAMN41829210,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN41829210', 'Sample name': 'Soybean209', 'SRA': 'SRS21628162'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Dt974290', 'tissue': 'Stem'}, 'Accession': 'SAMN41829210', 'ID': '41829210'}"
SAMN18524028,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN18524028', 'Sample name': 'NS-2', 'SRA': 'SRS8597550'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'HN48', 'age': 'missing', 'tissue': 'Root', 'treatment': 'NS-2'}, 'Accession': 'SAMN18524028', 'ID': '18524028'}"
SAMN16483346,"{'title': 'LX-10peg-2', 'Identifiers': {'BioSample': 'SAMN16483346', 'Sample name': 'LX-10peg-2', 'SRA': 'SRS7570612'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not applicable', 'cultivar': 'not applicable', 'ecotype': 'not applicable', 'age': 'not applicable', 'tissue': 'leaf', 'tmp': 'LX-10peg-2'}, 'Accession': 'SAMN16483346', 'ID': '16483346'}"
SAMN07373153,"{'title': '1mlpa-Stage4-Rep2', 'Identifiers': {'BioSample': 'SAMN07373153', 'SRA': 'SRS2371546', 'GEO': 'GSM2712259'}, 'Organism': 'Glycine max', 'Attributes': {'genotype': 'mips1/MRP-L/MRP-N'}, 'Accession': 'SAMN07373153', 'ID': '7373153'}"
SAMN00750160,"{'title': 'Kns211_small RNAs', 'Identifiers': {'BioSample': 'SAMN00750160', 'Sample name': 'GSM825573', 'SRA': 'SRS269687'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Williams 82'}, 'Accession': 'SAMN00750160', 'ID': '750160'}"
SAMN22371163,"{'title': 'WT R5 field rep2', 'Identifiers': {'BioSample': 'SAMN22371163', 'SRA': 'SRS10623384', 'GEO': 'GSM5629919'}, 'Organism': 'Glycine max', 'Attributes': {'genotype': 'Thorne (WT)', 'timepoint': 'R5', 'tissue': 'seed'}, 'Accession': 'SAMN22371163', 'ID': '22371163'}"
SAMN38636111,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN38636111', 'Sample name': 'V3_Z_AS+MT_3 h_1', 'SRA': 'SRS19792346'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not collected', 'cultivar': 'Zhonghuang 13', 'ecotype': 'not collected', 'tissue': 'leaves', 'replicate': 'replicate = biological replicate 16'}, 'Accession': 'SAMN38636111', 'ID': '38636111'}"
SAMN10721176,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN10721176', 'Sample name': 'MN1806CN_treatment_SCNAphid_5d_R3', 'SRA': 'SRS4238936'}, 'Organism': 'Glycine max', 'Attributes': {'isolate': 'not applicable', 'cultivar': 'MN1806CN', 'ecotype': 'not applicable', 'age': '5 day post aphid infestation', 'tissue': 'Whole roots', 'treatment': 'Heterodera glycines'}, 'Accession': 'SAMN10721176', 'ID': '10721176'}"
SAMN04932640,"{'title': 'FN0171501', 'Identifiers': {'BioSample': 'SAMN04932640', 'Sample name': 'R_Leaf', 'SRA': 'SRS1421981'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Soybean high seed protein mutant (FN0171501)', 'tissue': 'Leaf'}, 'Accession': 'SAMN04932640', 'ID': '4932640'}"
SAMN12861902,"{'title': 'Plant sample from Glycine max', 'Identifiers': {'BioSample': 'SAMN12861902', 'Sample name': 'Soybean_submergence_and_drought', 'SRA': 'SRS5453538'}, 'Organism': 'Glycine max', 'Attributes': {'cultivar': 'Williams 82', 'tissue': 'leaves and roots'}, 'Accession': 'SAMN12861902', 'ID': '12861902'}"
