bioproject,stress,n,part,title,abstract,doi,pmid
PRJNA409499,control,1,unknown: 1,Glycine max Williams 82 Transcriptome - 091-F03 - 130AM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA409500,control,1,unknown: 1,Glycine max Williams 82 Transcriptome - 091-B09 - 730PM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA409501,control,1,unknown: 1,Glycine max Williams 82 Transcriptome - 091-B04 - 530PM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA409502,control,1,unknown: 1,Glycine max Williams 82 Transcriptome - 090-I06 - 330PM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA409503,control,1,unknown: 1,Glycine max Williams 82 Transcriptome - 091-D04 - 930PM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA409504,control,1,unknown: 1,Glycine max Williams 82 Transcriptome - 090-H06 - 130PM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA409505,control,1,unknown: 1,Glycine max Williams 82 Transcriptome - 091-C04 - 730PM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA409506,control,1,unknown: 1,Glycine max Williams 82 Transcriptome - 091-A08 - 530PM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA409507,control,1,unknown: 1,Glycine max Williams 82 Transcriptome - 091-E09 - 130AM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA409508,control,1,unknown: 1,Glycine max Williams 82 Transcriptome - 091-D06 - 1130PM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA409509,control,1,unknown: 1,Glycine max Williams 82 Transcriptome - 091-F04 - 130AM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA409510,control,1,unknown: 1,Glycine max Williams 82 Transcriptome - 091-C01 - 730PM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA409511,control,1,unknown: 1,Glycine max Williams 82 Transcriptome - 091-C08 - 930PM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA409512,control,1,unknown: 1,Glycine max Williams 82 Transcriptome - 091-B01 - 530PM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA409513,control,1,unknown: 1,Glycine max Williams 82 Transcriptome - 091-G04 - 330AM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA409515,control,1,unknown: 1,Glycine max Williams 82 Transcriptome - 091-B08 - 730PM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA409517,control,1,unknown: 1,Glycine max Williams 82 Transcriptome - 091-F01 - 130AM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA409518,control,1,unknown: 1,Glycine max Williams 82 Transcriptome - 091-D07 - 1130PM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA409520,control,1,unknown: 1,Glycine max Williams 82 Transcriptome - 090-I07 - 330PM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA409521,control,1,unknown: 1,Glycine max Williams 82 Transcriptome - 091-D05 - 930PM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA409522,control,1,unknown: 1,Glycine max Williams 82 Transcriptome - 090-H07 - 130PM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA409523,control,1,unknown: 1,Glycine max Williams 82 Transcriptome - 091-C05 - 730PM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA409527,control,1,unknown: 1,Glycine max Williams 82 Transcriptome - 091-F05 - 130AM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA409528,control,1,unknown: 1,Glycine max Williams 82 Transcriptome - 091-C02 - 730PM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA409529,control,1,unknown: 1,Glycine max Williams 82 Transcriptome - 090-H03 - 1130AM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA409530,control,1,unknown: 1,Glycine max Williams 82 Transcriptome - 091-B02 - 530PM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA409531,control,1,unknown: 1,Glycine max Williams 82 Transcriptome - 091-A03 - 330PM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA409532,control,1,unknown: 1,Glycine max Williams 82 Transcriptome - 091-D02 - 930PM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA410684,control,1,unknown: 1,Glycine max Williams 82 Transcriptome - 091-A04 - 330PM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA410685,control,1,unknown: 1,Glycine max Williams 82 Transcriptome - 090-E08 - 730AM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA410686,control,1,unknown: 1,Glycine max Williams 82 Transcriptome - 090-G01 - 930AM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA410687,control,1,unknown: 1,Glycine max Williams 82 Transcriptome - 090-G05 - 930AM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA410688,control,1,unknown: 1,Glycine max Williams 82 Transcriptome - 090-H02 - 1130AM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA410689,control,1,unknown: 1,Glycine max Williams 82 Transcriptome - 090-I02 - 130PM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA410690,control,1,unknown: 1,Glycine max Williams 82 Transcriptome - 091-F09 - 330AM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA410691,control,1,unknown: 1,Glycine max Williams 82 Transcriptome - 091-B05 - 530PM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA410692,control,1,unknown: 1,Glycine max Williams 82 Transcriptome - 090-E06 - 730AM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA410693,control,1,unknown: 1,Glycine max Williams 82 Transcriptome - 090-F06 - 930AM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA410694,control,1,unknown: 1,Glycine max Williams 82 Transcriptome - 091-G01 - 330AM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA411141,control,1,unknown: 1,Glycine max Williams 82 Transcriptome - 090-G03 - 930AM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA411142,control,1,unknown: 1,Glycine max Williams 82 Transcriptome - 090-E07 - 730AM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA411143,control,1,unknown: 1,Glycine max Williams 82 Transcriptome - 091-F02 - 130AM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA411144,control,1,unknown: 1,Glycine max Williams 82 Transcriptome - 091-D08 - 1130PM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA411145,control,1,unknown: 1,Glycine max Williams 82 Transcriptome - 090-F03 - 730AM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA411146,control,1,unknown: 1,Glycine max Williams 82 Transcriptome - 090-I08 - 330PM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA411147,control,1,unknown: 1,Glycine max Williams 82 Transcriptome - 090-G09 - 1130AM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA411148,control,1,unknown: 1,Glycine max Williams 82 Transcriptome - 090-H08 - 130PM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA411150,control,1,unknown: 1,Glycine max Williams 82 Transcriptome - 090-F07 - 930AM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA411151,control,1,unknown: 1,Glycine max Williams 82 Transcriptome - 090-I09 - 330PM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA411152,control,1,unknown: 1,Glycine max Williams 82 Transcriptome - 090-I03 - 130PM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA411153,control,1,unknown: 1,Glycine max Williams 82 Transcriptome - 090-F09 - 930AM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA666499,control,30,epicotyl: 6 | hypocotyl: 6 | leaf: 6 | root: 6 | shoot: 6,Soybean tissue-specific transcriptome,Soybean tissue-specific transcriptomes of Jack and williams82(within VC stage),,
PRJNA668549,control,8,leaf: 8,Soybean Transcriptome (clean reads),Discover SMV-resistance genes/networks in soybean based on transcriptome,,
PRJNA758180,control,1,hypocotyl: 1,Glycine max Raw sequence reads,Glycine max RNA-seq reads,,
PRJNA801060,control,18,seed: 18,Glycine max Raw sequence reads,normal RNA-Seq of soybean seeds,,
PRJNA389558,control,102,leaf: 102,Transcriptomes of 102 soybean accessions,A comparison of RNA expression profiles across a diverse set of soybean genotypes Overall design: RNA-seq of 41 soyNAM parental lines and 61 milestone cultivars,,
PRJNA692674,control,6,leaf: 6,RNAseq analysis of pooled soybean leaf samples collected without regard for symptoms,"Leaf samples were collected from soybean production fields in Illinois, USA from 2008 through 2015, approximately 2,000 leaf samples each year. Total RNA was extracted from the collected samples, pooled by year, depleted of ribosomal RNA and sequenced on Illumina sequencers",,
PRJDB7219,drought,6,leaf: 2 | root: 2 | shoot: 2,Transcriptome analysis of soynean with CAGE,"nanT-iCAGE analysis of drought stress responsive genes and the TSSs in soybean from 6 samples from leaf, stem and root.",,
PRJNA259941,drought,24,shoot: 24,Glycine Max Transcriptome or Gene expression,RNA-seq of two soybean accessions under water deficit,,
PRJNA285677,drought,32,leaf: 32,Daytime soybean transcriptome fluctuations during water deficit stress,"By sequencing 36 cDNA libraries with Illumina technology, we identified genes differentially expressed in soybean plants in response to water deficit and genes that were either up- or down-regulated in different periods of the day. Of 54,175 predicted soybean genes (Glyma v1.1), 35.52% exhibited expression oscillations in a 24 h period. This number increased to 39.23% when plants were submitted to water deficit. Major differences in gene expression were observed in the control plants from late day (ZT16) until predawn (ZT20) periods, indicating that gene expression oscillates during the course of 24 h in normal development. Under water deficit, dissimilarity increased in all time-periods, indicating that the applied stress influenced gene expression. Results suggest that time of day, as well as light and temperature oscillations that occur considerably affect the regulation of water deficit stress response in soybean plants. Overall design: Gene expression analysis of soybean leaves under water deficit in 6 periods of day by sequencing 36 libraries, in triplicate, in Illumina platform.","10.1186/s12864-015-1731-x, 10.1371/journal.pone.0139051","26149272, 26407065"
PRJNA288296,drought,4,leaf: 4,Comparative analysis of drought-responsive transcriptome in soybean lines contrasting for canopy wilting,"Purpose: Next-generation sequencing (NGS) has revolutionized systems-based analysis of abiotic stress molecular pathways. The goals of this study are to compare NGS-derived transcriptome profiling (RNA-seq) of contrasting slow wilting lines to quantify transcript abumdance under drought stress condition Overall design: Methods: The three biological replicates of DS line, Pana (control and drought samples) and DT line, PI 567690 (control and drought samples) leaf sample RNA were multiplexed and sequenced on an Illumina Hi-Seq 2000 platform. The RNA concentration of each sample was approximately 200ng/µl with a quantity of 50 µl.isoform level with two methods: Burrows–Wheeler Aligner (BWA) followed by ANOVA (ANOVA) and TopHat followed by Cufflinks. qRT–PCR validation was performed using TaqMan and SYBR Green assays",10.1016/j.plantsci.2015.08.017,26475188
PRJNA306380,drought,24,root: 24,Glycine max Transcriptome or Gene expression,"Soybean is a major crop that provides an important source of protein and oil to humans and animals, but its production can be dramatically decreased by the occurrence of drought stress. Soybeans can survive drought stress if there is a robust and deep root system at the early vegetative growth stage. However, little is known about the genome-wide molecular mechanisms contributing to soybean root system architecture. This study was performed to gain knowledge on transcriptome changes and related molecular mechanisms contributing to soybean root development under water limited conditions.",,
