bioproject,name,title,description,doi,abstract
PRJNA438169,Transcriptomic study of soybean (Glycine max) in response to zinc deficiency,Transcriptomic study of soybean (Glycine max) in response to zinc deficiency,"We conducted a genome-wide transcriptomic analysis in soybean leaves and roots treated with zinc (Zn) deficiency using RNA sequencing (RNA-seq) technology. Two biological replicates of RNA-seq were included for Zn-sufficient leaves (ZSL), Zn-deficient leaves (ZDL), Zn-sufficient roots (ZSR), and Zn-deficient roots (ZDR). Therefore a total of eight libraries were constructed. Using a 2-fold change and a P-value ≤0.05 as the cut-off for selecting the differentially expressed transcripts, we globally identified Zn-deficiency responsive genes. At least 20 genes that are potentially involved Zn homeostasis were significantly changed by Zn deficiency, including 7 ZIP (ZRT, IRT-related protein) transporter genes, 3 nicotianamine synthase genes, and 7 metallothionein genes. At least 48 genes encoding likely Zn-binding proteins were found to be responsive to Zn deficiency in leaves or roots. Eighty-five transcription factor genes were significantly changed by Zn deficiency in leaves or roots, including 5 bZIP members and 10 Golden 2-like members. In addition, some other groups of genes which are possibly related to reactive oxygen species scavenging, calcium and hormone signaling, and protein phosphorylation and dephosphorylation also differentially expressed under Zn deficiency. Overall design: The first trifoliate true leaves and roots of soybean were harvested after 12 days treatment with or without zinc element in the nutrient solution, and RNA was extracted and sequenced by paired-end sequencing. RNA sequencing reads were aligned against the soybean reference genome and differentially expressed genes between treatments were detected.",,
PRJNA950405,UEL,Transcriptome sequencing of soybean seeds with contrasting seedcoat colors,this work aimed to identify genes associated with soybean seed quality by comparing the tran-scriptome of soybean seeds with contrasting seed coat colors.,,
PRJNA1035514,Glycine max,Glycine max Raw sequence reads,"Soybean (Glycine max (L.) Merr.) is a short-day crop for which breeders want to expand the cultivation range to more northern agro-environments by introgressing alleles involved in early reproductive traits. To do so, we generated two early maturing soybean populations (QS15524_F2:F3 and QS15544_RIL) for QTL and eQTL mapping to identify novel genes and mechanisms involved in early maturity.",,
PRJNA386934,,,,,
PRJNA1078438,seed metagenome,soybean seed development in different germplasm Raw sequence reads,Soybean seed development in different germplasm and stage,,
PRJNA509794,USDA-ARS,Germinating soybean seed RNAseq analysis,RNAseq analysis of germinating seed (three replicates each) from two soybean genotypes produced in two environmental stress conditions.,,
PRJNA409508,Glycine max cultivar:Williams 82,Glycine max Williams 82 Transcriptome - 091-D06 - 1130PM,Glycine max Williams 82 RNA sequencing as part of JGI Flagship Plant Gene Atlas project,,
PRJNA384236,Glycine max,Expression profiling of Glycine max seed maturation by high throughput sequencing,A transcriptome analysis of soybean seeds harvested at different developing stages (between stage 7.1 and stage 9) was carried out to understand the molecular events occuring during the acquisition of seed longevity during maturation. Overall design: RNAseq from developing Glycine max seeds from stage 7.1 (mid-seedfilling) to final maturation,28700604,"Seed longevity, defined as the ability to remain alive during storage, is an important agronomic factor. Poor longevity negatively impacts seedling establishment and consequently crop yield. This is particularly problematic for soybean as seeds have a short lifespan. While the economic importance of soybean has fueled a large number of transcriptome studies during embryogenesis and seed filling, the mechanisms regulating seed longevity during late maturation remain poorly understood. Here, a detailed physiological and molecular characterization of late seed maturation was performed in soybean to obtain a comprehensive overview of the regulatory genes that are potentially involved in longevity. Longevity appeared at physiological maturity at the end of seed filling before maturation drying and progressively doubled until the seeds reached the dry state. The increase in longevity was associated with the expression of genes encoding protective chaperones such as heat shock proteins and the repression of nuclear and chloroplast genes involved in a range of chloroplast activities, including photosynthesis. An increase in the raffinose family oligosaccharides (RFO)/sucrose ratio together with changes in RFO metabolism genes was also associated with longevity. A gene co-expression network analysis revealed 27 transcription factors whose expression profiles were highly correlated with longevity. Eight of them were previously identified in the longevity network of Medicago truncatula, including homologues of ERF110, HSF6AB, NFXL1 and members of the DREB2 family. The network also contained several transcription factors associated with auxin and developmental cell fate during flowering, organ growth and differentiation. A transcriptional transition occurred concomitant with seed chlorophyll loss and detachment from the mother plant, suggesting the activation of a post-abscission program. This transition was enriched with AP2/EREBP and WRKY transcription factors and genes associated with growth, germination and post-transcriptional processes, suggesting that this program prepares the seed for the dry quiescent state and germination."
PRJNA777456,Glycine max cultivar:Clark,BPMV-VIGS targeting iron related genes in Clark (Glycine max),"We used bean pod mottle virus (BPMV) vectors to perform virus induced gene silencing (VIGS) on the soybean (Glycine max) cultivar Clark. Six BPMV-VIGS vectors we created targeting three genes individually, two combinations of two genes in the same vector, and an empty vector to serve as a control. The three individual genes were GmGLU1 (Glyma.03G128300), GmARR4 (Glyma.03G130000), and GmbHLH38 (Glyma.03G130400 and Glyma.03G130600). We used the Gibson Assembly method to create two vectors that combined GmARR4+GmGLU1 or GmbHLH+GmGLU1 in order to target two genes simultaneously. All plants were grown in iron sufficient hydroponics.",,
PRJNA320340,Glycine max,Glycine max Transcriptome or Gene expression,"RNA-seq data from three soybean (Glycine max (L.) Merr.) fast neutron mutants were compared to the cultivar from which they are derived (cv. ‘M92-220’). The three mutants include a gnarled trichome mutant (known as R55C01 or FN0175501), a high seed protein mutant (known as R15C01 or FN0171501) and a short petiole architecture mutant (known as ‘Christmas tree’, 6R44C72 or FN0164472). Genetic mapping of the gnarled trichome mutant using whole genome sequence-based bulked segregant analysis identified a 26.6 megabase interval on chromosome 20 that co-segregates with the phenotype. Comparative genomic hybridization analysis of the mutant indicated that the chromosome 20 interval included a small structural variant within the coding region of a soybean ortholog (Glyma.20G019300) of Arabidopsis Nck-Associated Protein 1 (NAP1), an important regulator of actin nucleation during trichome morphogenesis. Sequence analysis of the candidate allele revealed multiple rearrangements within the coding region, including two deletions (approximately 1-2 kb each), a translocation, and an inversion. Further analyses revealed that the mutated allele perfectly co-segregated with the phenotype, and a wild-type soybean NAP1 transgene functionally complemented the Arabidopsis nap1 mutant (grl-4). Additionally, mapping and exon sequencing of NAP1 in a spontaneous soybean gnarled trichome mutant (T31) identified a frame shift mutation resulting in a truncation of the coding region. These data indicate that the soybean NAP1 gene is essential for proper trichome development and that the soybean gnarled phenotype resulted from complex structural rearrangements induced by fast neutron mutagenesis at the NAP1 locus",,
