biosample,acc,assay_type,center_name,consent,experiment,sample_name,instrument,librarylayout,libraryselection,librarysource,platform,sample_acc,organism,sra_study,releasedate,bioproject,mbytes,loaddate,avgspotlen,mbases,insertsize,library_name,biosamplemodel_sam,collection_date_sam,geo_loc_name_country_calc,geo_loc_name_country_continent_calc,geo_loc_name_sam,ena_first_public_run,ena_last_update_run,sample_name_sam,datastore_filetype,datastore_provider,datastore_region,run_file_version,random
SAMN11371517,SRR8868883,RNA-Seq,GEO,public,SRX5655941,GSM3714664,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS4600844,Glycine max,SRP191510,2019-04-11,PRJNA531615,878.0,,48.0,1134.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.996028828975558
SAMN09715866,SRR7593409,RNA-Seq,GEO,public,SRX4458405,GSM3306617,Illumina HiSeq 4000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS3595946,Glycine max,SRP155262,2021-07-26,PRJNA482870,535.0,,100.0,1683.0,,,,,,,,,,,"[run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.995782181291771
SAMN32153437,SRR22823423,RNA-Seq,NORTHEAST AGRICULTURAL UNIVERSITY,public,SRX18782858,C42,Illumina NovaSeq 6000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,ILLUMINA,SRS16216821,Glycine max,SRP412906,2023-10-10,PRJNA910939,2218.0,,300.0,6033.0,,seed28,[Plant],,China,Asia,[China:Heilongjiang],,,,"[fastq, sra, run.zq]","[s3, gs, ncbi]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.99550292641274
SAMN15581362,SRR12283469,RNA-Seq,ZHEJIANG UNIVERSITY OF TECHNOLOGY,public,SRX8786853,Glycine max,Illumina Genome Analyzer,SINGLE,other,TRANSCRIPTOMIC,ILLUMINA,SRS7055510,Glycine max,SRP272968,2020-07-22,PRJNA647268,1788.0,,150.0,4864.0,,3,[Plant],,China,Asia,[China],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.995329177721494
SAMN36760710,SRR25459660,RNA-Seq,SOYBEAN,public,SRX21192518,R89-5-2,Illumina HiSeq 4000,PAIRED,PCR,TRANSCRIPTOMIC,ILLUMINA,SRS18451545,Glycine max,SRP452188,2023-08-03,PRJNA999924,1725.0,,299.0,5721.0,,R89-5-2,[Plant],,China,Asia,[China:Changchun],,,,"[sra, fastq, run.zq]","[s3, gs, ncbi]","[s3.us-east-1, ncbi.public, gs.us-east1]",1.0,0.995283515376494
SAMN15648209,SRR12328399,RNA-Seq,NANJING AGRICULTURAL UNIVERSITY,public,SRX8828759,a15-16,Illumina HiSeq 2000,SINGLE,other,GENOMIC,ILLUMINA,SRS7093040,Glycine max,SRP273644,2020-08-10,PRJNA648781,0.0,,61166.0,0.0,,P183,[Plant],,China,Asia,[China],,,,"[fastq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.995169404541988
SAMN15648547,SRR12328330,RNA-Seq,NANJING AGRICULTURAL UNIVERSITY,public,SRX8828828,T251046-50,Illumina HiSeq 2000,SINGLE,other,GENOMIC,ILLUMINA,SRS7093109,Glycine max,SRP273644,2020-08-10,PRJNA648781,0.0,,61166.0,0.0,,P547,[Plant],,China,Asia,[China],,,,"[fastq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.995163125171682
SAMN08707419,SRR6831049,RNA-Seq,GEO,public,SRX3787131,GSM3039921,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS3039940,Glycine max,SRP135563,2019-03-31,PRJNA438169,2298.0,,300.0,6406.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.995112566518052
SAMN33988712,SRR24019270,RNA-Seq,UEL,public,SRX19821975,81,NextSeq 500,PAIRED,Oligo-dT,TRANSCRIPTOMIC,ILLUMINA,SRS17182248,Glycine max,SRP430166,2023-07-20,PRJNA950405,425.0,,136.0,1325.0,,MG715T01,[Plant],,Brazil,South America,[Brazil],,,,"[sra, run.zq, fastq]","[ncbi, gs, s3]","[s3.us-east-1, gs.us-east1, ncbi.public]",1.0,0.995057001221128
SAMN39205573,SRR27394091,RNA-Seq,MCGILL UNIVERSITY,public,SRX23070487,RNA_seq_sample_QS15544_RIL_309,Illumina NovaSeq 6000,PAIRED,PCR,TRANSCRIPTOMIC,ILLUMINA,SRS20030257,Glycine max,SRP480849,2024-01-15,PRJNA1035514,3361.0,,198.0,11513.0,,QS15544_paired_L76_R1,[Plant],[2019-11-19],Canada,North America,[Canada: St-Mathieu-de-Beloeil],,,,"[fastq, run.zq, sra]","[s3, gs, ncbi]","[s3.us-east-1, gs.us-east1, ncbi.public]",1.0,0.995010404520462
SAMN07130390,SRR5569804,RNA-Seq,GEO,public,SRX2829005,GSM2628299,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS2204573,Glycine max,SRP107212,2018-05-31,PRJNA386934,1118.0,,125.0,3551.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.994972287292523
SAMN40001365,SRR28205638,RNA-Seq,ZHEJIANG UNIVERSITY,public,SRX23818036,L4C_3,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS20640495,Glycine max,SRP493011,2024-06-01,PRJNA1078438,2439.0,,297.0,7770.0,,L4C_3,[Plant],[2023-09-01],China,Asia,[China: Zhejiang],,,,"[run.zq, fastq, sra]","[gs, ncbi, s3]","[gs.us-east1, s3.us-east-1, ncbi.public]",1.0,0.994948661364882
SAMN19243750,SRR14615498,RNA-Seq,IOWA STATE UNIVERSITY,public,SRX10957338,61-S115,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS9035608,Glycine max,SRP320877,2021-06-30,PRJNA730888,1342.0,,297.0,3280.0,,61-S115,[Plant],,USA,North America,[USA: Wisconsin-13],,,,"[sra, fastq, run.zq]","[ncbi, gs, s3]","[s3.us-east-1, ncbi.public, gs.us-east1]",1.0,0.994901604104602
SAMN15648514,SRR12328128,RNA-Seq,NANJING AGRICULTURAL UNIVERSITY,public,SRX8828457,d1-6,Illumina HiSeq 2000,SINGLE,other,GENOMIC,ILLUMINA,SRS7092738,Glycine max,SRP273644,2020-08-10,PRJNA648781,0.0,,61166.0,0.0,,P514,[Plant],,China,Asia,[China],,,,"[fastq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.994894182209863
SAMN10588623,SRR8305929,RNA-Seq,USDA-ARS,public,SRX5120464,2_S99-11986_ESPS 2011_germinated_rep_2,Illumina HiSeq 2000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS4134057,Glycine max,SRP173154,2019-12-31,PRJNA509794,743.0,,97.0,1445.0,,2_S99-11986_ESPS 2011_germinated_rep_2,[Plant],,USA,North America,"[USA: Delta Research and Extension Center located at Stoneville, MS]",,,,"[bam, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.994808272307043
SAMN07685081,SRR6478967,RNA-Seq,JGI,public,SRX3568918,Gp0239990,Illumina HiSeq 2500,PAIRED,RT-PCR,TRANSCRIPTOMIC,ILLUMINA,SRS2839950,Glycine max,SRP130033,2018-01-18,PRJNA409508,3295.0,,302.0,8125.0,,BNHZX,[MIGS.eu],,uncalculated,uncalculated,[missing],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.994796658192241
SAMN32153907,SRR22890675,RNA-Seq,NORTHEAST AGRICULTURAL UNIVERSITY,public,SRX18848491,JL293,Illumina NovaSeq 6000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,ILLUMINA,SRS16279881,Glycine max,SRP412906,2023-10-10,PRJNA910939,2224.0,,300.0,5830.0,,seed498,[Plant],,China,Asia,[China:Heilongjiang],,,,"[fastq, run.zq, sra]","[ncbi, s3, gs]","[ncbi.public, gs.us-east1, s3.us-east-1]",1.0,0.994705640767236
SAMN09716093,SRR7593136,RNA-Seq,GEO,public,SRX4458132,GSM3306344,Illumina HiSeq 4000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS3595673,Glycine max,SRP155262,2021-07-26,PRJNA482870,457.0,,100.0,1459.0,,,,,,,,,,,"[run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.994614453866031
SAMN06830782,SRR5481102,RNA-Seq,GEO,public,SRX2764637,GSM2589116,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS2149098,Glycine max,SRP105213,2017-05-01,PRJNA384236,180.0,,101.0,404.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.994520294472733
SAMN23131657,SRR16938896,RNA-Seq,USDA,public,SRX13130947,AGgroup_2D5C_Leaf_Rep2_Bucket1,Illumina NovaSeq 6000,SINGLE,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS11064736,Glycine max,SRP345958,2022-12-01,PRJNA777456,517.0,,100.0,1859.0,,2D5C_L_R2_B1_AG_P2_ln2,[Plant],[2021-01-30],USA,North America,[USA],,,,"[run.zq, sra, fastq]","[ncbi, gs, s3]","[s3.us-east-1, gs.us-east1, ncbi.public]",1.0,0.994452124457325
SAMN04932637,SRR3475896,RNA-Seq,UNIVERSITY OF MINNESOTA,public,SRX1742553,G_Leaf,Illumina HiSeq 2000,PAIRED,RANDOM,TRANSCRIPTOMIC,ILLUMINA,SRS1421978,Glycine max,SRP074365,2016-05-05,PRJNA320340,2023.0,,100.0,3113.0,,G3L_CTTGTA: GL,[Plant],,USA,North America,[USA:Minnesota],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.994352555510065
SAMN09716196,SRR7593086,RNA-Seq,GEO,public,SRX4458082,GSM3306294,Illumina HiSeq 4000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS3595623,Glycine max,SRP155262,2021-07-26,PRJNA482870,452.0,,100.0,1457.0,,,,,,,,,,,"[run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.994302377924907
SAMN03003437,SRR1588547,RNA-Seq,JGI,public,SRX712832,1031106,Illumina HiSeq 2000,PAIRED,RT-PCR,TRANSCRIPTOMIC,ILLUMINA,SRS710993,Glycine max,SRP048201,2014-09-29,PRJNA256762,3514.0,,300.0,5595.0,,THUA,[MIGS.eu],,uncalculated,uncalculated,[missing],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.994247012323583
SAMN09513437,SRR7447782,RNA-Seq,THE OHIO STATE UNIVERSITY,public,SRX4318234,SL209483,Illumina HiSeq 2500,PAIRED,PolyA,TRANSCRIPTOMIC,ILLUMINA,SRS3480819,Glycine max,SRP151542,2019-07-25,PRJNA478334,111.0,,200.0,334.0,,SL209483,[Plant],,USA,North America,[USA: Ohio],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.99420861013934
SAMN29132399,SRR19763950,RNA-Seq,BEIJING UNIVERSITY OF AGRICULTURE,public,SRX15808621,F7D-3,Illumina NovaSeq 6000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,ILLUMINA,SRS13500574,Glycine max,SRP382889,2022-06-21,PRJNA849746,1806.0,,300.0,5768.0,,18,[Plant],,China,Asia,[China],,,,"[sra, run.zq, fastq]","[ncbi, gs, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.994116346769851
SAMN06314797,SRR5493908,RNA-Seq,JGI,public,SRX2775014,Gp0176953,Illumina HiSeq 2500,PAIRED,RT-PCR,TRANSCRIPTOMIC,ILLUMINA,SRS2158309,Glycine max,SRP105962,2017-05-02,PRJNA373653,4190.0,,302.0,9611.0,,APGOT,[MIGS.eu],,uncalculated,uncalculated,[missing],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.994036475808132
SAMN15648503,SRR12328140,RNA-Seq,NANJING AGRICULTURAL UNIVERSITY,public,SRX8828445,d5-9,Illumina HiSeq 2000,SINGLE,other,GENOMIC,ILLUMINA,SRS7092726,Glycine max,SRP273644,2020-08-10,PRJNA648781,0.0,,61166.0,0.0,,P503,[Plant],,China,Asia,[China],,,,"[fastq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.993989600002621
SAMN12600379,SRR9995602,RNA-Seq,GEO,public,SRX6734538,GSM4038723,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS5285814,Glycine max,SRP218737,2020-05-23,PRJNA560864,4923.0,,300.0,13803.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.993906502588871
SAMN32989763,SRR23304799,RNA-Seq,HEILONGJIANG BAYI AGRICULTURE UNIVERCITY,public,SRX19247584,RD-3,HiSeq X Ten,PAIRED,Oligo-dT,TRANSCRIPTOMIC,ILLUMINA,SRS16650725,Glycine max,SRP420481,2023-02-01,PRJNA930177,2056.0,,299.0,6851.0,,27,[Plant],,China,Asia,[China: Heilongjiang],,,,"[run.zq, fastq, sra]","[gs, s3, ncbi]","[ncbi.public, s3.us-east-1, gs.us-east1]",1.0,0.993901491515184
SAMN11849880,SRR9119300,RNA-Seq,USDA-ARS,public,SRX5893376,Clark_FeT1_Leaf,Illumina HiSeq 2500,SINGLE,size fractionation,TRANSCRIPTOMIC,ILLUMINA,SRS4815017,Glycine max,SRP199444,2019-06-04,PRJNA544698,578.0,,83.0,1401.0,,Fe_T1_L_c,[Plant],,USA,North America,[USA:Iowa],,,,"[bam, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.99385475224294
SAMN09987958,SRR7800395,RNA-Seq,SOUTH CHINA AGRICULTURAL UNIVERSITY,public,SRX4652230,Gly_HP_leave1,BGISEQ-500,SINGLE,PCR,TRANSCRIPTOMIC,BGISEQ,SRS3750048,Glycine max,SRP159995,2020-10-07,PRJNA489734,884.0,,50.0,1197.0,,HP_L1,[Plant],,uncalculated,uncalculated,[not collected],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.993853162958435
SAMN15648491,SRR12328446,RNA-Seq,NANJING AGRICULTURAL UNIVERSITY,public,SRX8828712,d7-2,Illumina HiSeq 2000,SINGLE,other,GENOMIC,ILLUMINA,SRS7092993,Glycine max,SRP273644,2020-08-10,PRJNA648781,0.0,,61166.0,0.0,,P490,[Plant],,China,Asia,[China],,,,"[fastq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.99360318776519
SAMD00276072,DRR268069,RNA-Seq,TOHOKU,public,DRX257655,SAMD00276072,Illumina HiSeq 2500,SINGLE,PCR,TRANSCRIPTOMIC,ILLUMINA,DRS277221,Glycine max,DRP009510,2023-01-24,PRJDB11138,57.0,,51.0,127.0,,,,[2018-07-04],,,,,,[GmaAS_1_f033],"[sra, run.zq]","[gs, s3, ncbi]","[ncbi.public, gs.us-east1, s3.us-east-1]",1.0,0.993588626394344
SAMN23131684,SRR16938992,RNA-Seq,USDA,public,SRX13130851,HGgroup_HG_Root_Rep3_Bucket2,Illumina NovaSeq 6000,SINGLE,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS11064711,Glycine max,SRP345958,2022-12-01,PRJNA777456,464.0,,100.0,1655.0,,HG_R_R3_B2_HG_P1_ln2,[Plant],[2021-01-30],USA,North America,[USA],,,,"[fastq, run.zq, sra]","[gs, s3, ncbi]","[ncbi.public, gs.us-east1, s3.us-east-1]",1.0,0.993574455470648
SAMN05580232,SRR4036087,RNA-Seq,GEO,public,SRX2027245,GSM2282126,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS1621582,Glycine max,SRP082228,2017-07-20,PRJNA339152,2068.0,,202.0,3379.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.9935732606105
SAMN13746675,SRR10842041,RNA-Seq,GEO,public,SRX7513033,GSM4254019,Illumina HiSeq 4000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS5952770,Glycine max,SRP239780,2024-05-31,PRJNA599357,2391.0,,300.0,7749.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.993487822108929
SAMN21216013,SRR15712621,RNA-Seq,USDA-ARS,public,SRX12008297,Mandarin+FeL,Illumina HiSeq 2500,SINGLE,size fractionation,TRANSCRIPTOMIC,ILLUMINA,SRS10014462,Glycine max,SRP335552,2022-05-17,PRJNA760474,741.0,,129.0,4175.0,,Mandarin+FeLA,[Plant],,USA,North America,"[USA: Ames, Iowa]",,,,"[sra, run.zq]","[ncbi, gs, s3]","[ncbi.public, gs.us-east1, s3.us-east-1]",1.0,0.99338793560136
SAMN30839554,SRR21559873,RNA-Seq,LUIZ DE QUEIROZ COLLEGE OF AGRICULTURE,public,SRX17562012,19,Illumina HiSeq 4000,PAIRED,unspecified,TRANSCRIPTOMIC,ILLUMINA,SRS15105618,Glycine max,SRP396930,2022-09-16,PRJNA879726,1925.0,,300.0,6498.0,,19-3,[Plant],,Brazil,South America,[Brazil],,,,"[fastq, run.zq, sra]","[ncbi, s3, gs]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.993380615009867
SAMN39615962,SRR27936667,RNA-Seq,"INSTITUTE OF CROP SCIENCE, CHINESE ACADEMY OF AGRICULTURAL SCIENCES",public,SRX23593670,TY7-C1,HiSeq X Ten,PAIRED,RANDOM,TRANSCRIPTOMIC,ILLUMINA,SRS20438193,Glycine max,SRP489228,2024-05-01,PRJNA1069343,3698.0,,298.0,6871.0,,TY7-C1,[Plant],,uncalculated,uncalculated,[missing],,,,"[run.zq, sra, fastq]","[s3, ncbi, gs]","[s3.us-east-1, ncbi.public, gs.us-east1]",1.0,0.993269819222725
SAMN09240720,SRR7250840,RNA-Seq,ICAR-NATIONAL RESEARCH CENTRE ON PLANT BIOTECHNOLOGY,public,SRX4155571,MBNF 9,Illumina HiSeq 2500,PAIRED,RANDOM,TRANSCRIPTOMIC,ILLUMINA,SRS3368642,Glycine max,SRP149593,2019-12-31,PRJNA472691,3799.0,,300.0,9176.0,,MBNF 9,[Plant],,India,Asia,[India],,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.993163572260744
SAMN37422330,SRR26082142,RNA-Seq,IOWA STATE UNIVERSITY,public,SRX21796905,Mock_HighCO2,Illumina NovaSeq 6000,SINGLE,PCR,TRANSCRIPTOMIC,ILLUMINA,SRS18898289,Glycine max,SRP461268,2024-03-31,PRJNA1017884,1547.0,,100.0,4771.0,,Mck-H2-L1,[Plant],,USA,North America,"[USA: Ames, Iowa]",,,,"[run.zq, fastq, sra]","[s3, ncbi, gs]","[s3.us-east-1, ncbi.public, gs.us-east1]",1.0,0.993046550709937
SAMN31170769,SRR21820138,RNA-Seq,NANJING AGRICULTURAL UNIVERSITY,public,SRX17809378,BAI1B1B-1,Illumina HiSeq 2500,PAIRED,Oligo-dT,TRANSCRIPTOMIC,ILLUMINA,SRS15333551,Glycine max,SRP401221,2022-11-10,PRJNA887481,2563.0,,300.0,6566.0,,B-1,[Plant],,China,Asia,[China:Anhui],,,,"[sra, run.zq, fastq]","[gs, s3, ncbi]","[ncbi.public, gs.us-east1, s3.us-east-1]",1.0,0.992958106888841
SAMN38636162,SRR27128384,RNA-Seq,NORTHEAST AGRICULTURAL UNIVERSITY,public,SRX22810448,R5_Z_AS+MT_10 d_2,MGISEQ-2000RS,PAIRED,Oligo-dT,TRANSCRIPTOMIC,BGISEQ,SRS19792402,Glycine max,SRP476358,2023-12-07,PRJNA1048376,4255.0,,300.0,6556.0,,R5_Z_AS+MT_10 d_2,[Plant],[2021-09-16],China,Asia,[China:Harbin],,,,"[run.zq, fastq, sra]","[ncbi, gs, s3]","[s3.us-east-1, ncbi.public, gs.us-east1]",1.0,0.992923264763063
SAMN40001329,SRR28205671,RNA-Seq,ZHEJIANG UNIVERSITY,public,SRX23818003,L1C_3,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS20640462,Glycine max,SRP493011,2024-06-01,PRJNA1078438,2648.0,,297.0,8525.0,,L1C_3,[Plant],[2023-09-01],China,Asia,[China: Zhejiang],,,,"[sra, fastq, run.zq]","[gs, ncbi, s3]","[s3.us-east-1, ncbi.public, gs.us-east1]",1.0,0.992762573888429
SAMN30727779,SRR21491167,RNA-Seq,IIBCE,public,SRX17494632,W_Dc_8h_3,NextSeq 1000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,ILLUMINA,SRS15044073,Glycine max,SRP396280,2023-07-27,PRJNA878492,1328.0,,202.0,4719.0,,23,[Plant],,uncalculated,uncalculated,[not applicable],,,,"[sra, run.zq, fastq]","[ncbi, gs, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.992746534534503
SAMN09715778,SRR7593492,RNA-Seq,GEO,public,SRX4458488,GSM3306700,Illumina HiSeq 4000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS3596028,Glycine max,SRP155262,2021-07-26,PRJNA482870,173.0,,100.0,538.0,,,,,,,,,,,"[run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.992735974250465
SAMN05755961,SRR4209758,RNA-Seq,GEO,public,SRX2152838,GSM2306790,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS1683485,Glycine max,SRP087657,2017-06-09,PRJNA342355,549.0,,125.0,1275.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.992724766573786
SAMN09716133,SRR7593098,RNA-Seq,GEO,public,SRX4458094,GSM3306306,Illumina HiSeq 4000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS3595635,Glycine max,SRP155262,2021-07-26,PRJNA482870,539.0,,100.0,1735.0,,,,,,,,,,,"[run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.992692109983022
SAMN09715768,SRR7593502,RNA-Seq,GEO,public,SRX4458498,GSM3306710,Illumina HiSeq 4000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS3596040,Glycine max,SRP155262,2021-07-26,PRJNA482870,562.0,,100.0,1754.0,,,,,,,,,,,"[run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.992679146638414
SAMN31018535,SRR21709653,RNA-Seq,SHENYANG AGRICULTURAL UNIVERSITY,public,SRX17707101,OE4-3,Illumina NovaSeq 6000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,ILLUMINA,SRS15237639,Glycine max,SRP399612,2023-06-30,PRJNA884304,2710.0,,300.0,8681.0,,OE4-3,[Plant],,China,Asia,[China: Shenyang],,,,"[run.zq, fastq, sra]","[s3, ncbi, gs]","[s3.us-east-1, ncbi.public, gs.us-east1]",1.0,0.992526336540787
SAMN41430323,SRR29063285,RNA-Seq,JILIN ACADEMY OF AGRICULTURAL SCIENCES,public,SRX24587836,R80.120h.1,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,ILLUMINA,SRS21357191,Glycine max,SRP508280,2024-05-21,PRJNA1112530,2039.0,,298.0,8360.0,,R80.120h.1,[Plant],[2022-10-10],China,Asia,[China:Changchun],,,,"[run.zq, sra, fastq]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.992476684343376
SAMN09716229,SRR7593063,RNA-Seq,GEO,public,SRX4458059,GSM3306271,Illumina HiSeq 4000,SINGLE,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS3595599,Glycine max,SRP155262,2021-07-26,PRJNA482870,343.0,,100.0,1110.0,,,,,,,,,,,"[run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.992439672665506
SAMN36630247,SRR25360886,RNA-Seq,"LSC 312, CHRISTOPHER S. BOND LIFE SCIENCES CENTER, THE DIVISION OF PLANT SCIENCES AND TECHNOLOGY",public,SRX21100257,GSM7653576,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS18369464,Glycine max,SRP450502,2023-07-23,PRJNA996630,2152.0,,300.0,6581.0,,GSM7653576,,,uncalculated,uncalculated,[missing],,,,"[sra, fastq, run.zq]","[s3, ncbi, gs]","[s3.us-east-1, ncbi.public, gs.us-east1]",1.0,0.992424361078644
SAMN32153709,SRR22721278,RNA-Seq,NORTHEAST AGRICULTURAL UNIVERSITY,public,SRX18682805,JL063,Illumina NovaSeq 6000,PAIRED,Oligo-dT,TRANSCRIPTOMIC,ILLUMINA,SRS16125993,Glycine max,SRP412906,2023-10-10,PRJNA910939,2482.0,,300.0,6570.0,,seed300,[Plant],,China,Asia,[China:Heilongjiang],,,,"[fastq, run.zq, sra]","[ncbi, gs, s3]","[s3.us-east-1, ncbi.public, gs.us-east1]",1.0,0.992379175648572
SAMN03083698,SRR1592307,RNA-Seq,GEO,public,SRX716650,GSM1515834,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS712439,Glycine max,SRP048326,2015-05-01,PRJNA262564,1769.0,,202.0,2816.0,,,,,,,,,,,"[fastq, run.zq, sra]","[gs, ncbi, s3]","[gs.us-east1, ncbi.public, s3.us-east-1]",1.0,0.992331716993254
SAMN37703820,SRR26301050,RNA-Seq,JIANGSU ACADEMY OF AGRICULTURAL SCIENCES,public,SRX22009562,KFP_3d_2,Illumina Genome Analyzer IIx,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS19083879,Glycine max,SRP464851,2023-11-15,PRJNA1024691,2056.0,,300.0,6901.0,,KFP_3d_2,[Plant],[2020-08-06],China,Asia,[China: Nanjing],,,,"[run.zq, fastq, sra]","[s3, ncbi, gs]","[ncbi.public, gs.us-east1, s3.us-east-1]",1.0,0.992215809027602
SAMN35548440,SRR24786171,RNA-Seq,"KOVINICHLAB, BIOLOGY, YORK UNIVERSITY",public,SRX20558689,GSM7438002,Illumina HiSeq 1500,PAIRED,cDNA,TRANSCRIPTOMIC,ILLUMINA,SRS17864664,Glycine max,SRP440570,2023-06-01,PRJNA978104,1844.0,,198.0,4087.0,,GSM7438002,,,uncalculated,uncalculated,[missing],,,,"[run.zq, fastq, sra]","[s3, ncbi, gs]","[s3.us-east-1, ncbi.public, gs.us-east1]",1.0,0.992171751731885
