biosample,control,stress,drought,bacteria,inoculated,flood,deficit,infest,pathogen,acid,fungal,sporus
SAMD00235534,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00235535,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00235536,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00235537,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00235538,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00235539,{},{},{},{},{},{},{},{},{},{},{},"{'attributes': '[{k=bases, v=4985768000}, {k=bytes, v=2425429327}, {k=run_file_create_date, v=2020-12-24T20:20:00.000Z}, {k=age_sam, v=DAS8}, {k=treatment_sam_ss_dpl55, v=Rhizopus oligosporus}, {k=primary_search, v=17154054}, {k=primary_search, v=687934}, {k=primary_search, v=DRP006834}, {k=primary_search, v=DRR237206}, {k=primary_search, v=DRS166645}, {k=primary_search, v=DRX227390}, {k=primary_search, v=PRJDB10183}, {k=primary_search, v=SAMD00235539}]', 'jattr': ""{'bases': '4985768000', 'bytes': '2425429327', 'run_file_create_date': '2020-12-24T20:20:00.000Z', 'age_sam': 'DAS8', 'treatment_sam_ss_dpl55': 'Rhizopus oligosporus', 'primary_search': ['17154054', '687934', 'DRP006834', 'DRR237206', 'DRS166645', 'DRX227390', 'PRJDB10183', 'SAMD00235539']}"", 'treatment_sam_ss_dpl55': 'Rhizopus oligosporus'}"
SAMD00235540,{},{},{},{},{},{},{},{},{},{},{},"{'sample_name_sam': '[Rhizopus_oligosporus_DAS1]', 'attributes': '[{k=bases, v=3968990200}, {k=bytes, v=1916261749}, {k=run_file_create_date, v=2020-12-24T20:16:00.000Z}, {k=age_sam, v=DAS1}, {k=treatment_sam_ss_dpl55, v=Rhizopus oligosporus}, {k=primary_search, v=17154055}, {k=primary_search, v=687934}, {k=primary_search, v=DRP006834}, {k=primary_search, v=DRR237207}, {k=primary_search, v=DRS166646}, {k=primary_search, v=DRX227391}, {k=primary_search, v=PRJDB10183}, {k=primary_search, v=SAMD00235540}]', 'jattr': ""{'bases': '3968990200', 'bytes': '1916261749', 'run_file_create_date': '2020-12-24T20:16:00.000Z', 'age_sam': 'DAS1', 'treatment_sam_ss_dpl55': 'Rhizopus oligosporus', 'primary_search': ['17154055', '687934', 'DRP006834', 'DRR237207', 'DRS166646', 'DRX227391', 'PRJDB10183', 'SAMD00235540']}"", 'treatment_sam_ss_dpl55': 'Rhizopus oligosporus'}"
SAMD00235541,{},{},{},{},{},{},{},{},{},{},{},"{'sample_name_sam': '[Rhizopus_oligosporus_DAS2]', 'attributes': '[{k=bases, v=4683646600}, {k=bytes, v=2277072750}, {k=run_file_create_date, v=2020-12-24T20:17:00.000Z}, {k=age_sam, v=DAS2}, {k=treatment_sam_ss_dpl55, v=Rhizopus oligosporus}, {k=primary_search, v=17154056}, {k=primary_search, v=687934}, {k=primary_search, v=DRP006834}, {k=primary_search, v=DRR237208}, {k=primary_search, v=DRS166647}, {k=primary_search, v=DRX227392}, {k=primary_search, v=PRJDB10183}, {k=primary_search, v=SAMD00235541}]', 'jattr': ""{'bases': '4683646600', 'bytes': '2277072750', 'run_file_create_date': '2020-12-24T20:17:00.000Z', 'age_sam': 'DAS2', 'treatment_sam_ss_dpl55': 'Rhizopus oligosporus', 'primary_search': ['17154056', '687934', 'DRP006834', 'DRR237208', 'DRS166647', 'DRX227392', 'PRJDB10183', 'SAMD00235541']}"", 'treatment_sam_ss_dpl55': 'Rhizopus oligosporus'}"
SAMD00235542,{},{},{},{},{},{},{},{},{},{},{},"{'sample_name_sam': '[Rhizopus_oligosporus_DAS3]', 'attributes': '[{k=bases, v=4380246200}, {k=bytes, v=2160371818}, {k=run_file_create_date, v=2020-12-24T20:19:00.000Z}, {k=age_sam, v=DAS3}, {k=treatment_sam_ss_dpl55, v=Rhizopus oligosporus}, {k=primary_search, v=17154057}, {k=primary_search, v=687934}, {k=primary_search, v=DRP006834}, {k=primary_search, v=DRR237209}, {k=primary_search, v=DRS166648}, {k=primary_search, v=DRX227393}, {k=primary_search, v=PRJDB10183}, {k=primary_search, v=SAMD00235542}]', 'jattr': ""{'bases': '4380246200', 'bytes': '2160371818', 'run_file_create_date': '2020-12-24T20:19:00.000Z', 'age_sam': 'DAS3', 'treatment_sam_ss_dpl55': 'Rhizopus oligosporus', 'primary_search': ['17154057', '687934', 'DRP006834', 'DRR237209', 'DRS166648', 'DRX227393', 'PRJDB10183', 'SAMD00235542']}"", 'treatment_sam_ss_dpl55': 'Rhizopus oligosporus'}"
SAMD00235543,{},{},{},{},{},{},{},{},{},{},{},"{'sample_name_sam': '[Rhizopus_oligosporus_DAS4]', 'attributes': '[{k=bases, v=4559284000}, {k=bytes, v=2251094926}, {k=run_file_create_date, v=2020-12-24T20:16:00.000Z}, {k=age_sam, v=DAS4}, {k=treatment_sam_ss_dpl55, v=Rhizopus oligosporus}, {k=primary_search, v=17154058}, {k=primary_search, v=687934}, {k=primary_search, v=DRP006834}, {k=primary_search, v=DRR237210}, {k=primary_search, v=DRS166649}, {k=primary_search, v=DRX227394}, {k=primary_search, v=PRJDB10183}, {k=primary_search, v=SAMD00235543}]', 'jattr': ""{'bases': '4559284000', 'bytes': '2251094926', 'run_file_create_date': '2020-12-24T20:16:00.000Z', 'age_sam': 'DAS4', 'treatment_sam_ss_dpl55': 'Rhizopus oligosporus', 'primary_search': ['17154058', '687934', 'DRP006834', 'DRR237210', 'DRS166649', 'DRX227394', 'PRJDB10183', 'SAMD00235543']}"", 'treatment_sam_ss_dpl55': 'Rhizopus oligosporus'}"
SAMD00235544,{},{},{},{},{},{},{},{},{},{},{},"{'sample_name_sam': '[Rhizopus_oligosporus_DAS5]', 'attributes': '[{k=bases, v=4417583400}, {k=bytes, v=2171954520}, {k=run_file_create_date, v=2020-12-24T20:16:00.000Z}, {k=age_sam, v=DAS5}, {k=treatment_sam_ss_dpl55, v=Rhizopus oligosporus}, {k=primary_search, v=17154059}, {k=primary_search, v=687934}, {k=primary_search, v=DRP006834}, {k=primary_search, v=DRR237211}, {k=primary_search, v=DRS166650}, {k=primary_search, v=DRX227395}, {k=primary_search, v=PRJDB10183}, {k=primary_search, v=SAMD00235544}]', 'jattr': ""{'bases': '4417583400', 'bytes': '2171954520', 'run_file_create_date': '2020-12-24T20:16:00.000Z', 'age_sam': 'DAS5', 'treatment_sam_ss_dpl55': 'Rhizopus oligosporus', 'primary_search': ['17154059', '687934', 'DRP006834', 'DRR237211', 'DRS166650', 'DRX227395', 'PRJDB10183', 'SAMD00235544']}"", 'treatment_sam_ss_dpl55': 'Rhizopus oligosporus'}"
SAMD00235545,{},{},{},{},{},{},{},{},{},{},{},"{'sample_name_sam': '[Rhizopus_oligosporus_DAS6]', 'attributes': '[{k=bases, v=4476387800}, {k=bytes, v=2190700093}, {k=run_file_create_date, v=2020-12-24T20:18:00.000Z}, {k=age_sam, v=DAS6}, {k=treatment_sam_ss_dpl55, v=Rhizopus oligosporus}, {k=primary_search, v=17154060}, {k=primary_search, v=687934}, {k=primary_search, v=DRP006834}, {k=primary_search, v=DRR237212}, {k=primary_search, v=DRS166651}, {k=primary_search, v=DRX227396}, {k=primary_search, v=PRJDB10183}, {k=primary_search, v=SAMD00235545}]', 'jattr': ""{'bases': '4476387800', 'bytes': '2190700093', 'run_file_create_date': '2020-12-24T20:18:00.000Z', 'age_sam': 'DAS6', 'treatment_sam_ss_dpl55': 'Rhizopus oligosporus', 'primary_search': ['17154060', '687934', 'DRP006834', 'DRR237212', 'DRS166651', 'DRX227396', 'PRJDB10183', 'SAMD00235545']}"", 'treatment_sam_ss_dpl55': 'Rhizopus oligosporus'}"
SAMD00235546,{},{},{},{},{},{},{},{},{},{},{},"{'sample_name_sam': '[Rhizopus_oligosporus_DAS7]', 'attributes': '[{k=bases, v=5080325200}, {k=bytes, v=2422335890}, {k=run_file_create_date, v=2020-12-24T20:20:00.000Z}, {k=age_sam, v=DAS7}, {k=treatment_sam_ss_dpl55, v=Rhizopus oligosporus}, {k=primary_search, v=17154061}, {k=primary_search, v=687934}, {k=primary_search, v=DRP006834}, {k=primary_search, v=DRR237213}, {k=primary_search, v=DRS166652}, {k=primary_search, v=DRX227397}, {k=primary_search, v=PRJDB10183}, {k=primary_search, v=SAMD00235546}]', 'jattr': ""{'bases': '5080325200', 'bytes': '2422335890', 'run_file_create_date': '2020-12-24T20:20:00.000Z', 'age_sam': 'DAS7', 'treatment_sam_ss_dpl55': 'Rhizopus oligosporus', 'primary_search': ['17154061', '687934', 'DRP006834', 'DRR237213', 'DRS166652', 'DRX227397', 'PRJDB10183', 'SAMD00235546']}"", 'treatment_sam_ss_dpl55': 'Rhizopus oligosporus'}"
SAMD00235547,{},{},{},{},{},{},{},{},{},{},{},"{'sample_name_sam': '[Rhizopus_oligosporus_DAS8]', 'attributes': '[{k=bases, v=4407012800}, {k=bytes, v=2158821332}, {k=run_file_create_date, v=2020-12-24T20:18:00.000Z}, {k=age_sam, v=DAS8}, {k=treatment_sam_ss_dpl55, v=Rhizopus oligosporus}, {k=primary_search, v=17154062}, {k=primary_search, v=687934}, {k=primary_search, v=DRP006834}, {k=primary_search, v=DRR237214}, {k=primary_search, v=DRS166653}, {k=primary_search, v=DRX227398}, {k=primary_search, v=PRJDB10183}, {k=primary_search, v=SAMD00235547}]', 'jattr': ""{'bases': '4407012800', 'bytes': '2158821332', 'run_file_create_date': '2020-12-24T20:18:00.000Z', 'age_sam': 'DAS8', 'treatment_sam_ss_dpl55': 'Rhizopus oligosporus', 'primary_search': ['17154062', '687934', 'DRP006834', 'DRR237214', 'DRS166653', 'DRX227398', 'PRJDB10183', 'SAMD00235547']}"", 'treatment_sam_ss_dpl55': 'Rhizopus oligosporus'}"
SAMD00244293,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244294,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244295,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244296,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244297,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244298,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244299,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244300,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244301,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244302,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244303,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244304,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244305,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244306,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244307,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244308,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244309,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244310,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244311,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244312,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244313,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244314,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244315,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244316,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244317,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244318,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244319,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244320,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244321,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244322,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244323,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244324,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244325,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244326,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244327,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244328,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244329,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244330,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244331,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244332,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244333,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244334,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244335,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244336,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244337,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244338,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244339,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244340,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244341,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244342,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244343,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244344,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244345,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244346,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244347,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244348,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244349,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244350,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244351,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244352,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244353,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244354,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244355,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244356,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244357,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244358,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244359,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244360,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244361,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244362,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244363,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244364,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244365,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244366,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244367,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244368,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244369,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244370,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244371,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00244372,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276044,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276045,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276046,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276047,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276048,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276049,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276050,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276051,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276052,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276053,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276054,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276055,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276056,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276057,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276058,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276059,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276060,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276061,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276062,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276063,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276064,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276065,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276066,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276067,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276068,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276069,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276070,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276071,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276072,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276073,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276074,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276075,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276076,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276077,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276078,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276079,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276080,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276081,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276082,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276083,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276084,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276085,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276086,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276087,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276088,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276089,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276090,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276091,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276092,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276093,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276094,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276095,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276096,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276097,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276098,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276099,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276100,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276101,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276102,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276103,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276104,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276105,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276106,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276107,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276108,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276109,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276110,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276111,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276112,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276113,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276114,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276115,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276116,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276117,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276118,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276119,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276120,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276121,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276122,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00276123,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00334683,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00334684,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00334685,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00334686,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00334687,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00334688,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00549638,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00549639,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00549640,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00549641,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00549642,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00549643,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00549644,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00549645,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00549646,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00549647,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00549648,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00549649,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00549650,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00549651,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00549652,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00549653,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00549654,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00549655,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00549656,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00549657,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00549658,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00549659,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00549660,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00549661,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00549662,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00549663,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00549664,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00549665,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00549666,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00549667,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00549668,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00549669,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00549670,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00549671,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00549672,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00549673,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00549674,{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00549675,{},{},{},{},{},{},{},{},{},{},{},{}
SAMEA104041776,{},{},{},{},{},{},{},{},{},{},{},{}
SAMEA104041777,{},{},{},{},{},{},{},{},{},{},{},{}
SAMEA104041778,{},{},{},{},{},{},{},{},{},{},{},{}
SAMEA104041779,{},{},{},{},{},{},{},{},{},{},{},{}
SAMEA104041780,{},{},{},{},{},{},{},{},{},{},{},{}
SAMEA104041781,{},{},{},{},{},{},{},{},{},{},{},{}
SAMEA104041782,{},{},{},{},{},{},{},{},{},{},{},{}
SAMEA104041783,{},{},{},{},{},{},{},{},{},{},{},{}
SAMEA104041784,{},{},{},{},{},{},{},{},{},{},{},{}
SAMEA104041785,{},{},{},{},{},{},{},{},{},{},{},{}
SAMEA104041786,{},{},{},{},{},{},{},{},{},{},{},{}
SAMEA104041787,{},{},{},{},{},{},{},{},{},{},{},{}
SAMEA112156551,{},{},{},{},{},{},{},{},{},{},{},{}
SAMEA112156552,{},{},{},{},{},{},{},{},{},{},{},{}
SAMEA112156553,{},{},{},{},{},{},{},{},{},{},{},{}
SAMEA112156554,{},{},{},{},{},{},{},{},{},{},{},{}
SAMEA112156555,{},{},{},{},{},{},{},{},{},{},{},{}
SAMEA112156556,{},{},{},{},{},{},{},{},{},{},{},{}
SAMEA112885661,{},{},{},{},{},{},{},{},{},{},{},{}
SAMEA112885662,{},{},{},{},{},{},{},{},{},{},{},{}
SAMEA112885663,{},{},{},{},{},{},{},{},{},{},{},{}
SAMEA112885664,{},{},{},{},{},{},{},{},{},{},{},{}
SAMEA112885665,{},{},{},{},{},{},{},{},{},{},{},{}
SAMEA112885666,{},{},{},{},{},{},{},{},{},{},{},{}
SAMEA112885667,{},{},{},{},{},{},{},{},{},{},{},{}
SAMEA112885668,{},{},{},{},{},{},{},{},{},{},{},{}
SAMEA112885669,{},{},{},{},{},{},{},{},{},{},{},{}
SAMEA112885670,{},{},{},{},{},{},{},{},{},{},{},{}
SAMEA112885671,{},{},{},{},{},{},{},{},{},{},{},{}
SAMEA112885672,{},{},{},{},{},{},{},{},{},{},{},{}
SAMEA4395172,{},{},{},{},{},{},{},{},{},{},{},{}
SAMEA4395173,{},{},{},{},{},{},{},{},{},{},{},{}
SAMEA4395174,{},{},{},{},{},{},{},{},{},{},{},{}
SAMEA4395175,{},{},{},{},{},{},{},{},{},{},{},{}
SAMEA4395176,{},{},{},{},{},{},{},{},{},{},{},{}
SAMEA4395177,{},{},{},{},{},{},{},{},{},{},{},{}
SAMEA4395178,{},{},{},{},{},{},{},{},{},{},{},{}
