stress,SRR23368137,SAMN33196663,SRX19309159,SRP421436,PRJNA932570,radicles,P3,B10_L4_195A95,9 days of culture,germinating seed stage,6,,Low temperature treatment of transgenic plants at 6 Celsius,not collected,not collected,,"Peanut, transgenic soybean, and WT seeds in the same growth state were selected. The seeds were disinfected with 70% (v/w) ethanol for 1 min and soaked in 5% (w/v) sodium hypochlorite solution for 15 min, after which the seeds were rinsed 5 to 6 times ...",replicate = biological replicate 2,,,,,not collected,not collected,not collected,not collected,not collected,,,not collected,,6,,not collected,not collected,,,,,,,not collected,not collected,,,,,,,not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress,SRR23368138,SAMN33196662,SRX19309158,SRP421436,PRJNA932570,radicles,P3,B11_L4_196A96,9 days of culture,germinating seed stage,6,,Low temperature treatment of recipient plants at 6 Celsius,not collected,not collected,,"Peanut, transgenic soybean, and WT seeds in the same growth state were selected. The seeds were disinfected with 70% (v/w) ethanol for 1 min and soaked in 5% (w/v) sodium hypochlorite solution for 15 min, after which the seeds were rinsed 5 to 6 times ...",replicate = biological replicate 1,,,,,not collected,not collected,not collected,not collected,not collected,,,not collected,,6,,not collected,not collected,,,,,,,not collected,not collected,,,,,,,not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress,SRR23368139,SAMN33196661,SRX19309157,SRP421436,PRJNA932570,radicles,P3,B12_L4_394X94,9 days of culture,germinating seed stage,6,,Low temperature treatment of recipient plants at 6 Celsius,not collected,not collected,,"Peanut, transgenic soybean, and WT seeds in the same growth state were selected. The seeds were disinfected with 70% (v/w) ethanol for 1 min and soaked in 5% (w/v) sodium hypochlorite solution for 15 min, after which the seeds were rinsed 5 to 6 times ...",replicate = biological replicate 2,,,,,not collected,not collected,not collected,not collected,not collected,,,not collected,,6,,not collected,not collected,,,,,,,not collected,not collected,,,,,,,not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress,SRR23370001,SAMN33199890,SRX19311037,SRP421451,PRJNA932613,roots,P3,Wild-W-rep1,35 days of culture,seedling stage,water 28d,,Recipient soybean under water for 28d biological replicate 1,not collected,not collected,,"The saline-alkali solution with a pH value of 8.9 was prepared as follows; Every 1 L solution contained 2.925 g NaCl, 5.3 g Na2CO3, 37.8 g NaHCO3, and 63.9 g Na2SO4, in a 1: 1: 9: 9 ratio. The original solution was then diluted to 12.5 L and used for s...",biological replicate 1,,,,,not collected,not collected,not collected,not collected,not collected,,,not collected,,25,,not collected,not collected,,,,,,,not collected,not collected,,,,,,,not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress,SRR23370011,SAMN33199882,SRX19311027,SRP421451,PRJNA932613,roots,P3,OE-S-rep2,35 days of culture,seedling stage,saline-alkali stress 28d,,Soybean overexpression of the aldehyde dehydrogenase AhALDH3H1 from Arachis hypogaea under saline-alkali stress for 28d biological replicate 2,not collected,not collected,,"The saline-alkali solution with a pH value of 8.9 was prepared as follows; Every 1 L solution contained 2.925 g NaCl, 5.3 g Na2CO3, 37.8 g NaHCO3, and 63.9 g Na2SO4, in a 1: 1: 9: 9 ratio. The original solution was then diluted to 12.5 L and used for s...",biological replicate 2,,,,,not collected,not collected,not collected,not collected,not collected,,,not collected,,25,,not collected,not collected,,,,,,,not collected,not collected,,,,,,,not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress,SRR23370012,SAMN33199881,SRX19311026,SRP421451,PRJNA932613,roots,P3,OE-S-rep1,35 days of culture,seedling stage,saline-alkali stress 28d,,Soybean overexpression of the aldehyde dehydrogenase AhALDH3H1 from Arachis hypogaea under saline-alkali stress for 28d biological replicate 1,not collected,not collected,,"The saline-alkali solution with a pH value of 8.9 was prepared as follows; Every 1 L solution contained 2.925 g NaCl, 5.3 g Na2CO3, 37.8 g NaHCO3, and 63.9 g Na2SO4, in a 1: 1: 9: 9 ratio. The original solution was then diluted to 12.5 L and used for s...",biological replicate 1,,,,,not collected,not collected,not collected,not collected,not collected,,,not collected,,25,,not collected,not collected,,,,,,,not collected,not collected,,,,,,,not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
con ,SRR21601873,SAMN30885896,SRX17603522,SRP396930,PRJNA879726,Hypocotyl,IPRO8372,4-3,0 hpi,,,,CMES1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
con ,SRR21601874,SAMN30885896,SRX17603521,SRP396930,PRJNA879726,Hypocotyl,IPRO8372,4-2,0 hpi,,,,CMES1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
con ,SRR21601875,SAMN30885896,SRX17603520,SRP396930,PRJNA879726,Hypocotyl,IPRO8372,4-1,0 hpi,,,,CMES1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress,SRR21602936,SAMN30888707,SRX17604576,SRP396930,PRJNA879726,Hypocotyl,IPRO8372,10-3,12 hpi,,,,CMES1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress,SRR21602937,SAMN30888707,SRX17604575,SRP396930,PRJNA879726,Hypocotyl,IPRO8372,10-2,12 hpi,,,,CMES1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress,SRR21602938,SAMN30888707,SRX17604574,SRP396930,PRJNA879726,Hypocotyl,IPRO8372,10-1,12 hpi,,,,CMES1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress,SRR21603502,SAMN30889184,SRX17605139,SRP396930,PRJNA879726,Hypocotyl,IPRO8372,16-3,48 hpi,,,,CMES1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress,SRR21603503,SAMN30889184,SRX17605138,SRP396930,PRJNA879726,Hypocotyl,IPRO8372,16-2,48 hpi,,,,CMES1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress,SRR21603504,SAMN30889184,SRX17605137,SRP396930,PRJNA879726,Hypocotyl,IPRO8372,16-1,48 hpi,,,,CMES1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress,SRR21604337,SAMN30890075,SRX17605868,SRP396930,PRJNA879726,Hypocotyl,IPRO7739,17-1,48 hpi,,,,CMES1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress,SRR21604338,SAMN30890074,SRX17605867,SRP396930,PRJNA879726,Hypocotyl,IPRO7739,11-3,12 hpi,,,,CMES1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress,SRR21604339,SAMN30890074,SRX17605866,SRP396930,PRJNA879726,Hypocotyl,IPRO7739,11-2,12 hpi,,,,CMES1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress,SRR21604340,SAMN30890074,SRX17605865,SRP396930,PRJNA879726,Hypocotyl,IPRO7739,11-1,12 hpi,,,,CMES1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
con ,SRR21604341,SAMN30890073,SRX17605864,SRP396930,PRJNA879726,Hypocotyl,IPRO7739,5-3,0 hpi,,,,CMES1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
con ,SRR21604342,SAMN30890073,SRX17605863,SRP396930,PRJNA879726,Hypocotyl,IPRO7739,5-2,0 hpi,,,,CMES1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
con ,SRR21604343,SAMN30890073,SRX17605862,SRP396930,PRJNA879726,Hypocotyl,IPRO7739,5-1,0 hpi,,,,CMES1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress,SRR21604344,SAMN30890072,SRX17605861,SRP396930,PRJNA879726,Hypocotyl,IPRO8372,22-3,120 hpi,,,,CMES1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress,SRR21604345,SAMN30890076,SRX17605860,SRP396930,PRJNA879726,Hypocotyl,IPRO7739,23-3,120 hpi,,,,CMES1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress,SRR21604346,SAMN30890076,SRX17605859,SRP396930,PRJNA879726,Hypocotyl,IPRO7739,23-2,120 hpi,,,,CMES1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress,SRR21604347,SAMN30890076,SRX17605858,SRP396930,PRJNA879726,Hypocotyl,IPRO7739,23-1,120 hpi,,,,CMES1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress,SRR21604348,SAMN30890075,SRX17605857,SRP396930,PRJNA879726,Hypocotyl,IPRO7739,17-3,48 hpi,,,,CMES1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress,SRR21604349,SAMN30890075,SRX17605856,SRP396930,PRJNA879726,Hypocotyl,IPRO7739,17-2,48 hpi,,,,CMES1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress,SRR21604350,SAMN30890072,SRX17605855,SRP396930,PRJNA879726,Hypocotyl,IPRO8372,22-2,120 hpi,,,,CMES1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress,SRR21604351,SAMN30890072,SRX17605854,SRP396930,PRJNA879726,Hypocotyl,IPRO8372,22-1,120 hpi,,,,CMES1059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
con ,SRR21531412,SAMN30806746,SRX17533765,SRP396280,PRJNA878492,stem,Genesis 5601,39,not applicable,not applicable,,,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
con ,SRR21531413,SAMN30806745,SRX17533764,SRP396280,PRJNA878492,stem,Genesis 5601,37,not applicable,not applicable,,,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
con ,SRR21531414,SAMN30806744,SRX17533763,SRP396280,PRJNA878492,stem,Genesis 5601,35,not applicable,not applicable,,,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
con ,SRR21531415,SAMN30806755,SRX17533762,SRP396280,PRJNA878492,stem,Genesis 5601,57,not applicable,not applicable,,,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
con ,SRR21531416,SAMN30806756,SRX17533761,SRP396280,PRJNA878492,stem,Genesis 5601,59,not applicable,not applicable,,,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
con ,SRR21531417,SAMN30806754,SRX17533760,SRP396280,PRJNA878492,stem,Genesis 5601,55,not applicable,not applicable,,,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
con ,SRR21531418,SAMN30806753,SRX17533759,SRP396280,PRJNA878492,stem,Genesis 5601,53,not applicable,not applicable,,,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
con ,SRR21531419,SAMN30806752,SRX17533758,SRP396280,PRJNA878492,stem,Genesis 5601,51,not applicable,not applicable,,,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
con ,SRR21531420,SAMN30806743,SRX17533757,SRP396280,PRJNA878492,stem,Genesis 5601,33,not applicable,not applicable,,,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
con ,SRR21531421,SAMN30806751,SRX17533756,SRP396280,PRJNA878492,stem,Genesis 5601,49,not applicable,not applicable,,,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
con ,SRR21531422,SAMN30806750,SRX17533755,SRP396280,PRJNA878492,stem,Genesis 5601,47,not applicable,not applicable,,,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
con ,SRR21531423,SAMN30806749,SRX17533754,SRP396280,PRJNA878492,stem,Genesis 5601,45,not applicable,not applicable,,,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
con ,SRR21531424,SAMN30806748,SRX17533753,SRP396280,PRJNA878492,stem,Genesis 5601,43,not applicable,not applicable,,,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
con ,SRR21531425,SAMN30806747,SRX17533752,SRP396280,PRJNA878492,stem,Genesis 5601,41,not applicable,not applicable,,,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
con ,SRR21531426,SAMN30806742,SRX17533751,SRP396280,PRJNA878492,stem,Genesis 5601,31,not applicable,not applicable,,,not applicable,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
con ,SRR18692627,SAMN27487600,SRX14793624,SRP368211,PRJNA824616,not applicable,Williams 82,Gm-Ba-1,,27 days of culture,,,"CGMCC\, NO 20507",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
con ,SRR18692628,SAMN27488112,SRX14793625,SRP368211,PRJNA824616,stem segments,Williams 82,Gm-Ss-3,27 days of culture,,,,"CGMCC\, NO 3.7083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
con ,SRR18693282,SAMN27488514,SRX14794279,SRP368211,PRJNA824616,stem segments,Williams 82,Gm-Ba-2,27 days of culture,,,,"CGMCC\, NO 20507",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
con ,SRR23873981,SAMN33439949,SRX19686033,SRP427534,PRJNA938595,root nodule,C08,sample6-1,28 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
con ,SRR23873982,SAMN33439948,SRX19686032,SRP427534,PRJNA938595,root nodule,C08,sample5-1,28 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
con ,SRR23873983,SAMN33439947,SRX19686031,SRP427534,PRJNA938595,root nodule,C08,sample4-1,28 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
con ,SRR23873984,SAMN33439883,SRX19686030,SRP427534,PRJNA938595,root nodule,C08,sample3-1,28 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
con ,SRR23873985,SAMN33439881,SRX19686029,SRP427534,PRJNA938595,root nodule,C08,sample2-1,28 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
con ,SRR23873986,SAMN33427311,SRX19686028,SRP427534,PRJNA938595,root nodule,CO8,sample1-1,28 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
con ,SRR23683376,SAMN33560458,SRX19546145,SRP425262,PRJNA940288,root,Wlliams 82,RNAi_2_1,,not collected,not collected,,not collected,not collected,not collected,,not collected,,,,,,not collected,not collected,not collected,not collected,not collected,,,not collected,,not collected,,not collected,not collected,,,RNAi_2_1,,,,not collected,not collected,,,,,,,not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
con ,SRR23683377,SAMN33560457,SRX19546144,SRP425262,PRJNA940288,root,Wlliams 82,RNAi_1_1,,not collected,not collected,,not collected,not collected,not collected,,not collected,,,,,,not collected,not collected,not collected,not collected,not collected,,,not collected,,not collected,,not collected,not collected,,,RNAi_1_1,,,,not collected,not collected,,,,,,,not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
con ,SRR23683378,SAMN33560456,SRX19546143,SRP425262,PRJNA940288,root,Wlliams 82,OE_3_1,,not collected,not collected,,not collected,not collected,not collected,,not collected,,,,,,not collected,not collected,not collected,not collected,not collected,,,not collected,,not collected,,not collected,not collected,,,OE_3_1,,,,not collected,not collected,,,,,,,not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
con ,SRR23683379,SAMN33560455,SRX19546142,SRP425262,PRJNA940288,root,Wlliams 82,OE_2_1,,not collected,not collected,,not collected,not collected,not collected,,not collected,,,,,,not collected,not collected,not collected,not collected,not collected,,,not collected,,not collected,,not collected,not collected,,,OE_2_1,,,,not collected,not collected,,,,,,,not collected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress,SRR25444071,SAMN36735055,SRX21177329,SRP451902,PRJNA999461,leaf,KA-1285,KA-1285_Leaf_72h,72 h,V2,200mM NaCl treatment,,KA-1284,KA-1285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress,SRR25444072,SAMN36735054,SRX21177328,SRP451902,PRJNA999461,leaf,KA-1285,KA-1285_Leaf_24h,24 h,V2,200mM NaCl treatment,,KA-1284,KA-1285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress,SRR25444073,SAMN36735053,SRX21177327,SRP451902,PRJNA999461,leaf,KA-1285,KA-1285_Leaf_0h,0 h,V2,200mM NaCl treatment,,KA-1284,KA-1285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress,SRR25444570,SAMN36735243,SRX21177828,SRP451913,PRJNA999468,root,KA-1285,KA-1285_Root_72h,72 h,V2,200mM NaCl treatment,,KA-1285,KA-1285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress,SRR25444571,SAMN36735242,SRX21177827,SRP451913,PRJNA999468,root,KA-1285,KA-1285_Root_24h,24 h,V2,200mM NaCl treatment,,KA-1285,KA-1285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stress,SRR25444572,SAMN36735241,SRX21177826,SRP451913,PRJNA999468,root,KA-1285,KA-1285_Root_0h,0 h,V2,200mM NaCl treatment,,KA-1285,KA-1285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
con ,SRR22536693,SAMN32016129,SRX18500762,SRP411440,PRJNA907965,KRP3 hairy root,Williams 82,KRP3,Young root,early stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
con ,SRR22536694,SAMN32016128,SRX18500761,SRP411440,PRJNA907965,KRP2 hairy root,Williams 82,KRP2,Young root,early stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
con ,SRR22536695,SAMN32016127,SRX18500760,SRP411440,PRJNA907965,KRP1 hairy root,Williams 82,KRP1,Young root,early stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
con ,SRR22536696,SAMN32016126,SRX18500759,SRP411440,PRJNA907965,CK3 hairy root,Williams 82,CK3,Young root,early stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
con ,SRR22536697,SAMN32016125,SRX18500758,SRP411440,PRJNA907965,CK2 hairy root,Williams 82,CK2,Young root,early stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
con ,SRR22536698,SAMN32016124,SRX18500757,SRP411440,PRJNA907965,CK1 hairy root,Williams 82,CK1,Young root,early stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
con ,SRR23931674,SAMN33844086,SRX19741623,SRP428464,PRJNA876203,Shoot,Williams 82,W82sRNA,,V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
con ,SRR23932132,SAMN33844979,SRX19742033,SRP428464,PRJNA876203,Shoot,Williams 82,W82-degradome,,V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
con ,SRR23934211,SAMN33846941,SRX19743969,SRP428464,PRJNA876203,Shoot,RIL334,RIL334,,V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
con ,SRR23934212,SAMN33846940,SRX19743968,SRP428464,PRJNA876203,Shoot,RIL186,RIL186,,V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
con ,SRR23934859,SAMN33845189,SRX19744331,SRP428464,PRJNA876203,Shoot,,W82 shoot RNA-seq,,V1,,,Williams 82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
