biosample,control,stress,drought,bacteria,inoculated,flood,deficit,infest,pathogen,acid,fungal
SAMN00828804,[],[],[],[],[],[],[],[],[],[],[]
SAMN00829056,[],[],[],[],[],[],[],[],[],[],[]
SAMN00829198,[],[],[],[],[],[],[],[],[],[],[]
SAMN00839323,[],[],[],[],[],[],[],[],[],[],[]
SAMN00839324,[],[],[],[],[],[],[],[],[],[],[]
SAMN01779513,[],[],[],[],[],[],[],[],[],[],[]
SAMN01779514,[],[],[],[],[],[],[],[],[],[],[]
SAMN01779515,[],[],[],[],[],[],[],[],[],[],[]
SAMN01779516,[],[],[],[],[],[],[],[],[],[],[]
SAMN01779517,[],[],[],[],[],[],[],[],[],[],[]
SAMN01779518,[],[],[],[],[],[],[],[],[],[],[]
SAMN01779519,[],[],[],[],[],[],[],[],[],[],[]
SAMN01779520,[],[],[],[],[],[],[],[],[],[],[]
SAMN01779521,[],[],[],[],[],[],[],[],[],[],[]
SAMN01779522,[],[],[],[],[],[],[],[],[],[],[]
SAMN01779523,[],[],[],[],[],[],[],[],[],[],[]
SAMN01779524,[],[],[],[],[],[],[],[],[],[],[]
SAMN01797681,[],[],[],[],[],[],[],[],[],[],[]
SAMN01797688,[],[],[],[],[],[],[],[],[],[],[]
SAMN01819907,[],[],[],[],[],[],[],[],[],[],[]
SAMN01819908,[],[],[],[],[],[],[],[],[],[],[]
SAMN01819909,[],[],[],[],[],[],[],[],[],[],[]
SAMN01819910,[],[],[],[],[],[],[],[],[],[],[]
SAMN01819911,[],[],[],[],[],[],[],[],[],[],[]
SAMN01819912,[],[],[],[],[],[],[],[],[],[],[]
SAMN01819913,[],[],[],[],[],[],[],[],[],[],[]
SAMN01819914,[],[],[],[],[],[],[],[],[],[],[]
SAMN01819915,[],[],[],[],[],[],[],[],[],[],[]
SAMN01819916,[],[],[],[],[],[],[],[],[],[],[]
SAMN01819917,[],[],[],[],[],[],[],[],[],[],[]
SAMN01819918,[],[],[],[],[],[],[],[],[],[],[]
SAMN01819919,[],[],[],[],[],[],[],[],[],[],[]
SAMN01819920,[],[],[],[],[],[],[],[],[],[],[]
SAMN01832599,[],[],[],[],[],[],[],[],[],[],[]
SAMN01832600,[],[],[],[],[],[],[],[],[],[],[]
SAMN01832601,[],[],[],[],[],[],[],[],[],[],[]
SAMN01832602,[],[],[],[],[],[],[],[],[],[],[]
SAMN01832603,[],[],[],[],[],[],[],[],[],[],[]
SAMN01832604,[],[],[],[],[],[],[],[],[],[],[]
SAMN01832605,[],[],[],[],[],[],[],[],[],[],[]
SAMN01832606,[],[],[],[],[],[],[],[],[],[],[]
SAMN01832607,[],[],[],[],[],[],[],[],[],[],[]
SAMN01832608,[],[],[],[],[],[],[],[],[],[],[]
SAMN01832609,[],[],[],[],[],[],[],[],[],[],[]
SAMN01832610,[],[],[],[],[],[],[],[],[],[],[]
SAMN01832611,[],[],[],[],[],[],[],[],[],[],[]
SAMN01832612,[],[],[],[],[],[],[],[],[],[],[]
SAMN01832613,[],[],[],[],[],[],[],[],[],[],[]
SAMN01832614,[],[],[],[],[],[],[],[],[],[],[]
SAMN01883193,[],[],[],[],[],[],[],[],[],[],[]
SAMN01883194,[],[],[],[],[],[],[],[],[],[],[]
SAMN01883195,[],[],[],[],[],[],[],[],[],[],[]
SAMN01883196,[],[],[],[],[],[],[],[],[],[],[]
SAMN01883197,[],[],[],[],[],[],[],[],[],[],[]
SAMN01883198,[],[],[],[],[],[],[],[],[],[],[]
SAMN01883199,[],[],[],[],[],[],[],[],[],[],[]
SAMN01883200,[],[],[],[],[],[],[],[],[],[],[]
SAMN01883201,[],[],[],[],[],[],[],[],[],[],[]
SAMN01883202,[],[],[],[],[],[],[],[],[],[],[]
SAMN01883203,[],[],[],[],[],[],[],[],[],[],[]
SAMN01883204,[],[],[],[],[],[],[],[],[],[],[]
SAMN01883205,[],[],[],[],[],[],[],[],[],[],[]
SAMN01883206,[],[],[],[],[],[],[],[],[],[],[]
SAMN01883207,[],[],[],[],[],[],[],[],[],[],[]
SAMN01883208,[],[],[],[],[],[],[],[],[],[],[]
SAMN01883209,[],[],[],[],[],[],[],[],[],[],[]
SAMN01883210,[],[],[],[],[],[],[],[],[],[],[]
SAMN01883211,[],[],[],[],[],[],[],[],[],[],[]
SAMN01883212,[],[],[],[],[],[],[],[],[],[],[]
SAMN01883213,[],[],[],[],[],[],[],[],[],[],[]
SAMN01883214,[],[],[],[],[],[],[],[],[],[],[]
SAMN01883215,[],[],[],[],[],[],[],[],[],[],[]
SAMN01883216,[],[],[],[],[],[],[],[],[],[],[]
SAMN01883217,[],[],[],[],[],[],[],[],[],[],[]
SAMN01883218,[],[],[],[],[],[],[],[],[],[],[]
SAMN01883219,[],[],[],[],[],[],[],[],[],[],[]
SAMN01883220,[],[],[],[],[],[],[],[],[],[],[]
SAMN01883221,[],[],[],[],[],[],[],[],[],[],[]
SAMN01883222,[],[],[],[],[],[],[],[],[],[],[]
SAMN01883223,[],[],[],[],[],[],[],[],[],[],[]
SAMN01883224,[],[],[],[],[],[],[],[],[],[],[]
SAMN01883225,[],[],[],[],[],[],[],[],[],[],[]
SAMN01886330,[],[],[],[],[],[],[],[],[],[],[]
SAMN01886331,[],[],[],[],[],[],[],[],[],[],[]
SAMN01886332,[],[],[],[],[],[],[],[],[],[],[]
SAMN01886333,[],[],[],[],[],[],[],[],[],[],[]
SAMN01886334,[],[],[],[],[],[],[],[],[],[],[]
SAMN01886335,[],[],[],[],[],[],[],[],[],[],[]
SAMN01886336,[],[],[],[],[],[],[],[],[],[],[]
SAMN01886337,[],[],[],[],[],[],[],[],[],[],[]
SAMN01886338,[],[],[],[],[],[],[],[],[],[],[]
SAMN01886339,[],[],[],[],[],[],[],[],[],[],[]
SAMN01886340,[],[],[],[],[],[],[],[],[],[],[]
SAMN01886341,[],[],[],[],[],[],[],[],[],[],[]
SAMN01886342,['title'],[],[],[],[],[],[],[],[],[],[]
SAMN01886343,['title'],[],[],[],[],[],[],[],[],[],[]
SAMN01886344,['title'],[],[],[],[],[],[],[],[],[],[]
SAMN01886345,['title'],[],[],[],[],[],[],[],[],[],[]
SAMN01886346,['title'],[],[],[],[],[],[],[],[],[],[]
SAMN01886347,['title'],[],[],[],[],[],[],[],[],[],[]
SAMN01886348,['title'],[],[],[],[],[],[],[],[],[],[]
SAMN01886349,['title'],[],[],[],[],[],[],[],[],[],[]
SAMN01886350,['title'],[],[],[],[],[],[],[],[],[],[]
SAMN01886351,['title'],[],[],[],[],[],[],[],[],[],[]
SAMN01886352,['title'],[],[],[],[],[],[],[],[],[],[]
SAMN01886353,['title'],[],[],[],[],[],[],[],[],[],[]
SAMN01924501,[],[],[],[],[],[],[],[],[],[],[]
SAMN01924502,[],[],[],[],[],[],[],[],[],[],[]
SAMN01924503,[],[],[],[],[],[],[],[],[],[],[]
SAMN01924548,[],[],[],[],[],[],[],[],[],[],[]
SAMN01924549,[],[],[],[],[],[],[],[],[],[],[]
SAMN01924550,[],[],[],[],[],[],[],[],[],[],[]
SAMN01924551,[],[],[],[],[],[],[],[],[],[],[]
SAMN01924552,[],[],[],[],[],[],[],[],[],[],[]
SAMN01924553,[],[],[],[],[],[],[],[],[],[],[]
SAMN01924554,[],[],[],[],[],[],[],[],[],[],[]
SAMN01924555,[],[],[],[],[],[],[],[],[],[],[]
SAMN02009284,[],[],[],[],[],[],[],[],[],[],[]
SAMN02009285,[],[],[],[],[],[],[],[],[],[],[]
SAMN02009286,[],[],[],[],[],[],[],[],[],[],[]
SAMN02009287,[],[],[],[],[],[],[],[],[],[],[]
SAMN02009288,[],[],[],[],[],[],[],[],[],[],[]
SAMN02009289,[],[],[],[],[],[],[],[],[],[],[]
SAMN02009290,[],[],[],[],[],[],[],[],[],[],[]
SAMN02009291,[],[],[],[],[],[],[],[],[],[],[]
SAMN02009292,[],[],[],[],[],[],[],[],[],[],[]
SAMN02046324,[],[],[],[],[],[],[],[],[],[],[]
SAMN02046325,[],[],[],[],[],[],[],[],[],[],[]
SAMN02046326,[],[],[],[],[],[],[],[],[],[],[]
SAMN02046327,[],[],[],[],[],[],[],[],[],[],[]
SAMN02046328,[],[],[],[],[],[],[],[],[],[],[]
SAMN02046329,[],[],[],[],[],[],[],[],[],[],[]
SAMN02046330,[],[],[],[],[],[],[],[],[],[],[]
SAMN02046331,[],[],[],[],[],[],[],[],[],[],[]
SAMN02046332,[],[],[],[],[],[],[],[],[],[],[]
SAMN02046333,[],[],[],[],[],[],[],[],[],[],[]
SAMN02046334,[],[],[],[],[],[],[],[],[],[],[]
SAMN02046335,[],[],[],[],[],[],[],[],[],[],[]
SAMN02046336,[],[],[],[],[],[],[],[],[],[],[]
SAMN02046337,[],[],[],[],[],[],[],[],[],[],[]
SAMN02046338,[],[],[],[],[],[],[],[],[],[],[]
SAMN02046339,[],[],[],[],[],[],[],[],[],[],[]
SAMN02046340,[],[],[],[],[],[],[],[],[],[],[]
SAMN02046341,[],[],[],[],[],[],[],[],[],[],[]
SAMN02046342,[],[],[],[],[],[],[],[],[],[],[]
SAMN02046343,[],[],[],[],[],[],[],[],[],[],[]
SAMN02046344,[],[],[],[],[],[],[],[],[],[],[]
SAMN02046345,[],[],[],[],[],[],[],[],[],[],[]
SAMN02047222,[],[],[],[],[],[],[],[],[],[],[]
SAMN02047223,[],[],[],[],[],[],[],[],[],[],[]
SAMN02047224,[],[],[],[],[],[],[],[],[],[],[]
SAMN02047225,[],[],[],[],[],[],[],[],[],[],[]
SAMN02047226,[],[],[],[],[],[],[],[],[],[],[]
SAMN02047227,[],[],[],[],[],[],[],[],[],[],[]
SAMN02047228,[],[],[],[],[],[],[],[],[],[],[]
SAMN02047229,[],[],[],[],[],[],[],[],[],[],[]
SAMN02047230,[],[],[],[],[],[],[],[],[],[],[]
SAMN02047231,[],[],[],[],[],[],[],[],[],[],[]
SAMN02047232,[],[],[],[],[],[],[],[],[],[],[]
SAMN02047233,[],[],[],[],[],[],[],[],[],[],[]
SAMN02047234,[],[],[],[],[],[],[],[],[],[],[]
SAMN02047235,[],[],[],[],[],[],[],[],[],[],[]
SAMN02047236,[],[],[],[],[],[],[],[],[],[],[]
SAMN02047237,[],[],[],[],[],[],[],[],[],[],[]
SAMN02047238,[],[],[],[],[],[],[],[],[],[],[]
SAMN02047239,[],[],[],[],[],[],[],[],[],[],[]
SAMN02047240,[],[],[],[],[],[],[],[],[],[],[]
SAMN02047241,[],[],[],[],[],[],[],[],[],[],[]
SAMN02047242,[],[],[],[],[],[],[],[],[],[],[]
SAMN02047243,[],[],[],[],[],[],[],[],[],[],[]
SAMN02047244,[],[],[],[],[],[],[],[],[],[],[]
SAMN02047245,[],[],[],[],[],[],[],[],[],[],[]
SAMN02047246,[],[],[],[],[],[],[],[],[],[],[]
SAMN02047247,[],[],[],[],[],[],[],[],[],[],[]
SAMN02047248,[],[],[],[],[],[],[],[],[],[],[]
SAMN02047249,[],[],[],[],[],[],[],[],[],[],[]
SAMN02047250,[],[],[],[],[],[],[],[],[],[],[]
SAMN02047251,[],[],[],[],[],[],[],[],[],[],[]
SAMN02138515,[],[],[],[],"['sample_name', 'attributes', 'jattr', 'primary_search', 'Identifiers']",[],[],[],[],[],[]
SAMN02140063,[],[],[],[],[],[],[],[],[],[],[]
SAMN02140064,[],[],[],[],[],[],[],[],[],[],[]
SAMN02141514,[],[],[],[],[],[],[],[],[],[],[]
SAMN02141624,[],[],[],[],"['sample_name', 'attributes', 'jattr', 'primary_search', 'title', 'Identifiers']",[],[],[],[],[],[]
SAMN02147106,[],[],[],[],[],[],[],[],[],[],[]
SAMN02147117,[],[],[],[],[],[],[],[],[],[],[]
SAMN02191990,"['attributes', 'jattr', 'treatment_sam_ss_dpl55', 'Attributes']",[],[],[],[],[],[],[],[],[],[]
SAMN02191991,[],[],"['attributes', 'jattr', 'treatment_sam_ss_dpl55', 'Attributes']",[],[],[],[],[],[],[],[]
SAMN02191992,[],[],[],[],[],[],[],[],[],[],[]
SAMN02191993,"['attributes', 'jattr', 'treatment_sam_ss_dpl55', 'Attributes']",[],[],[],[],[],[],[],[],[],[]
SAMN02191994,[],[],"['attributes', 'jattr', 'treatment_sam_ss_dpl55', 'Attributes']",[],[],[],[],[],[],[],[]
SAMN02191995,"['attributes', 'jattr', 'treatment_sam_ss_dpl55', 'Attributes']",[],[],[],[],[],[],[],[],[],[]
SAMN02191996,[],[],"['attributes', 'jattr', 'treatment_sam_ss_dpl55', 'Attributes']",[],[],[],[],[],[],[],[]
SAMN02191997,[],[],[],[],[],[],[],[],[],[],[]
SAMN02191998,[],[],[],[],[],[],[],[],[],[],[]
SAMN02191999,[],[],[],[],[],[],[],[],[],[],[]
SAMN02192000,[],[],[],[],[],[],[],[],[],[],[]
SAMN02192001,[],[],[],[],[],[],[],[],[],[],[]
SAMN02192002,[],[],[],[],[],[],[],[],[],[],[]
SAMN02192003,[],[],[],[],[],[],[],[],[],[],[]
SAMN02192004,[],[],[],[],[],[],[],[],[],[],[]
SAMN02192005,[],[],[],[],[],[],[],[],[],[],[]
SAMN02192006,[],[],[],[],[],[],[],[],[],[],[]
SAMN02192007,[],[],[],[],[],[],[],[],[],[],[]
SAMN02192008,[],[],[],[],[],[],[],[],[],[],[]
SAMN02192009,[],[],[],[],[],[],[],[],[],[],[]
SAMN02192010,[],[],[],[],[],[],[],[],[],[],[]
SAMN02192011,[],[],[],[],[],[],[],[],[],[],[]
SAMN02192012,[],[],[],[],[],[],[],[],[],[],[]
SAMN02192013,[],[],[],[],[],[],[],[],[],[],[]
SAMN02197688,[],[],[],[],[],[],[],[],[],[],[]
SAMN02197689,[],[],[],[],[],[],[],[],[],[],[]
SAMN02197690,[],[],[],[],[],[],[],[],[],[],[]
SAMN02197691,[],[],[],[],[],[],[],[],[],[],[]
SAMN02197692,[],[],[],[],[],[],[],[],[],[],[]
SAMN02197693,[],[],[],[],[],[],[],[],[],[],[]
SAMN02197694,[],[],[],[],[],[],[],[],[],[],[]
SAMN02197696,[],[],[],[],[],[],[],[],[],[],[]
SAMN02197697,[],[],[],[],[],[],[],[],[],[],[]
SAMN02197698,[],[],[],[],[],[],[],[],[],[],[]
SAMN02197699,[],[],[],[],[],[],[],[],[],[],[]
SAMN02197700,[],[],[],[],[],[],[],[],[],[],[]
SAMN02197701,[],[],[],[],[],[],[],[],[],[],[]
SAMN02197702,[],[],[],[],[],[],[],[],[],[],[]
SAMN02215336,[],[],[],[],[],[],[],[],[],[],[]
SAMN02215337,[],[],[],[],[],[],[],[],[],[],[]
SAMN02215338,[],[],[],[],[],[],[],[],[],[],[]
SAMN02215341,[],[],[],[],[],[],[],[],[],[],[]
SAMN02215342,[],[],[],[],[],[],[],[],[],[],[]
SAMN02215343,[],[],[],[],[],[],[],[],[],[],[]
SAMN02215345,[],[],[],[],[],[],[],[],[],[],[]
SAMN02215346,[],[],[],[],[],[],[],[],[],[],[]
SAMN02215347,[],[],[],[],[],[],[],[],[],[],[]
SAMN02215348,[],[],[],[],[],[],[],[],[],[],[]
SAMN02215349,[],[],[],[],[],[],[],[],[],[],[]
SAMN02215350,[],[],[],[],[],[],[],[],[],[],[]
SAMN02225589,[],[],[],[],"['attributes', 'jattr', 'inoculation_sam', 'Attributes']",[],[],[],[],[],[]
SAMN02225590,[],[],[],[],"['attributes', 'jattr', 'inoculation_sam', 'Attributes']",[],[],[],[],[],[]
SAMN02225591,[],[],[],[],"['attributes', 'jattr', 'inoculation_sam', 'Attributes']",[],[],[],[],[],[]
SAMN02225592,[],[],[],[],"['attributes', 'jattr', 'inoculation_sam', 'Attributes']",[],[],[],[],[],[]
SAMN02225593,[],[],[],[],"['attributes', 'jattr', 'inoculation_sam', 'Attributes']",[],[],[],[],[],[]
SAMN02225594,[],[],[],[],"['attributes', 'jattr', 'inoculation_sam', 'Attributes']",[],[],[],[],[],[]
SAMN02225595,[],[],[],[],"['attributes', 'jattr', 'inoculation_sam', 'Attributes']",[],[],[],[],[],[]
SAMN02225596,[],[],[],[],"['attributes', 'jattr', 'inoculation_sam', 'Attributes']",[],[],[],[],[],[]
SAMN02225597,[],[],[],[],"['attributes', 'jattr', 'inoculation_sam', 'Attributes']",[],[],[],[],[],[]
SAMN02225598,[],[],[],[],"['attributes', 'jattr', 'inoculation_sam', 'Attributes']",[],[],[],[],[],[]
SAMN02225599,[],[],[],[],"['attributes', 'jattr', 'inoculation_sam', 'Attributes']",[],[],[],[],[],[]
SAMN02225600,[],[],[],[],"['attributes', 'jattr', 'inoculation_sam', 'Attributes']",[],[],[],[],[],[]
SAMN02225601,[],[],[],[],"['attributes', 'jattr', 'inoculation_sam', 'Attributes']",[],[],[],[],[],[]
SAMN02225602,[],[],[],[],"['attributes', 'jattr', 'inoculation_sam', 'Attributes']",[],[],[],[],[],[]
SAMN02225603,[],[],[],[],"['attributes', 'jattr', 'inoculation_sam', 'Attributes']",[],[],[],[],[],[]
SAMN02225604,[],[],[],[],"['attributes', 'jattr', 'inoculation_sam', 'Attributes']",[],[],[],[],[],[]
SAMN02225605,[],[],[],[],"['attributes', 'jattr', 'inoculation_sam', 'Attributes']",[],[],[],[],[],[]
SAMN02225606,[],[],[],[],"['attributes', 'jattr', 'inoculation_sam', 'Attributes']",[],[],[],[],[],[]
SAMN02225607,[],[],[],[],"['attributes', 'jattr', 'inoculation_sam', 'Attributes']",[],[],[],[],[],[]
SAMN02225608,[],[],[],[],"['attributes', 'jattr', 'inoculation_sam', 'Attributes']",[],[],[],[],[],[]
SAMN02225609,[],[],[],[],"['attributes', 'jattr', 'inoculation_sam', 'Attributes']",[],[],[],[],[],[]
SAMN02225610,[],[],[],[],"['attributes', 'jattr', 'inoculation_sam', 'Attributes']",[],[],[],[],[],[]
SAMN02261680,[],[],[],[],[],[],[],[],[],[],[]
SAMN02261681,[],[],[],[],[],[],[],[],[],[],[]
SAMN02261682,[],[],[],[],[],[],[],[],[],[],[]
SAMN02261683,[],[],[],[],[],[],[],[],[],[],[]
SAMN02261684,[],[],[],[],[],[],[],[],[],[],[]
SAMN02261685,[],[],[],[],[],[],[],[],[],[],[]
SAMN02261686,[],[],[],[],[],[],[],[],[],[],[]
SAMN02261687,[],[],[],[],[],[],[],[],[],[],[]
SAMN02261688,[],[],[],[],[],[],[],[],[],[],[]
SAMN02261689,[],[],[],[],[],[],[],[],[],[],[]
SAMN02261690,[],[],[],[],[],[],[],[],[],[],[]
SAMN02261691,[],[],[],[],[],[],[],[],[],[],[]
SAMN02314546,[],[],[],[],[],[],[],[],[],[],[]
SAMN02314547,[],[],[],[],[],[],[],[],[],[],[]
SAMN02314548,[],[],[],[],[],[],[],[],[],[],[]
SAMN02314549,[],[],[],[],[],[],[],[],[],[],[]
SAMN02314550,[],[],[],[],[],[],[],[],[],[],[]
SAMN02314551,[],[],[],[],[],[],[],[],[],[],[]
SAMN02314552,[],[],[],[],[],[],[],[],[],[],[]
SAMN02314553,[],[],[],[],[],[],[],[],[],[],[]
SAMN02324200,[],[],[],[],[],[],[],[],[],[],[]
SAMN02324424,[],[],[],[],[],[],[],[],[],[],[]
SAMN02324425,[],[],[],[],[],[],[],[],[],[],[]
SAMN02324426,[],[],[],[],[],[],[],[],[],[],[]
SAMN02324427,[],[],[],[],[],[],[],[],[],[],[]
SAMN02352878,[],[],[],[],[],[],[],[],[],[],[]
SAMN02352879,[],[],[],[],[],[],[],[],[],"['sample_name', 'attributes', 'jattr', 'primary_search', 'title', 'Identifiers']",[]
SAMN02352880,[],[],[],[],[],[],[],[],[],[],[]
SAMN02352881,"['attributes', 'jattr', 'primary_search']",[],[],[],[],[],[],[],[],[],[]
SAMN02358841,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358842,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358844,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358845,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358847,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358848,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358849,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358850,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358851,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358852,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358853,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358854,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358855,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358856,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358857,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358858,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358859,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358860,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358861,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358862,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358863,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358864,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358865,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358866,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358867,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358868,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358869,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358870,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358871,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358872,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358873,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358874,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358875,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358876,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358877,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358878,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358879,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358880,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358881,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358882,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358883,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358884,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358885,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358886,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358887,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358888,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358889,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358890,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358891,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358893,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358896,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358899,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358900,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358901,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358902,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358903,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358905,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358906,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358907,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358908,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358909,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358910,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358911,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358912,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358913,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358916,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358917,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358918,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358919,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358921,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358922,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358923,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358924,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358925,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358926,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358927,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358928,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358929,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358930,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358931,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358932,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358933,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358934,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358935,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358936,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358937,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358938,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358939,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358940,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358941,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358942,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358943,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358944,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358945,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358946,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358947,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358950,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358951,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358953,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358954,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358955,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358956,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358957,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358958,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358959,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358960,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358962,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358963,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358965,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358966,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358967,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358971,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358972,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358973,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358974,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358975,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358976,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358978,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358979,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358980,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358981,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358982,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358983,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358984,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358985,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358987,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358989,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358990,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358991,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358992,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358995,[],[],[],[],[],[],[],[],[],[],[]
SAMN02358996,[],[],[],[],[],[],[],[],[],[],[]
