biosample,leave,leaf,seed,crown,shoot,stem,hypocotyl,pod,root,embryo,cotyledon,petiole,radicle,ovule,ovary
SAMN09716321,{},{},{},{},"{'tissue_sam_ss_dpl145': 'The whole shoot above cotelydon', 'tissue': 'The whole shoot above cotelydon'}",{},{},{},{},{},{},{},{},{},{}
SAMN21359749,{},"{'tissue_sam_ss_dpl145': '1st trifoliolate leaflets', 'tissue': '1st trifoliolate leaflets'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21359814,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Root', 'tissue': 'Root'}",{},{},{},{},{},{}
SAMN30890075,{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Hypocotyl', 'tissue': 'Hypocotyl'}",{},{},{},{},{},{},{},{}
SAMN33463394,"{'tissue_sam_ss_dpl145': 'Leaves (first trifoliate stage)', 'tissue': 'Leaves (first trifoliate stage)'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN25263502,{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Pod', 'tissue': 'Pod'}",{},{},{},{},{},{},{}
SAMN34510065,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'root', 'tissue': 'root'}",{},{},{},{},{},{}
SAMN23131639,{},"{'tissue_sam_ss_dpl145': '1st trifoliolate leaflets', 'tissue': '1st trifoliolate leaflets'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN39205347,{},"{'tissue_sam_ss_dpl145': 'Leaf tissue from V4 stage', 'tissue': 'Leaf tissue from V4 stage'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN38355132,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'root', 'tissue': 'root'}",{},{},{},{},{},{}
SAMN31521699,{},{},"{'tissue_sam_ss_dpl145': 'Seed', 'tissue': 'Seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN09716520,{},{},{},{},"{'tissue_sam_ss_dpl145': 'The whole shoot above cotelydon', 'tissue': 'The whole shoot above cotelydon'}",{},{},{},{},{},{},{},{},{},{}
SAMN40001348,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN16294990,{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'meristem', 'tissue': 'meristem'}",{},{},{},{},{},{},{},{},{}
SAMN03797939,{},"{'tissue_sam_ss_dpl145': 'R2 stage-Leaf tissue', 'tissue': 'R2 stage-Leaf tissue'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN37004731,{},{},{},{},"{'tissue_sam_ss_dpl145': 'shoot', 'tissue': 'shoot'}",{},{},{},{},{},{},{},{},{},{}
SAMN03406695,{},{},"{'tissue_sam_ss_dpl145': 'Seedling', 'tissue': 'Seedling'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN30428955,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Root', 'tissue': 'Root'}",{},{},{},{},{},{}
SAMN05755947,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN31831518,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN04364221,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'root', 'tissue': 'root'}",{},{},{},{},{},{}
SAMN29911754,{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'stem', 'tissue': 'stem'}",{},{},{},{},{},{},{},{},{}
SAMN10721153,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Whole roots', 'tissue': 'Whole roots'}",{},{},{},{},{},{}
SAMN09078200,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN13175302,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'root', 'tissue': 'root'}",{},{},{},{},{},{}
SAMD00161793,{},{},{},{},{},{'tissue_sam_ss_dpl145': 'main stem'},{},{},{'tissue': 'Cell cultures derived from root tissues'},{},{},{},{},{},{}
SAMN32153635,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21359779,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Root', 'tissue': 'Root'}",{},{},{},{},{},{}
SAMN19653800,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'root', 'tissue': 'root'}",{},{},{},{},{},{}
SAMN09513408,{},{},{},"{'tissue_sam_ss_dpl145': 'inoculation site: ~2 cm below the crown', 'tissue': 'inoculation site: ~2 cm below the crown'}",{},{},{},{},{},{},{},{},{},{},{}
SAMN16132144,{},"{'tissue_sam_ss_dpl145': 'unifoliate leaf', 'tissue': 'unifoliate leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN16198191,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Root', 'tissue': 'Root'}",{},{},{},{},{},{}
SAMN32153955,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN19355588,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': '1 cm of the root tip', 'tissue': '1 cm of the root tip'}",{},{},{},{},{},{}
SAMN18929633,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21873507,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'root', 'tissue': 'root'}",{},{},{},{},{},{}
SAMN15097876,{},"{'tissue_sam_ss_dpl145': 'Leaf', 'tissue': 'Leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN29395024,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN40001423,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN05755949,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN05580198,{},"{'tissue_sam_ss_dpl145': 'Leaf', 'tissue': 'Leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN03083697,{},"{'tissue_sam_ss_dpl145': 'Leaf', 'tissue': 'Leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN16424524,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN09513486,{},{},{},"{'tissue_sam_ss_dpl145': 'inoculation site: ~2 cm below the crown', 'tissue': 'inoculation site: ~2 cm below the crown'}",{},{},{},{},{},{},{},{},{},{},{}
SAMN03755610,"{'tissue_sam_ss_dpl145': 'leaves', 'tissue': 'leaves'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN29911704,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'root', 'tissue': 'root'}",{},{},{},{},{},{}
SAMN08461572,{},{},{},{},"{'tissue_sam_ss_dpl145': 'shoot apical meristem', 'tissue': 'shoot apical meristem'}","{'tissue_sam_ss_dpl145': 'shoot apical meristem', 'tissue': 'shoot apical meristem'}",{},{},{},{},{},{},{},{},{}
SAMN09716105,{},{},{},{},"{'tissue_sam_ss_dpl145': 'The whole shoot above cotelydon', 'tissue': 'The whole shoot above cotelydon'}",{},{},{},{},{},{},{},{},{},{}
SAMN18877647,{},{},{},{},"{'tissue_sam_ss_dpl145': 'shoot', 'tissue': 'shoot'}",{},{},{},{},{},{},{},{},{},{}
SAMN12868673,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Infected roots', 'tissue': 'Infected roots'}",{},{},{},{},{},{}
SAMN32153727,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN29914743,"{'tissue_sam_ss_dpl145': 'leaves', 'tissue': 'leaves'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN39995223,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN26566125,{},"{'tissue_sam_ss_dpl145': 'Leaf', 'tissue': 'Leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN02047245,{},{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'embryo', 'tissue': 'embryo'}",{},{},{},{},{}
SAMN39205451,{},"{'tissue_sam_ss_dpl145': 'Leaf tissue from V4 stage', 'tissue': 'Leaf tissue from V4 stage'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN30227633,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Root', 'tissue': 'Root'}",{},{},{},{},{},{}
SAMN30806748,{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'stem', 'tissue': 'stem'}",{},{},{},{},{},{},{},{},{}
SAMN09715966,{},{},{},{},"{'tissue_sam_ss_dpl145': 'The whole shoot above cotelydon', 'tissue': 'The whole shoot above cotelydon'}",{},{},{},{},{},{},{},{},{},{}
SAMN19243709,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN17266875,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN37224544,"{'tissue_sam_ss_dpl145': 'leaves', 'tissue': 'leaves'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN09513513,{},{},{},"{'tissue_sam_ss_dpl145': 'inoculation site: ~2 cm below the crown', 'tissue': 'inoculation site: ~2 cm below the crown'}",{},{},{},{},{},{},{},{},{},{},{}
SAMN09716353,{},{},{},{},"{'tissue_sam_ss_dpl145': 'The whole shoot above cotelydon', 'tissue': 'The whole shoot above cotelydon'}",{},{},{},{},{},{},{},{},{},{}
SAMN37888511,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'root', 'tissue': 'root'}",{},{},{},{},{},{}
SAMN09513427,{},{},{},"{'tissue_sam_ss_dpl145': 'inoculation site: ~2 cm below the crown', 'tissue': 'inoculation site: ~2 cm below the crown'}",{},{},{},{},{},{},{},{},{},{},{}
SAMN19021060,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'roots from soybean', 'tissue': 'roots from soybean'}",{},{},{},{},{},{}
SAMN19271361,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN40001405,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN10740390,{},"{'tissue_sam_ss_dpl145': 'Leaf', 'tissue': 'Leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN38212224,{},{},"{'tissue_sam_ss_dpl145': 'Dry seed', 'tissue': 'Dry seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN00265081,{},{},"{'tissue_sam_ss_dpl145': 'whole seeds', 'tissue': 'whole seeds'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN19901957,{},"{'tissue_sam_ss_dpl145': 'Leaf', 'tissue': 'Leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN41725145,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN06158140,"{'tissue_sam_ss_dpl145': 'trifoliate leaves', 'tissue': 'trifoliate leaves'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN33196661,{},{},{},{},{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'radicles', 'tissue': 'radicles'}",{},{}
SAMN11807741,"{'tissue_sam_ss_dpl145': 'first trifoliate leaves and apex', 'tissue': 'first trifoliate leaves and apex'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN15648546,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN15647386,{},{},{},{},"{'tissue_sam_ss_dpl145': 'the short reads RNAseq of heterograft soybean shoots', 'tissue': 'the short reads RNAseq of heterograft soybean shoots'}",{},{},{},{},{},{},{},{},{},{}
SAMN07147960,{},{},"{'tissue_sam_ss_dpl145': 'seed coat', 'tissue': 'seed coat'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN39309681,"{'tissue_sam_ss_dpl145': 'Leaves', 'tissue': 'Leaves'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN29914722,"{'tissue_sam_ss_dpl145': 'leaves', 'tissue': 'leaves'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN32735683,{},{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'embryo', 'tissue': 'embryo'}",{},{},{},{},{}
SAMN12158002,{},{},"{'tissue_sam_ss_dpl145': 'Developping seeds', 'tissue': 'Developping seeds'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN13104239,{},"{'tissue_sam_ss_dpl145': 'Leaf', 'tissue': 'Leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN37387610,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN12099681,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'root', 'tissue': 'root'}",{},{},{},{},{},{}
SAMN27281653,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN17141048,"{'tissue_sam_ss_dpl145': 'leaves', 'tissue': 'leaves'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN09716114,{},{},{},{},"{'tissue_sam_ss_dpl145': 'The whole shoot above cotelydon', 'tissue': 'The whole shoot above cotelydon'}",{},{},{},{},{},{},{},{},{},{}
SAMN32153662,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN02644803,{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Stem1', 'tissue': 'Stem1'}",{},{},{},{},{},{},{},{},{}
SAMN09716590,{},{},{},{},"{'tissue_sam_ss_dpl145': 'The whole shoot above cotelydon', 'tissue': 'The whole shoot above cotelydon'}",{},{},{},{},{},{},{},{},{},{}
SAMN06320228,"{'tissue_sam_ss_dpl145': 'Top fully expanded trifoliolate leaves', 'tissue': 'Top fully expanded trifoliolate leaves'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN19243722,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN12727384,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN03014474,{},{},{},{},"{'tissue_sam_ss_dpl145': 'shoot', 'tissue': 'shoot'}",{},{},{},{},{},{},{},{},{},{}
SAMN33359915,{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'stem', 'tissue': 'stem'}",{},{},{},{},{},{},{},{},{}
SAMN32153786,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN37961034,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'root', 'tissue': 'root'}",{},{},{},{},{},{}
SAMN01779520,"{'tissue_sam_ss_dpl145': 'Trifoliolate leaves', 'tissue': 'Trifoliolate leaves'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN32153946,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN31361601,{},"{'tissue_sam_ss_dpl145': 'Leaf', 'tissue': 'Leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN05580205,{},"{'tissue_sam_ss_dpl145': 'Leaf', 'tissue': 'Leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN32153917,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN36011933,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN41725132,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21359727,{},"{'tissue_sam_ss_dpl145': '1st trifoliolate leaflets', 'tissue': '1st trifoliolate leaflets'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN38636118,"{'tissue_sam_ss_dpl145': 'leaves', 'tissue': 'leaves'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN39205491,{},"{'tissue_sam_ss_dpl145': 'Leaf tissue from V4 stage', 'tissue': 'Leaf tissue from V4 stage'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN40643011,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'root1', 'tissue': 'root1'}",{},{},{},{},{},{}
SAMN15648601,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN14574492,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'roots', 'tissue': 'roots'}",{},{},{},{},{},{}
SAMN37542004,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Root', 'tissue': 'Root'}",{},{},{},{},{},{}
SAMN18736599,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN39205467,{},"{'tissue_sam_ss_dpl145': 'Leaf tissue from V4 stage', 'tissue': 'Leaf tissue from V4 stage'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN23131672,{},"{'tissue_sam_ss_dpl145': '1st trifoliolate leaflets', 'tissue': '1st trifoliolate leaflets'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN32153565,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN32637992,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'root', 'tissue': 'root'}",{},{},{},{},{},{}
SAMN31100634,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'root', 'tissue': 'root'}",{},{},{},{},{},{}
SAMN31100626,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'root', 'tissue': 'root'}",{},{},{},{},{},{}
SAMN05755966,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN10740402,{},"{'tissue_sam_ss_dpl145': 'Leaf', 'tissue': 'Leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN15648197,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN04338524,{},"{'tissue_sam_ss_dpl145': 'Soybean leaf', 'tissue': 'Soybean leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN41725190,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN32153951,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN07202302,"{'tissue_sam_ss_dpl145': 'leaves', 'tissue': 'leaves'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN30685028,"{'tissue_sam_ss_dpl145': 'Leaves', 'tissue': 'Leaves'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN08287153,{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'stem', 'tissue': 'stem'}",{},{},{},{},{},{},{},{},{}
SAMN04364218,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'root', 'tissue': 'root'}",{},{},{},{},{},{}
SAMN25263518,{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Pod', 'tissue': 'Pod'}",{},{},{},{},{},{},{}
SAMN35882917,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'ROOT', 'tissue': 'ROOT'}",{},{},{},{},{},{}
SAMN09078249,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN13104259,{},"{'tissue_sam_ss_dpl145': 'Leaf', 'tissue': 'Leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN11461635,{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'pods', 'tissue': 'pods'}",{},{},{},{},{},{},{}
SAMN09716519,{},{},{},{},"{'tissue_sam_ss_dpl145': 'The whole shoot above cotelydon', 'tissue': 'The whole shoot above cotelydon'}",{},{},{},{},{},{},{},{},{},{}
SAMN09078205,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN25263506,{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Pod', 'tissue': 'Pod'}",{},{},{},{},{},{},{}
SAMN09513461,{},{},{},"{'tissue_sam_ss_dpl145': 'inoculation site: ~2 cm below the crown', 'tissue': 'inoculation site: ~2 cm below the crown'}",{},{},{},{},{},{},{},{},{},{},{}
SAMN21359767,{},"{'tissue_sam_ss_dpl145': '1st trifoliolate leaflets', 'tissue': '1st trifoliolate leaflets'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN07521014,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN28898364,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN30344320,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'roots', 'tissue': 'roots'}",{},{},{},{},{},{}
SAMN24974157,"{'tissue_sam_ss_dpl145': 'leaves', 'tissue': 'leaves'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN04932645,{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Stem', 'tissue': 'Stem'}",{},{},{},{},{},{},{},{},{}
SAMN33463395,"{'tissue_sam_ss_dpl145': 'Leaves (first trifoliate stage)', 'tissue': 'Leaves (first trifoliate stage)'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN07202327,"{'tissue_sam_ss_dpl145': 'leaves', 'tissue': 'leaves'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN23131677,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'whole root', 'tissue': 'whole root'}",{},{},{},{},{},{}
SAMN22371159,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN15648349,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN12868657,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Roots without infection', 'tissue': 'Roots without infection'}",{},{},{},{},{},{}
SAMN30227623,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Root', 'tissue': 'Root'}",{},{},{},{},{},{}
SAMN15648435,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21216018,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Whole Root', 'tissue': 'Whole Root'}",{},{},{},{},{},{}
SAMN09716517,{},{},{},{},"{'tissue_sam_ss_dpl145': 'The whole shoot above cotelydon', 'tissue': 'The whole shoot above cotelydon'}",{},{},{},{},{},{},{},{},{},{}
SAMN33295271,{},{},"{'tissue_sam_ss_dpl145': 'seed development embryo R5.3 replicate 2', 'tissue': 'seed development embryo R5.3 replicate 2'}",{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'seed development embryo R5.3 replicate 2', 'tissue': 'seed development embryo R5.3 replicate 2'}",{},{},{},{},{}
SAMN21359861,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Root', 'tissue': 'Root'}",{},{},{},{},{},{}
SAMN22612659,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN23131680,{},"{'tissue_sam_ss_dpl145': '1st trifoliolate leaflets', 'tissue': '1st trifoliolate leaflets'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN16483348,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN32153613,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN10476539,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN11849872,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Roots', 'tissue': 'Roots'}",{},{},{},{},{},{}
SAMN31202781,{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'hypocotyl', 'tissue': 'hypocotyl'}",{},{},{},{},{},{},{},{}
SAMN21359732,{},"{'tissue_sam_ss_dpl145': '1st trifoliolate leaflets', 'tissue': '1st trifoliolate leaflets'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN02046333,{},{},{},{},{},{},{},{},{},{},{'tissue': 'Soybean Early Maturation Stage-Cotyledon Vasculature'},{},{},{},{}
SAMN19021072,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'roots from soybean', 'tissue': 'roots from soybean'}",{},{},{},{},{},{}
SAMN35085250,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Root', 'tissue': 'Root'}",{},{},{},{},{},{}
SAMN15648506,{},{},"{'tissue_sam_ss_dpl145': 'seed', 'tissue': 'seed'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN33590281,{},{},{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Root nodule', 'tissue': 'Root nodule'}",{},{},{},{},{},{}
SAMN15097875,{},"{'tissue_sam_ss_dpl145': 'Leaf', 'tissue': 'Leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN19245820,{},"{'tissue_sam_ss_dpl145': 'leaf', 'tissue': 'leaf'}",{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN09715852,{},{},{},{},"{'tissue_sam_ss_dpl145': 'The whole shoot above cotelydon', 'tissue': 'The whole shoot above cotelydon'}",{},{},{},{},{},{},{},{},{},{}
SAMN30875271,{},{},{},{},{},{},"{'tissue_sam_ss_dpl145': 'Hypocotyl', 'tissue': 'Hypocotyl'}",{},{},{},{},{},{},{},{}
