biosample,bioproject,tejido,estres,tratamiento
SAMN37387625,PRJNA1016048,leaf,,treatment
SAMN37387626,PRJNA1016048,leaf,,treatment
SAMN37387627,PRJNA1016048,leaf,,treatment
SAMN37387628,PRJNA1016048,leaf,,treatment
SAMN37387629,PRJNA1016048,leaf,,treatment
SAMN37387630,PRJNA1016048,leaf,,treatment
SAMN37390366,PRJNA1017173,nodule,mineral poisoning,treatment
SAMN37390367,PRJNA1017173,nodule,mineral poisoning,treatment
SAMN37390368,PRJNA1017173,root,mineral poisoning,treatment
SAMN37390369,PRJNA1017173,nodule,mineral poisoning,control
SAMN37390370,PRJNA1017173,root,mineral poisoning,control
SAMN37390371,PRJNA1017173,root,mineral poisoning,control
SAMN37390372,PRJNA1017173,nodule,mineral poisoning,treatment
SAMN37390373,PRJNA1017173,root,mineral poisoning,treatment
SAMN37390374,PRJNA1017173,root,mineral poisoning,treatment
SAMN37390375,PRJNA1017173,nodule,mineral poisoning,treatment
SAMN37390376,PRJNA1017173,root,mineral poisoning,treatment
SAMN37390377,PRJNA1017173,nodule,mineral poisoning,treatment
SAMN37390378,PRJNA1017173,nodule,mineral poisoning,control
SAMN37390379,PRJNA1017173,nodule,mineral poisoning,control
SAMN37390380,PRJNA1017173,nodule,mineral poisoning,control
SAMN37390381,PRJNA1017173,nodule,mineral poisoning,treatment
SAMN37390382,PRJNA1017173,nodule,mineral poisoning,treatment
SAMN37390383,PRJNA1017173,nodule,mineral poisoning,treatment
SAMN37420853,PRJNA1017882,leaf,other,treatment
SAMN37420863,PRJNA1017882,leaf,other,control
SAMN37420864,PRJNA1017882,leaf,other,treatment
SAMN37420865,PRJNA1017882,leaf,other,treatment
SAMN37422330,PRJNA1017884,leaf,other,treatment
SAMN37422331,PRJNA1017884,leaf,bacteria,control
SAMN37422332,PRJNA1017884,leaf,bacteria,treatment
SAMN37422361,PRJNA1017884,leaf,bacteria,control
SAMN37542004,PRJNA1021012,root,,control
SAMN37542005,PRJNA1021012,root,bacteria,control
SAMN37543030,PRJNA1021045,root,bacteria,treatment
SAMN37543031,PRJNA1021045,root,bacteria,treatment
SAMN37543032,PRJNA1021045,root,bacteria,treatment
SAMN37625509,PRJNA1022838,stem,,treatment
SAMN37703816,PRJNA1024691,leaf,virus,control
SAMN37703817,PRJNA1024691,leaf,virus,control
SAMN37703818,PRJNA1024691,leaf,virus,control
SAMN37703819,PRJNA1024691,leaf,virus,control
SAMN37703820,PRJNA1024691,leaf,virus,control
SAMN37703821,PRJNA1024691,leaf,virus,control
SAMN37703822,PRJNA1024691,leaf,virus,control
SAMN37703823,PRJNA1024691,leaf,virus,control
SAMN37703824,PRJNA1024691,leaf,virus,control
SAMN37703825,PRJNA1024691,leaf,virus,treatment
SAMN37703826,PRJNA1024691,leaf,virus,control
SAMN37703827,PRJNA1024691,leaf,virus,control
SAMN37703828,PRJNA1024691,leaf,virus,treatment
SAMN37703829,PRJNA1024691,leaf,virus,treatment
SAMN37703830,PRJNA1024691,leaf,virus,treatment
SAMN37703831,PRJNA1024691,leaf,virus,treatment
SAMN37703832,PRJNA1024691,leaf,virus,treatment
SAMN37703833,PRJNA1024691,leaf,virus,treatment
SAMN37703834,PRJNA1024691,leaf,virus,treatment
SAMN37703835,PRJNA1024691,leaf,virus,treatment
SAMN37703836,PRJNA1024691,leaf,virus,treatment
SAMN37703837,PRJNA1024691,leaf,virus,treatment
SAMN37703838,PRJNA1024691,leaf,virus,treatment
SAMN37703839,PRJNA1024691,leaf,virus,treatment
SAMN37703840,PRJNA1024691,leaf,virus,control
SAMN37703841,PRJNA1024691,leaf,virus,control
SAMN37703842,PRJNA1024691,leaf,virus,control
SAMN37703843,PRJNA1024691,leaf,virus,control
SAMN37703844,PRJNA1024691,leaf,virus,control
SAMN37703845,PRJNA1024691,leaf,virus,control
SAMN37703846,PRJNA1024691,leaf,virus,control
SAMN37703847,PRJNA1024691,leaf,virus,treatment
SAMN37703848,PRJNA1024691,leaf,virus,control
SAMN37703849,PRJNA1024691,leaf,virus,control
SAMN37703850,PRJNA1024691,leaf,virus,control
SAMN37703851,PRJNA1024691,leaf,virus,control
SAMN37703852,PRJNA1024691,leaf,virus,treatment
SAMN37703853,PRJNA1024691,leaf,virus,treatment
SAMN37703854,PRJNA1024691,leaf,virus,treatment
SAMN37703855,PRJNA1024691,leaf,virus,treatment
SAMN37703856,PRJNA1024691,leaf,virus,treatment
SAMN37703857,PRJNA1024691,leaf,virus,treatment
SAMN37703858,PRJNA1024691,leaf,virus,treatment
SAMN37703859,PRJNA1024691,leaf,virus,treatment
SAMN37703860,PRJNA1024691,leaf,virus,treatment
SAMN37703861,PRJNA1024691,leaf,virus,treatment
SAMN37703862,PRJNA1024691,leaf,virus,treatment
SAMN37703863,PRJNA1024691,leaf,virus,treatment
SAMN37757654,PRJNA1026744,leaf,fungus,control
SAMN37757655,PRJNA1026744,leaf,fungus,treatment
SAMN37757656,PRJNA1026744,leaf,fungus,treatment
SAMN37757657,PRJNA1026744,leaf,fungus,control
SAMN37757658,PRJNA1026744,leaf,fungus,treatment
SAMN37757659,PRJNA1026744,leaf,fungus,treatment
SAMN37888449,PRJNA1030137,root,nutrient deficit,control
SAMN37888450,PRJNA1030137,root,nutrient deficit,control
SAMN37888451,PRJNA1030137,root,nutrient deficit,control
SAMN37888452,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888453,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888454,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888455,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888456,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888457,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888458,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888459,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888460,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888461,PRJNA1030137,root,nutrient deficit,control
SAMN37888462,PRJNA1030137,root,nutrient deficit,control
SAMN37888463,PRJNA1030137,root,nutrient deficit,control
SAMN37888464,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888465,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888466,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888467,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888468,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888469,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888470,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888471,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888472,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888473,PRJNA1030137,root,nutrient deficit,control
SAMN37888474,PRJNA1030137,root,nutrient deficit,control
SAMN37888475,PRJNA1030137,root,nutrient deficit,control
SAMN37888476,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888477,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888478,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888479,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888480,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888481,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888482,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888483,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888484,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888485,PRJNA1030137,root,nutrient deficit,control
SAMN37888486,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888487,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888488,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888489,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888490,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888491,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888492,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888493,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888494,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888495,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888496,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888497,PRJNA1030137,root,nutrient deficit,control
SAMN37888498,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888499,PRJNA1030137,root,nutrient deficit,control
SAMN37888500,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888501,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888502,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888503,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888504,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888505,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888506,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888507,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888508,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888509,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888510,PRJNA1030137,root,nutrient deficit,control
SAMN37888511,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888512,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888513,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888514,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888515,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888516,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888517,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888518,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888519,PRJNA1030137,root,nutrient deficit,treatment
SAMN37888520,PRJNA1030137,root,nutrient deficit,treatment
SAMN37926505,PRJNA1031158,root,,control
SAMN37926506,PRJNA1031158,root,transgenic,control
SAMN37926507,PRJNA1031158,root,transgenic,treatment
SAMN37926508,PRJNA1031158,root,,treatment
SAMN37933743,PRJNA1031334,leaf,,control
SAMN37946966,PRJNA1031595,seed,,control
SAMN37946967,PRJNA1031595,seed,,control
SAMN37946968,PRJNA1031595,seed,,control
SAMN37946969,PRJNA1031595,seed,,treatment
SAMN37946970,PRJNA1031595,seed,,treatment
SAMN37946971,PRJNA1031595,seed,,treatment
SAMN37946972,PRJNA1031595,seed,,control
SAMN37946973,PRJNA1031595,seed,,treatment
SAMN37946974,PRJNA1031595,seed,,treatment
SAMN37946975,PRJNA1031595,seed,,control
SAMN37946976,PRJNA1031595,seed,,control
SAMN37946977,PRJNA1031595,seed,,control
SAMN37961450,PRJNA1031766,leaf,transgenic,treatment
SAMN37965484,PRJNA1031766,leaf,transgenic,treatment
SAMN38010829,PRJNA1031766,leaf,transgenic,treatment
SAMN38011237,PRJNA1031766,leaf,transgenic,treatment
SAMN38011462,PRJNA1031766,leaf,transgenic,treatment
SAMN38011463,PRJNA1031766,leaf,transgenic,treatment
SAMN37961002,PRJNA1031779,root,bacteria,treatment
SAMN37961003,PRJNA1031779,root,bacteria,treatment
SAMN37961004,PRJNA1031779,root,bacteria,treatment
SAMN37961005,PRJNA1031779,root,bacteria,control
SAMN37961006,PRJNA1031779,root,bacteria,control
SAMN37961007,PRJNA1031779,root,bacteria,control
SAMN37961008,PRJNA1031779,root,bacteria,control
SAMN37961009,PRJNA1031779,root,bacteria,treatment
SAMN37961010,PRJNA1031779,root,bacteria,treatment
SAMN37961011,PRJNA1031779,root,bacteria,treatment
SAMN37961012,PRJNA1031779,root,bacteria,control
SAMN37961013,PRJNA1031779,root,bacteria,control
SAMN37961014,PRJNA1031779,root,bacteria,treatment
SAMN37961015,PRJNA1031779,root,bacteria,treatment
SAMN37961016,PRJNA1031779,root,bacteria,treatment
SAMN37961017,PRJNA1031779,root,bacteria,control
SAMN37961018,PRJNA1031779,root,bacteria,control
SAMN37961019,PRJNA1031779,root,bacteria,control
SAMN37961020,PRJNA1031779,root,bacteria,treatment
SAMN37961021,PRJNA1031779,root,bacteria,control
SAMN37961022,PRJNA1031779,root,bacteria,control
SAMN37961023,PRJNA1031779,root,bacteria,control
SAMN37961024,PRJNA1031779,root,bacteria,control
SAMN37961025,PRJNA1031779,root,bacteria,control
SAMN37961034,PRJNA1031779,root,bacteria,treatment
SAMN37961037,PRJNA1031779,root,bacteria,control
SAMN37973611,PRJNA1031828,leaf,transgenic,treatment
SAMN38024265,PRJNA1033144,leaf,drought,control
SAMN38024266,PRJNA1033144,leaf,drought,control
SAMN38024267,PRJNA1033144,leaf,drought,control
SAMN38024268,PRJNA1033144,leaf,drought,treatment
SAMN38024269,PRJNA1033144,leaf,drought,treatment
SAMN38024270,PRJNA1033144,leaf,drought,treatment
SAMN38024271,PRJNA1033144,leaf,drought,control
SAMN38024272,PRJNA1033144,leaf,drought,control
SAMN38024273,PRJNA1033144,leaf,drought,control
SAMN38024274,PRJNA1033144,leaf,drought,treatment
SAMN38024275,PRJNA1033144,leaf,drought,treatment
SAMN38024276,PRJNA1033144,leaf,drought,treatment
SAMN38028149,PRJNA1033217,leaf,virus,treatment
SAMN38863272,PRJNA1033217,leaf,virus,treatment
SAMN38032658,PRJNA1033409,root,drought,treatment
SAMN38032659,PRJNA1033409,root,drought,treatment
SAMN38032660,PRJNA1033409,root,drought,treatment
SAMN38032661,PRJNA1033409,root,drought,treatment
SAMN38032662,PRJNA1033409,root,drought,treatment
SAMN39205265,PRJNA1035514,leaf,,control
SAMN39205267,PRJNA1035514,leaf,,control
SAMN39205269,PRJNA1035514,leaf,,control
SAMN39205271,PRJNA1035514,leaf,,control
SAMN39205273,PRJNA1035514,leaf,,treatment
SAMN39205275,PRJNA1035514,leaf,,control
SAMN39205277,PRJNA1035514,leaf,,control
SAMN39205279,PRJNA1035514,leaf,,control
SAMN39205281,PRJNA1035514,leaf,,treatment
SAMN39205283,PRJNA1035514,leaf,,control
SAMN39205285,PRJNA1035514,leaf,,control
SAMN39205287,PRJNA1035514,leaf,,control
SAMN39205289,PRJNA1035514,leaf,,control
SAMN39205291,PRJNA1035514,leaf,,control
SAMN39205293,PRJNA1035514,leaf,,control
SAMN39205295,PRJNA1035514,leaf,,control
SAMN39205297,PRJNA1035514,leaf,,control
SAMN39205299,PRJNA1035514,leaf,,control
SAMN39205301,PRJNA1035514,leaf,,control
SAMN39205303,PRJNA1035514,leaf,,control
SAMN39205305,PRJNA1035514,leaf,,control
SAMN39205307,PRJNA1035514,leaf,,control
SAMN39205309,PRJNA1035514,leaf,,control
SAMN39205311,PRJNA1035514,leaf,,control
SAMN39205313,PRJNA1035514,leaf,,control
SAMN39205315,PRJNA1035514,leaf,,control
SAMN39205317,PRJNA1035514,leaf,,control
SAMN39205319,PRJNA1035514,leaf,,control
SAMN39205321,PRJNA1035514,leaf,,control
SAMN39205323,PRJNA1035514,leaf,,control
SAMN39205325,PRJNA1035514,leaf,,control
SAMN39205327,PRJNA1035514,leaf,,control
SAMN39205329,PRJNA1035514,leaf,,control
SAMN39205331,PRJNA1035514,leaf,,control
SAMN39205333,PRJNA1035514,leaf,,control
SAMN39205335,PRJNA1035514,leaf,,control
SAMN39205337,PRJNA1035514,leaf,,control
SAMN39205339,PRJNA1035514,leaf,,treatment
SAMN39205341,PRJNA1035514,leaf,,control
SAMN39205343,PRJNA1035514,leaf,,control
SAMN39205345,PRJNA1035514,leaf,,treatment
SAMN39205347,PRJNA1035514,leaf,,control
SAMN39205349,PRJNA1035514,leaf,,control
SAMN39205351,PRJNA1035514,leaf,,control
SAMN39205353,PRJNA1035514,leaf,,treatment
SAMN39205355,PRJNA1035514,leaf,,control
SAMN39205357,PRJNA1035514,leaf,,control
SAMN39205359,PRJNA1035514,leaf,,control
SAMN39205361,PRJNA1035514,leaf,,control
SAMN39205363,PRJNA1035514,leaf,,control
SAMN39205365,PRJNA1035514,leaf,,control
SAMN39205367,PRJNA1035514,leaf,,control
SAMN39205369,PRJNA1035514,leaf,,treatment
SAMN39205371,PRJNA1035514,leaf,,control
SAMN39205373,PRJNA1035514,leaf,,control
SAMN39205375,PRJNA1035514,leaf,,control
SAMN39205377,PRJNA1035514,leaf,,control
SAMN39205379,PRJNA1035514,leaf,,control
SAMN39205381,PRJNA1035514,leaf,,control
SAMN39205383,PRJNA1035514,leaf,,control
SAMN39205385,PRJNA1035514,leaf,,control
SAMN39205387,PRJNA1035514,leaf,,control
SAMN39205389,PRJNA1035514,leaf,,control
SAMN39205391,PRJNA1035514,leaf,,control
SAMN39205393,PRJNA1035514,leaf,,control
SAMN39205395,PRJNA1035514,leaf,,control
SAMN39205397,PRJNA1035514,leaf,,control
SAMN39205399,PRJNA1035514,leaf,,control
SAMN39205401,PRJNA1035514,leaf,,control
SAMN39205403,PRJNA1035514,leaf,,treatment
SAMN39205405,PRJNA1035514,leaf,,treatment
SAMN39205407,PRJNA1035514,leaf,,control
SAMN39205409,PRJNA1035514,leaf,,treatment
SAMN39205411,PRJNA1035514,leaf,,treatment
SAMN39205413,PRJNA1035514,leaf,,control
SAMN39205415,PRJNA1035514,leaf,,treatment
SAMN39205417,PRJNA1035514,leaf,,treatment
SAMN39205419,PRJNA1035514,leaf,,control
SAMN39205421,PRJNA1035514,leaf,,control
SAMN39205423,PRJNA1035514,leaf,,control
SAMN39205425,PRJNA1035514,leaf,,control
SAMN39205427,PRJNA1035514,leaf,,control
SAMN39205429,PRJNA1035514,leaf,,control
SAMN39205431,PRJNA1035514,leaf,,control
SAMN39205433,PRJNA1035514,leaf,,control
SAMN39205435,PRJNA1035514,leaf,,control
SAMN39205437,PRJNA1035514,leaf,,control
SAMN39205439,PRJNA1035514,leaf,,control
SAMN39205441,PRJNA1035514,leaf,,control
SAMN39205443,PRJNA1035514,leaf,,control
SAMN39205445,PRJNA1035514,leaf,,control
SAMN39205447,PRJNA1035514,leaf,,control
SAMN39205449,PRJNA1035514,leaf,,control
SAMN39205451,PRJNA1035514,leaf,,treatment
SAMN39205453,PRJNA1035514,leaf,,control
SAMN39205455,PRJNA1035514,leaf,,treatment
SAMN39205457,PRJNA1035514,leaf,,treatment
SAMN39205459,PRJNA1035514,leaf,,control
SAMN39205461,PRJNA1035514,leaf,,control
SAMN39205463,PRJNA1035514,leaf,,treatment
SAMN39205465,PRJNA1035514,leaf,,treatment
SAMN39205467,PRJNA1035514,leaf,,treatment
SAMN39205468,PRJNA1035514,leaf,,control
SAMN39205469,PRJNA1035514,leaf,,control
SAMN39205471,PRJNA1035514,leaf,,treatment
SAMN39205473,PRJNA1035514,leaf,,treatment
SAMN39205475,PRJNA1035514,leaf,,control
SAMN39205476,PRJNA1035514,leaf,,control
SAMN39205477,PRJNA1035514,leaf,,treatment
SAMN39205479,PRJNA1035514,leaf,,control
SAMN39205481,PRJNA1035514,leaf,,treatment
SAMN39205483,PRJNA1035514,leaf,,control
SAMN39205485,PRJNA1035514,leaf,,control
SAMN39205487,PRJNA1035514,leaf,,control
SAMN39205489,PRJNA1035514,leaf,,control
SAMN39205491,PRJNA1035514,leaf,,control
SAMN39205493,PRJNA1035514,leaf,,control
SAMN39205495,PRJNA1035514,leaf,,control
SAMN39205497,PRJNA1035514,leaf,,control
SAMN39205499,PRJNA1035514,leaf,,control
SAMN39205501,PRJNA1035514,leaf,,control
SAMN39205503,PRJNA1035514,leaf,,control
SAMN39205505,PRJNA1035514,leaf,,control
SAMN39205507,PRJNA1035514,leaf,,control
SAMN39205509,PRJNA1035514,leaf,,treatment
SAMN39205511,PRJNA1035514,leaf,,control
SAMN39205513,PRJNA1035514,leaf,,treatment
SAMN39205515,PRJNA1035514,leaf,,control
SAMN39205517,PRJNA1035514,leaf,,control
SAMN39205519,PRJNA1035514,leaf,,treatment
SAMN39205521,PRJNA1035514,leaf,,control
SAMN39205523,PRJNA1035514,leaf,,control
SAMN39205525,PRJNA1035514,leaf,,control
SAMN39205527,PRJNA1035514,leaf,,control
SAMN39205529,PRJNA1035514,leaf,,control
SAMN39205531,PRJNA1035514,leaf,,treatment
SAMN39205533,PRJNA1035514,leaf,,treatment
SAMN39205535,PRJNA1035514,leaf,,treatment
SAMN39205537,PRJNA1035514,leaf,,control
SAMN39205539,PRJNA1035514,leaf,,control
SAMN39205541,PRJNA1035514,leaf,,control
SAMN39205543,PRJNA1035514,leaf,,treatment
SAMN39205545,PRJNA1035514,leaf,,treatment
SAMN39205547,PRJNA1035514,leaf,,control
SAMN39205549,PRJNA1035514,leaf,,treatment
SAMN39205551,PRJNA1035514,leaf,,control
SAMN39205553,PRJNA1035514,leaf,,control
SAMN39205555,PRJNA1035514,leaf,,control
SAMN39205557,PRJNA1035514,leaf,,control
SAMN39205559,PRJNA1035514,leaf,,control
SAMN39205561,PRJNA1035514,leaf,,control
SAMN39205563,PRJNA1035514,leaf,,treatment
SAMN39205565,PRJNA1035514,leaf,,control
SAMN39205567,PRJNA1035514,leaf,,control
SAMN39205569,PRJNA1035514,leaf,,control
SAMN39205571,PRJNA1035514,leaf,,control
SAMN39205573,PRJNA1035514,leaf,,treatment
SAMN39205575,PRJNA1035514,leaf,,control
SAMN39205577,PRJNA1035514,leaf,,treatment
SAMN39205578,PRJNA1035514,leaf,,treatment
SAMN39205579,PRJNA1035514,leaf,,treatment
SAMN39205581,PRJNA1035514,leaf,,treatment
SAMN39205583,PRJNA1035514,leaf,,control
SAMN39205585,PRJNA1035514,leaf,,control
SAMN39205587,PRJNA1035514,leaf,,treatment
SAMN39205589,PRJNA1035514,leaf,,treatment
SAMN39205591,PRJNA1035514,leaf,,control
SAMN39205593,PRJNA1035514,leaf,,treatment
SAMN39205595,PRJNA1035514,leaf,,treatment
SAMN39205597,PRJNA1035514,leaf,,treatment
SAMN39205599,PRJNA1035514,leaf,,control
SAMN39205601,PRJNA1035514,leaf,,treatment
SAMN39205603,PRJNA1035514,leaf,,control
SAMN38212215,PRJNA1039334,seed,,control
SAMN38212216,PRJNA1039334,seed,,control
SAMN38212218,PRJNA1039334,seed,,control
SAMN38212219,PRJNA1039334,seed,,control
SAMN38212220,PRJNA1039334,seed,,control
SAMN38212221,PRJNA1039334,seed,,control
SAMN38212222,PRJNA1039334,seed,,control
SAMN38212224,PRJNA1039334,seed,,control
SAMN38212225,PRJNA1039334,seed,transgenic,treatment
SAMN38260463,PRJNA1040754,flower,other,control
SAMN38260464,PRJNA1040754,flower,other,control
SAMN38260465,PRJNA1040754,flower,other,control
SAMN38260466,PRJNA1040754,flower,other,control
SAMN38260467,PRJNA1040754,flower,other,control
SAMN38260468,PRJNA1040754,flower,other,treatment
SAMN38260469,PRJNA1040754,flower,other,control
SAMN38260470,PRJNA1040754,flower,other,treatment
SAMN38260471,PRJNA1040754,flower,other,treatment
SAMN38260472,PRJNA1040754,flower,other,control
SAMN38260473,PRJNA1040754,flower,other,treatment
SAMN38260474,PRJNA1040754,flower,other,control
SAMN38260475,PRJNA1040754,flower,other,treatment
SAMN38260476,PRJNA1040754,flower,other,treatment
SAMN38260477,PRJNA1040754,flower,other,treatment
SAMN38260478,PRJNA1040754,flower,other,treatment
SAMN38260479,PRJNA1040754,flower,other,treatment
