biosample,control,ctrl,stress,drought,bacteria,inoculated,flood,deficit,infest,pathogen,acid,fung,sporus,iron,aluminum,cadmium,cold,temperature,nitrogen,heat
SAMN33196667,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},"{'isolate_sam_ss_dpl100': 'Room temperature treatment of recipient plants at 25 Celsius', 'isolate': 'Room temperature treatment of recipient plants at 25 Celsius'}",{},{}
SAMN21359737,{},{},"{'age_sam': '60 minutes after iron stress', 'age': '60 minutes after iron stress'}",{},{},{},{},{},{},{},{},{},{},"{'age_sam': '60 minutes after iron stress', 'treatment_sam_ss_dpl55': 'Sufficient iron', 'title': 'Leaf tissue, PI 084973 (G13), sufficient iron conditions', 'age': '60 minutes after iron stress', 'treatment': 'Sufficient iron'}",{},{},{},{},{},{}
SAMN09513402,{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Inoculated', 'treatment': 'Inoculated'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMD00133788,{},{},{},{'treatment_sam_ss_dpl55': 'drought treated'},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN12099684,{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Mock Inoculated', 'title': 'Soybean root mock inoculated at 10 DPI mRNA', 'treatment': 'Mock Inoculated'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN13520100,{},{},{},{},{},{},{},{},"{'stage_sam': '96 hours after infestation', 'Stage': '96 hours after infestation'}",{},{},{},{},{},{},{},{},{},{},{}
SAMN05580214,"{'source_name_sam': 'Line T295H_Sterile_Control3', 'sample_group_sam_s_dpl128': 'Control', 'title': 'Sterile_Control3.1'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN40876401,{},{},"{'isolate_sam_ss_dpl100': 'alkali stress', 'isolate': 'alkali stress'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22841302,{},{},{},{},{},{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Deficient iron', 'title': 'Clark scion on IsoClark rootstock (Clk/Iso), 30 minutes after transfer, rep 3 leaf tissue, deficient iron', 'treatment': 'Deficient iron'}",{},{},{},{},{},{}
SAMN22841253,{},{},{},{},{},{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Sufficient iron', 'title': 'Clark scion on Clark rootstock (Clk/Clk), 30 minutes after transfer, rep 2 root tissue, sufficient iron', 'treatment': 'Sufficient iron'}",{},{},{},{},{},{}
SAMN22841252,{},{},{},{},{},{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Deficient iron', 'title': 'Clark scion on Clark rootstock (Clk/Clk), 30 minutes after transfer, rep 2 root tissue, deficient iron', 'treatment': 'Deficient iron'}",{},{},{},{},{},{}
SAMN21359817,{},{},"{'age_sam': '60 minutes after iron stress', 'age': '60 minutes after iron stress'}",{},{},{},{},{},{},{},{},{},{},"{'age_sam': '60 minutes after iron stress', 'treatment_sam_ss_dpl55': 'Sufficient iron', 'title': 'Root tissue, PI 153280 (G8), sufficient iron conditions', 'age': '60 minutes after iron stress', 'treatment': 'Sufficient iron'}",{},{},{},{},{},{}
SAMN37004705,"{'treatment_sam_ss_dpl55': 'control', 'title': 'RNAseq, Senaki, 8 hpi, control3', 'treatment': 'control'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21359675,{},{},"{'age_sam': '60 minutes after iron stress', 'age': '60 minutes after iron stress'}",{},{},{},{},{},{},{},{},{},{},"{'age_sam': '60 minutes after iron stress', 'treatment_sam_ss_dpl55': 'Deficient iron', 'title': 'Leaf tissue, PI 612611 (G2), deficient iron conditions', 'age': '60 minutes after iron stress', 'treatment': 'Deficient iron'}",{},{},{},{},{},{}
SAMN16113912,{},{},"{'library_name': 'Clark -Fe-Pi Stress T2 Root i', 'treatment_sam_ss_dpl55': 'Soybean cultivar PI548533 grown for 14 days under normal conditions, 24 hrs of iron stress, 48 hrs of normal, then 24 hrs of phosphate deficiency', 'primary_search': ""['16113912', '2Mem_R_Iu.sort.bam', '662977', 'Clark -Fe-Pi Root', 'Clark -Fe-Pi Stress T2 Root i', 'PRJNA662977', 'SAMN16113912', 'SRP282135', 'SRR12626434', 'SRS7352141', 'SRX9108743', 'bp0']"", 'treatment': 'Soybean cultivar PI548533 grown for 14 days under normal conditions, 24 hrs of iron stress, 48 hrs of normal, then 24 hrs of phosphate deficiency'}",{},{},{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Soybean cultivar PI548533 grown for 14 days under normal conditions, 24 hrs of iron stress, 48 hrs of normal, then 24 hrs of phosphate deficiency', 'treatment': 'Soybean cultivar PI548533 grown for 14 days under normal conditions, 24 hrs of iron stress, 48 hrs of normal, then 24 hrs of phosphate deficiency'}",{},{},{},{},{},{}
SAMN29914706,"{'treatment_sam_ss_dpl55': 'control', 'treatment': 'control'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN40876400,{},{},"{'isolate_sam_ss_dpl100': 'alkali stress', 'isolate': 'alkali stress'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21359676,{},{},"{'age_sam': '60 minutes after iron stress', 'age': '60 minutes after iron stress'}",{},{},{},{},{},{},{},{},{},{},"{'age_sam': '60 minutes after iron stress', 'treatment_sam_ss_dpl55': 'Deficient iron', 'title': 'Leaf tissue, PI 612611 (G2), deficient iron conditions', 'age': '60 minutes after iron stress', 'treatment': 'Deficient iron'}",{},{},{},{},{},{}
SAMN21216014,{},{},"{'treatment_sam_ss_dpl55': 'Soybean cultivar PI 548379 treated to 16 days of iron deficiency stress', 'treatment': 'Soybean cultivar PI 548379 treated to 16 days of iron deficiency stress'}",{},{},{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Soybean cultivar PI 548379 treated to 16 days of iron deficiency stress', 'treatment': 'Soybean cultivar PI 548379 treated to 16 days of iron deficiency stress'}",{},{},{},{},{},{}
SAMN21359792,{},{},"{'age_sam': '60 minutes after iron stress', 'age': '60 minutes after iron stress'}",{},{},{},{},{},{},{},{},{},{},"{'age_sam': '60 minutes after iron stress', 'treatment_sam_ss_dpl55': 'Sufficient iron', 'title': 'Root tissue, PI 464877 (G4), sufficient iron conditions', 'age': '60 minutes after iron stress', 'treatment': 'Sufficient iron'}",{},{},{},{},{},{}
SAMN21359822,{},{},"{'age_sam': '60 minutes after iron stress', 'age': '60 minutes after iron stress'}",{},{},{},{},{},{},{},{},{},{},"{'age_sam': '60 minutes after iron stress', 'treatment_sam_ss_dpl55': 'Sufficient iron', 'title': 'Root tissue, PI 092465 (G9), sufficient iron conditions', 'age': '60 minutes after iron stress', 'treatment': 'Sufficient iron'}",{},{},{},{},{},{}
SAMN21359847,{},{},"{'age_sam': '60 minutes after iron stress', 'age': '60 minutes after iron stress'}",{},{},{},{},{},{},{},{},{},{},"{'age_sam': '60 minutes after iron stress', 'treatment_sam_ss_dpl55': 'Sufficient iron', 'title': 'Root tissue, PI 084973 (G13), sufficient iron conditions', 'age': '60 minutes after iron stress', 'treatment': 'Sufficient iron'}",{},{},{},{},{},{}
SAMN21359711,{},{},"{'age_sam': '60 minutes after iron stress', 'age': '60 minutes after iron stress'}",{},{},{},{},{},{},{},{},{},{},"{'age_sam': '60 minutes after iron stress', 'treatment_sam_ss_dpl55': 'Deficient iron', 'title': 'Leaf tissue, PI 153280 (G8), deficient iron conditions', 'age': '60 minutes after iron stress', 'treatment': 'Deficient iron'}",{},{},{},{},{},{}
SAMN29341251,{},{},"{'treatment_sam_ss_dpl55': 'drought stress for 17 d', 'treatment': 'drought stress for 17 d'}","{'treatment_sam_ss_dpl55': 'drought stress for 17 d', 'treatment': 'drought stress for 17 d'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21359688,{},{},"{'age_sam': '60 minutes after iron stress', 'age': '60 minutes after iron stress'}",{},{},{},{},{},{},{},{},{},{},"{'age_sam': '60 minutes after iron stress', 'treatment_sam_ss_dpl55': 'Deficient iron', 'title': 'Leaf tissue, PI 464877 (G4), deficient iron conditions', 'age': '60 minutes after iron stress', 'treatment': 'Deficient iron'}",{},{},{},{},{},{}
SAMN05327839,{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': '12 hours after infestation', 'treatment': '12 hours after infestation'}",{},{},{},{},{},{},{},{},{},{},{}
SAMN09513384,{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Inoculated', 'treatment': 'Inoculated'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22841336,{},{},{},{},{},{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Deficient iron', 'title': 'IsoClark scion on IsoClark rootstock (Iso/Iso), 120 minutes after transfer, rep 2 root tissue, deficient iron', 'treatment': 'Deficient iron'}",{},{},{},{},{},{}
SAMN09489361,"{'growth_protocol_sam_s_dpl216': 'Control', 'title': '6 Hours Rag2 Control'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN16113911,{},{},"{'library_name': 'Clark -Fe-Pi Stress T2 Leaf i', 'treatment_sam_ss_dpl55': 'Soybean cultivar PI548533 grown for 14 days under normal conditions, 24 hrs of iron stress, 48 hrs of normal, then 24 hrs of phosphate deficiency', 'primary_search': ""['16113911', '2Mem_L_Iu.sort.bam', '662977', 'Clark -Fe-Pi Leaf', 'Clark -Fe-Pi Stress T2 Leaf i', 'PRJNA662977', 'SAMN16113911', 'SRP282135', 'SRR12626437', 'SRS7352140', 'SRX9108740', 'bp0']"", 'treatment': 'Soybean cultivar PI548533 grown for 14 days under normal conditions, 24 hrs of iron stress, 48 hrs of normal, then 24 hrs of phosphate deficiency'}",{},{},{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Soybean cultivar PI548533 grown for 14 days under normal conditions, 24 hrs of iron stress, 48 hrs of normal, then 24 hrs of phosphate deficiency', 'treatment': 'Soybean cultivar PI548533 grown for 14 days under normal conditions, 24 hrs of iron stress, 48 hrs of normal, then 24 hrs of phosphate deficiency'}",{},{},{},{},{},{}
SAMN21359690,{},{},"{'age_sam': '60 minutes after iron stress', 'age': '60 minutes after iron stress'}",{},{},{},{},{},{},{},{},{},{},"{'age_sam': '60 minutes after iron stress', 'treatment_sam_ss_dpl55': 'Sufficient iron', 'title': 'Leaf tissue, PI 438103 (G5), sufficient iron conditions', 'age': '60 minutes after iron stress', 'treatment': 'Sufficient iron'}",{},{},{},{},{},{}
SAMN14786292,{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Inoculated with Sinorhizobium fredii CCBAU45436', 'title': 'RNAseq of soybean nodule inoculated with Sinorhizobium fredii CCBAU45436 replicate 2', 'treatment': 'Inoculated with Sinorhizobium fredii CCBAU45436'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN16089605,{},{},"{'treatment_sam_ss_dpl55': 'Soybean cultivar PI547430 treated to ten days of iron stress.', 'treatment': 'Soybean cultivar PI547430 treated to ten days of iron stress.'}",{},{},{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Soybean cultivar PI547430 treated to ten days of iron stress.', 'treatment': 'Soybean cultivar PI547430 treated to ten days of iron stress.'}",{},{},{},{},{},{}
SAMN36630264,{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Low phosphate+water deficit', 'title': 'Combined low phosphate+water deficit leaves replicate 1', 'treatment': 'Low phosphate+water deficit'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN16089603,{},{},"{'treatment_sam_ss_dpl55': 'Soybean cultivar PI548533 grown in non-stress conditions.', 'treatment': 'Soybean cultivar PI548533 grown in non-stress conditions.'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN25290803,{},{},{},{},{},{},{},{},{},{},"{'isolate_sam_ss_dpl100': 'high oleic acid content', 'isolate': 'high oleic acid content'}",{},{},{},{},{},{},{},{},{}
SAMN36760694,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{'dev_stage_sam': 'R48-9-1 at non-low temperature treatment for 48 hours'},{},{}
SAMD00183603,{'sample_name_sam': '[Glycine_max_control_1]'},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN33199881,{},{},"{'treatment_sam_ss_dpl55': 'saline-alkali stress 28d', 'isolate_sam_ss_dpl100': 'Soybean overexpression of the aldehyde dehydrogenase AhALDH3H1 from Arachis hypogaea under saline-alkali stress for 28d biological replicate 1', 'title': 'Soybean overexpression of the aldehyde dehydrogenase AhALDH3H1 from Arachis hypogaea under saline-alkali stress for 28d biological replicate 1', 'isolate': 'Soybean overexpression of the aldehyde dehydrogenase AhALDH3H1 from Arachis hypogaea under saline-alkali stress for 28d biological replicate 1', 'treatment': 'saline-alkali stress 28d'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN09240722,{},{},{},{},{},{'title': 'RNA-seq of soybean seedlings inoculated with Bradyrhizobium japonicum _biological replicate 1'},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN22841310,{},{},{},{},{},{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Deficient iron', 'title': 'Clark scion on IsoClark rootstock (Clk/Iso), 120 minutes after transfer, rep 2 leaf tissue, deficient iron', 'treatment': 'Deficient iron'}",{},{},{},{},{},{}
SAMN16089612,{},{},"{'treatment_sam_ss_dpl55': 'Soybean cultivar PI547430 grown in non-stress conditions.', 'treatment': 'Soybean cultivar PI547430 grown in non-stress conditions.'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21359724,{},{},"{'age_sam': '60 minutes after iron stress', 'age': '60 minutes after iron stress'}",{},{},{},{},{},{},{},{},{},{},"{'age_sam': '60 minutes after iron stress', 'treatment_sam_ss_dpl55': 'Deficient iron', 'title': 'Leaf tissue, PI 090392 (G10), deficient iron conditions', 'age': '60 minutes after iron stress', 'treatment': 'Deficient iron'}",{},{},{},{},{},{}
SAMN29341252,{},{},"{'treatment_sam_ss_dpl55': 'drought stress for 17 d', 'treatment': 'drought stress for 17 d'}","{'treatment_sam_ss_dpl55': 'drought stress for 17 d', 'treatment': 'drought stress for 17 d'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN08912396,{},{},{},"{'sample_name': 'Xu_Drought_5', 'library_name': 'Xu_Drought_4', 'primary_search': ""['449574', '8912396', 'PRJNA449574', 'SAMN08912396', 'SRP139514', 'SRR6983153', 'SRS3157903', 'SRX3923429', 'Xu_Drought_4', 'Xu_Drought_4.fq.gz', 'Xu_Drought_5']"", 'Sample name': 'Xu_Drought_5'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN11849878,{},{},{'title': 'Clark -Fe Stress Repeated Roots'},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN31760285,{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Water deficit', 'title': 'Water deficit soybean flower stigma replicate 2', 'treatment': 'Water deficit'}",{},{},{},{},{},{},{},{},{},{},{},{}
SAMN05908889,"{'treatment_sam_ss_dpl55': 'control', 'treatment': 'control'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN31760315,{},{},"{'treatment_sam_ss_dpl55': 'Water deficit and heat stress', 'title': 'Combined water deficit and heat stress flower sepal replicate 2', 'treatment': 'Water deficit and heat stress'}",{},{},{},{},"{'treatment_sam_ss_dpl55': 'Water deficit and heat stress', 'title': 'Combined water deficit and heat stress flower sepal replicate 2', 'treatment': 'Water deficit and heat stress'}",{},{},{},{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Water deficit and heat stress', 'title': 'Combined water deficit and heat stress flower sepal replicate 2', 'treatment': 'Water deficit and heat stress'}"
SAMN21359821,{},{},"{'age_sam': '60 minutes after iron stress', 'age': '60 minutes after iron stress'}",{},{},{},{},{},{},{},{},{},{},"{'age_sam': '60 minutes after iron stress', 'treatment_sam_ss_dpl55': 'Sufficient iron', 'title': 'Root tissue, PI 092465 (G9), sufficient iron conditions', 'age': '60 minutes after iron stress', 'treatment': 'Sufficient iron'}",{},{},{},{},{},{}
SAMN21359754,{},{},"{'age_sam': '60 minutes after iron stress', 'age': '60 minutes after iron stress'}",{},{},{},{},{},{},{},{},{},{},"{'age_sam': '60 minutes after iron stress', 'treatment_sam_ss_dpl55': 'Deficient iron', 'title': 'Leaf tissue, PI 068685 (G15), deficient iron conditions', 'age': '60 minutes after iron stress', 'treatment': 'Deficient iron'}",{},{},{},{},{},{}
SAMN02944895,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},"{'treatment_sam_ss_dpl55': ""'Weedy' with weeds being a natural population of velvetleaf and buckwheat at denisties of about 300 m-2""}"
SAMN09513338,{},{},{},{},{},"{'treatment_sam_ss_dpl55': 'Inoculated', 'treatment': 'Inoculated'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN05970071,"{'primary_search': ""['352344', '5970071', 'Glycine max_Control_T02_2.fq.gz', 'PRJNA352344', 'SAMN05970071', 'SRP093481', 'SRR5028744', 'SRS1804151', 'SRX2354698', 'T02']""}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN34240557,"{'isolate_sam_ss_dpl100': 'After 24 h of control treatment', 'isolate': 'After 24 h of control treatment'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN03389612,{'title': 'Seed Coat (100-200 mg) Control mRNA-Seq biorep 2'},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN30758617,{},{},"{'treatment_sam_ss_dpl55': '7D vermiculite, then non-stress hydroponic conditions', 'treatment': '7D vermiculite, then non-stress hydroponic conditions'}",{},{},{},{},{},{},{},{},{},{},{'ion_stress_sam': 'iron sufficient'},{},{},{},{},{},{}
SAMN21359759,{},{},"{'age_sam': '60 minutes after iron stress', 'age': '60 minutes after iron stress'}",{},{},{},{},{},{},{},{},{},{},"{'age_sam': '60 minutes after iron stress', 'treatment_sam_ss_dpl55': 'Deficient iron', 'title': 'Leaf tissue, PI 054854 (G16), deficient iron conditions', 'age': '60 minutes after iron stress', 'treatment': 'Deficient iron'}",{},{},{},{},{},{}
SAMN21359761,{},{},"{'age_sam': '60 minutes after iron stress', 'age': '60 minutes after iron stress'}",{},{},{},{},{},{},{},{},{},{},"{'age_sam': '60 minutes after iron stress', 'treatment_sam_ss_dpl55': 'Sufficient iron', 'title': 'Leaf tissue, PI 548533 (G17), sufficient iron conditions', 'age': '60 minutes after iron stress', 'treatment': 'Sufficient iron'}",{},{},{},{},{},{}
SAMD00182789,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{'library_name': 'different temperature germination'},{},{}
SAMN21359686,{},{},"{'age_sam': '60 minutes after iron stress', 'age': '60 minutes after iron stress'}",{},{},{},{},{},{},{},{},{},{},"{'age_sam': '60 minutes after iron stress', 'treatment_sam_ss_dpl55': 'Deficient iron', 'title': 'Leaf tissue, PI 464877 (G4), deficient iron conditions', 'age': '60 minutes after iron stress', 'treatment': 'Deficient iron'}",{},{},{},{},{},{}
SAMN37004738,"{'treatment_sam_ss_dpl55': 'control', 'title': 'RNAseq, Colfax, 8 hpi, control2', 'treatment': 'control'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN11536782,{'transgenic_status_sam': 'Negative (control)'},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN21359712,{},{},"{'age_sam': '60 minutes after iron stress', 'age': '60 minutes after iron stress'}",{},{},{},{},{},{},{},{},{},{},"{'age_sam': '60 minutes after iron stress', 'treatment_sam_ss_dpl55': 'Deficient iron', 'title': 'Leaf tissue, PI 153280 (G8), deficient iron conditions', 'age': '60 minutes after iron stress', 'treatment': 'Deficient iron'}",{},{},{},{},{},{}
SAMN21359831,{},{},"{'age_sam': '60 minutes after iron stress', 'age': '60 minutes after iron stress'}",{},{},{},{},{},{},{},{},{},{},"{'age_sam': '60 minutes after iron stress', 'treatment_sam_ss_dpl55': 'Deficient iron', 'title': 'Root tissue, PI 090392 (G10), deficient iron conditions', 'age': '60 minutes after iron stress', 'treatment': 'Deficient iron'}",{},{},{},{},{},{}
SAMN30758615,{},{},"{'treatment_sam_ss_dpl55': '7D vermiculite then non-stress hydroponics for 7D, then 7D -Fe conditions', 'treatment': '7D vermiculite then non-stress hydroponics for 7D, then 7D -Fe conditions'}",{},{},{},{},{},{},{},{},{},{},{'ion_stress_sam': 'iron deficient'},{},{},{},{},{},{}
SAMN03761646,"{'treatment_sam_ss_dpl55': 'control', 'source_name_sam': 'leaves control', 'treatment': 'control'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
SAMN05150264,"{'sample_name': 'Soybean-RFB control 24 h.p.i. 3', 'library_name': 'Soybean_control_3', 'primary_search': ""['322284', '5150264', 'PRJNA322284', 'SAMN05150264', 'SRP075504', 'SRR3566488', 'SRS1461250', 'SRX1790765', 'Soybean-RFB control 24 h.p.i. 3', 'Soybean_control_3', 'TRC_GACAGTGC_L002_R1_001.fastq']"", 'Sample name': 'Soybean-RFB control 24 h.p.i. 3'}",{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{}
